"","Level_A","Level_B","Level_C","KO_ID","Description"
"9942",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03352"," APC5, ANAPC5; anaphase-promoting complex subunit 5"
"9943",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03353"," APC6, CDC16; anaphase-promoting complex subunit 6"
"9944",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03354"," APC7, ANAPC7; anaphase-promoting complex subunit 7"
"9945",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03355"," APC8, CDC23; anaphase-promoting complex subunit 8"
"9946",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03356"," APC9; anaphase-promoting complex subunit 9"
"9947",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03357"," APC10, ANAPC10, DOC1; anaphase-promoting complex subunit 10"
"9948",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K03359"," APC12, CDC26; anaphase-promoting complex subunit 12"
"9949",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K12456"," APC13, ANAPC13; anaphase-promoting complex subunit 13"
"9950",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K12416"," SWM1, APC13; anaphase-promoting complex subunit SWM1"
"9951",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K25228"," APC15, ANAPC15; anaphase-promoting complex subunit 15"
"9952",NA,"09123 Folding, sorting and degradation","04120 Ubiquitin mediated proteolysis [PATH:ko04120]","K25229"," APC16, ANAPC16; anaphase-promoting complex subunit 16"
"9953",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K04487"," iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
"9954",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K01011"," TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
"9955",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K12161"," URM1; ubiquitin related modifier 1"
"9956",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K11996"," MOCS3, UBA4; adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]"
"9957",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K14168"," CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]"
"9958",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K14169"," CTU2, NCS2; cytoplasmic tRNA 2-thiolation protein 2"
"9959",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K14171"," AHP1; alkyl hydroperoxide reductase 1 [EC:1.11.1.24]"
"9960",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K04085"," tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"9961",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K07237"," tusB, dsrH; tRNA 2-thiouridine synthesizing protein B"
"9962",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K07236"," tusC, dsrF; tRNA 2-thiouridine synthesizing protein C"
"9963",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K07235"," tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]"
"9964",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K11179"," tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]"
"9965",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K00566"," mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"9966",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21232"," MOCS2A, CNXG; molybdopterin synthase sulfur carrier subunit"
"9967",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03635"," MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"9968",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03639"," moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
"9969",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03636"," moaD, cysO; sulfur-carrier protein"
"9970",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21142"," moaX; MoaE-MoaD fusion protein [EC:2.8.1.12]"
"9971",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21028"," ynjE; molybdopterin synthase sulfurtransferase [EC:2.8.1.11]"
"9972",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21029"," moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]"
"9973",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21147"," moeZR, moeBR; sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]"
"9974",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03637"," moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]"
"9975",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03831"," mogA; molybdopterin adenylyltransferase [EC:2.7.7.75]"
"9976",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03638"," moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]"
"9977",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03151"," thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]"
"9978",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03154"," thiS; sulfur carrier protein"
"9979",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K03148"," thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]"
"9980",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21148"," cysM; [CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase [EC:2.5.1.113]"
"9981",NA,"09123 Folding, sorting and degradation","04122 Sulfur relay system [PATH:ko04122]","K21140"," mec; [CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6]"
"9982",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03033"," PSMD3, RPN3; 26S proteasome regulatory subunit N3"
"9983",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06693"," PSMD9, RPN4; 26S proteasome regulatory subunit N4"
"9984",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03035"," PSMD12, RPN5; 26S proteasome regulatory subunit N5"
"9985",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03036"," PSMD11, RPN6; 26S proteasome regulatory subunit N6"
"9986",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03037"," PSMD6, RPN7; 26S proteasome regulatory subunit N7"
"9987",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03038"," PSMD7, RPN8; 26S proteasome regulatory subunit N8"
"9988",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03039"," PSMD13, RPN9; 26S proteasome regulatory subunit N9"
"9989",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03030"," PSMD14, RPN11, POH1; 26S proteasome regulatory subunit N11"
"9990",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03031"," PSMD8, RPN12; 26S proteasome regulatory subunit N12"
"9991",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K10881"," SHFM1, DSS1, RPN15; 26 proteasome complex subunit DSS1"
"9992",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03029"," PSMD4, RPN10; 26S proteasome regulatory subunit N10"
"9993",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03028"," PSMD2, RPN1; 26S proteasome regulatory subunit N1"
"9994",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03032"," PSMD1, RPN2; 26S proteasome regulatory subunit N2"
"9995",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06691"," RPN13; 26S proteasome regulatory subunit N13"
"9996",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03061"," PSMC2, RPT1; 26S proteasome regulatory subunit T1"
"9997",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03062"," PSMC1, RPT2; 26S proteasome regulatory subunit T2"
"9998",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03066"," PSMC5, RPT6; 26S proteasome regulatory subunit T6"
"9999",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03064"," PSMC6, RPT4; 26S proteasome regulatory subunit T4"
"10000",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03065"," PSMC3, RPT5; 26S proteasome regulatory subunit T5"
"10001",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03063"," PSMC4, RPT3; 26S proteasome regulatory subunit T3"
"10002",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06696"," PSME1; proteasome activator subunit 1 (PA28 alpha)"
"10003",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06697"," PSME2; proteasome activator subunit 2 (PA28 beta)"
"10004",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06698"," PSME3; proteasome activator subunit 3 (PA28 gamma)"
"10005",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06699"," PSME4; proteasome activator subunit 4"
"10006",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K13527"," mpa; proteasome-associated ATPase"
"10007",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03420"," psmR; proteasome regulatory subunit"
"10008",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02730"," PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]"
"10009",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02726"," PSMA2; 20S proteasome subunit alpha 2 [EC:3.4.25.1]"
"10010",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02728"," PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]"
"10011",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02731"," PSMA7; 20S proteasome subunit alpha 4 [EC:3.4.25.1]"
"10012",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02729"," PSMA5; 20S proteasome subunit alpha 5 [EC:3.4.25.1]"
"10013",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02725"," PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]"
"10014",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02727"," PSMA3; 20S proteasome subunit alpha 7 [EC:3.4.25.1]"
"10015",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02738"," PSMB6; 20S proteasome subunit beta 1 [EC:3.4.25.1]"
"10016",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02739"," PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]"
"10017",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02735"," PSMB3; 20S proteasome subunit beta 3 [EC:3.4.25.1]"
"10018",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02734"," PSMB2; 20S proteasome subunit beta 4 [EC:3.4.25.1]"
"10019",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02737"," PSMB5; 20S proteasome subunit beta 5 [EC:3.4.25.1]"
"10020",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02732"," PSMB1; 20S proteasome subunit beta 6 [EC:3.4.25.1]"
"10021",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02736"," PSMB4; 20S proteasome subunit beta 7 [EC:3.4.25.1]"
"10022",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02741"," PSMB9, LMP2; 20S proteasome subunit beta 9 [EC:3.4.25.1]"
"10023",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02733"," PSMB10, MECL1; 20S proteasome subunit beta 10 [EC:3.4.25.1]"
"10024",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K02740"," PSMB8, LMP7; 20S proteasome subunit beta 8 [EC:3.4.25.1]"
"10025",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K11598"," PSMB11; 20S proteasome subunit beta 11 [EC:3.4.25.1]"
"10026",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03432"," psmA, prcA; proteasome alpha subunit [EC:3.4.25.1]"
"10027",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K03433"," psmB, prcB; proteasome beta subunit [EC:3.4.25.1]"
"10028",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K04687"," IFNG; interferon gamma"
"10029",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K06700"," PSMF1; proteasome inhibitor subunit 1 (PI31)"
"10030",NA,"09123 Folding, sorting and degradation","03050 Proteasome [PATH:ko03050]","K11599"," POMP, UMP1; proteasome maturation protein"
"10031",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12584"," DCPS, DCS; m7GpppX diphosphatase [EC:3.6.1.59]"
"10032",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K07573"," CSL4, EXOSC1; exosome complex component CSL4"
"10033",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03679"," RRP4, EXOSC2; exosome complex component RRP4"
"10034",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03681"," RRP40, EXOSC3; exosome complex component RRP40"
"10035",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12586"," RRP43, EXOSC8, OIP2; exosome complex component RRP43"
"10036",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12587"," MTR3, EXOSC6; exosome complex component MTR3"
"10037",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12589"," RRP42, EXOSC7; exosome complex component RRP42"
"10038",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K11600"," RRP41, EXOSC4, SKI6; exosome complex component RRP41"
"10039",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12590"," RRP46, EXOSC5; exosome complex component RRP46"
"10040",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03678"," RRP45, EXOSC9; exosome complex component RRP45"
"10041",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12585"," DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]"
"10042",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12591"," RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-]"
"10043",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12592"," C1D, LRP1; exosome complex protein LRP1"
"10044",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12593"," MPHOSPH6, MPP6; M-phase phosphoprotein 6, animal type"
"10045",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12594"," MPP6; M-phase phosphoprotein 6, fungi type"
"10046",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K18681"," DIS3L; DIS3-like exonuclease 1 [EC:3.1.13.-]"
"10047",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12595"," SKI7; superkiller protein 7"
"10048",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03514"," PAPD5_7, TRF4; non-canonical poly(A) RNA polymerase PAPD5/7 [EC:2.7.7.19]"
"10049",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12596"," TRF5; poly(A) RNA polymerase"
"10050",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12597"," AIR1_2; protein AIR1/2"
"10051",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12598"," MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1 [EC:5.6.2.6]"
"10052",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12599"," SKI2, SKIV2L; antiviral helicase SKI2 [EC:5.6.2.6]"
"10053",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12600"," SKI3, TTC37; superkiller protein 3"
"10054",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12601"," SKI8; superkiller protein 8"
"10055",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12602"," WDR61, REC14, SKI8; WD repeat-containing protein 61"
"10056",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12603"," CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]"
"10057",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12604"," CNOT1, NOT1; CCR4-NOT transcription complex subunit 1"
"10058",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12605"," CNOT2, NOT2; CCR4-NOT transcription complex subunit 2"
"10059",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12580"," CNOT3, NOT3; CCR4-NOT transcription complex subunit 3"
"10060",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K10643"," CNOT4, NOT4, MOT2; CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]"
"10061",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12581"," CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8"
"10062",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12606"," RCD1, CNOT9, CAF40; CCR4-NOT transcription complex subunit 9"
"10063",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12607"," CNOT10; CCR4-NOT transcription complex subunit 10"
"10064",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12608"," CAF16; CCR4-NOT complex subunit CAF16"
"10065",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12609"," CAF120; CCR4-NOT transcriptional complex subunit CAF120"
"10066",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K14442"," DHX36, RHAU; ATP-dependent RNA helicase DHX36 [EC:5.6.2.6]"
"10067",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K01148"," PARN, PNLDC1; poly(A)-specific ribonuclease [EC:3.1.13.4]"
"10068",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K14443"," TOB; protein Tob/BTG"
"10069",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K13126"," PABPC; polyadenylate-binding protein"
"10070",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12571"," PAN2; PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]"
"10071",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12572"," PAN3; PAB-dependent poly(A)-specific ribonuclease subunit 3"
"10072",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12610"," DCP1A; mRNA-decapping enzyme 1A [EC:3.-.-.-]"
"10073",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12611"," DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]"
"10074",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12612"," DCP1; mRNA-decapping enzyme subunit 1"
"10075",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12613"," DCP2; mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]"
"10076",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12614"," DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:5.6.2.7]"
"10077",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12615"," EDC3; enhancer of mRNA-decapping protein 3"
"10078",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12616"," EDC4; enhancer of mRNA-decapping protein 4"
"10079",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12617"," PATL1, PAT1; DNA topoisomerase 2-associated protein PAT1"
"10080",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12618"," XRN1, SEP1, KEM1; 5'-3' exoribonuclease 1 [EC:3.1.13.-]"
"10081",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12619"," XRN2, RAT1; 5'-3' exoribonuclease 2 [EC:3.1.13.-]"
"10082",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K16855"," NUDT16; U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]"
"10083",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12620"," LSM1; U6 snRNA-associated Sm-like protein LSm1"
"10084",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12621"," LSM2; U6 snRNA-associated Sm-like protein LSm2"
"10085",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12622"," LSM3; U6 snRNA-associated Sm-like protein LSm3"
"10086",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12623"," LSM4; U6 snRNA-associated Sm-like protein LSm4"
"10087",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12624"," LSM5; U6 snRNA-associated Sm-like protein LSm5"
"10088",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12625"," LSM6; U6 snRNA-associated Sm-like protein LSm6"
"10089",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12626"," LSM7; U6 snRNA-associated Sm-like protein LSm7"
"10090",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12627"," LSM8; U6 snRNA-associated Sm-like protein LSm8"
"10091",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K08311"," nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]"
"10092",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K08300"," rne; ribonuclease E [EC:3.1.26.12]"
"10093",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03732"," rhlB; ATP-dependent RNA helicase RhlB [EC:5.6.2.7]"
"10094",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K01689"," ENO1_2_3, eno; enolase 1/2/3 [EC:4.2.1.11]"
"10095",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K00962"," pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"
"10096",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K11927"," rhlE; ATP-dependent RNA helicase RhlE [EC:5.6.2.7]"
"10097",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12573"," rnr, vacB; ribonuclease R [EC:3.1.13.1]"
"10098",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K05592"," deaD, cshA; ATP-dependent RNA helicase DeaD [EC:5.6.2.7]"
"10099",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03654"," recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4]"
"10100",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03628"," rho; transcription termination factor Rho"
"10101",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K18682"," rny; ribonucrease Y [EC:3.1.-.-]"
"10102",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K12574"," rnj; ribonuclease J [EC:3.1.-.-]"
"10103",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K00850"," pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"10104",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K04043"," dnaK, HSPA9; molecular chaperone DnaK"
"10105",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K04077"," groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]"
"10106",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K03666"," hfq; host factor-I protein"
"10107",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K00937"," ppk1; polyphosphate kinase [EC:2.7.4.1]"
"10108",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K22468"," ppk2; polyphosphate kinase [EC:2.7.4.34]"
"10109",NA,"09123 Folding, sorting and degradation","03018 RNA degradation [PATH:ko03018]","K00970"," pcnB; poly(A) polymerase [EC:2.7.7.19]"
"10110",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02345"," holE; DNA polymerase III subunit theta [EC:2.7.7.7]"
"10111",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02342"," dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]"
"10112",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K14159"," rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]"
"10113",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02337"," dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]"
"10114",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03763"," polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
