Orthogroup	acastellanii_braker	vvermcdc19_braker
OG0003264	acastellanii_g6932.t1, acastellanii_g459.t1, acastellanii_g6370.t1	vverm_g3315.t1
OG0003265	acastellanii_g6787.t2, acastellanii_g6787.t1	vverm_g6002.t4
OG0003266	acastellanii_g6827.t1, acastellanii_g6827.t2	vverm_g4549.t1
OG0003267	acastellanii_g6851.t1	vverm_g13350.t1
OG0003268	acastellanii_g6862.t1	vverm_g14926.t1
OG0003269	acastellanii_g6870.t1, acastellanii_g1183.t1	vverm_g15216.t1, vverm_g798.t1, vverm_g2393.t1, vverm_g2393.t2
OG0003270	acastellanii_g6728.t1	vverm_g2640.t1
OG0003271	acastellanii_g6731.t1	vverm_g12098.t1
OG0003273	acastellanii_g6749.t1	vverm_g108.t1
OG0003274	acastellanii_g6756.t2, acastellanii_g6756.t1	vverm_g9727.t1
OG0003275	acastellanii_g6015.t1	vverm_g261.t1
OG0003276	acastellanii_g6034.t1	vverm_g1945.t1, vverm_g9610.t1
OG0003277	acastellanii_g6038.t1, acastellanii_g6038.t2	vverm_g10305.t1, vverm_g10305.t2
OG0003278	acastellanii_g6046.t2, acastellanii_g6046.t1	vverm_g12029.t1
OG0003279	acastellanii_g6055.t1	vverm_g1290.t2, vverm_g1290.t1
OG0003280	acastellanii_g6067.t1	vverm_g1735.t1, vverm_g12607.t1
OG0003281	acastellanii_g6069.t1	vverm_g12111.t2, vverm_g12111.t1
OG0003282	acastellanii_g6101.t2, acastellanii_g6101.t1	vverm_g3725.t1
OG0003283	acastellanii_g6124.t1	vverm_g15703.t1, vverm_g15703.t2, vverm_g4618.t1
OG0003284	acastellanii_g6128.t1	vverm_g2484.t1
OG0003285	acastellanii_g6132.t1	vverm_g13127.t1, vverm_g12483.t1
OG0003286	acastellanii_g6133.t2, acastellanii_g6133.t1	vverm_g9780.t1
OG0003287	acastellanii_g6149.t1, acastellanii_g6149.t2	vverm_g10362.t1
OG0003288	acastellanii_g6157.t1	vverm_g13859.t1
OG0003289	acastellanii_g6175.t1	vverm_g3768.t1
OG0003290	acastellanii_g6183.t1	vverm_g1721.t1, vverm_g1736.t1
OG0003291	acastellanii_g6184.t1	vverm_g4542.t1
OG0003292	acastellanii_g6244.t1, acastellanii_g2404.t1, acastellanii_g2901.t1, acastellanii_g2405.t1	vverm_g2671.t1
OG0003293	acastellanii_g4466.t1, acastellanii_g6281.t1	vverm_g14885.t1
OG0003294	acastellanii_g6286.t2, acastellanii_g6286.t1	vverm_g5597.t1
OG0003295	acastellanii_g6310.t1	vverm_g16795.t1
OG0003296	acastellanii_g6311.t1	vverm_g5405.t1
OG0003297	acastellanii_g6323.t1	vverm_g1955.t1, vverm_g1955.t2
OG0003298	acastellanii_g6337.t1, acastellanii_g6337.t2	vverm_g9505.t2, vverm_g9505.t1
OG0003299	acastellanii_g6342.t1	vverm_g6027.t1
OG0003300	acastellanii_g6345.t1	vverm_g16732.t1
OG0003301	acastellanii_g6349.t2, acastellanii_g6349.t1	vverm_g10832.t1
OG0003302	acastellanii_g6350.t1	vverm_g3660.t1
OG0003303	acastellanii_g6352.t1	vverm_g13250.t1
OG0003304	acastellanii_g6360.t1	vverm_g4484.t1, vverm_g15774.t1
OG0003305	acastellanii_g6378.t2, acastellanii_g6378.t1	vverm_g14550.t1
OG0003306	acastellanii_g6387.t1, acastellanii_g6387.t2	vverm_g10814.t1
OG0003307	acastellanii_g6403.t1	vverm_g12070.t1, vverm_g13787.t1
OG0003308	acastellanii_g6409.t2, acastellanii_g6409.t1	vverm_g8457.t1
OG0003309	acastellanii_g6416.t1	vverm_g7177.t1
OG0003311	acastellanii_g6426.t1	vverm_g13731.t1
OG0003312	acastellanii_g6443.t1	vverm_g11055.t1
OG0003314	acastellanii_g6461.t1, acastellanii_g6461.t2	vverm_g6163.t1, vverm_g6158.t1
OG0003315	acastellanii_g6463.t1	vverm_g5785.t1, vverm_g5785.t2
OG0003316	acastellanii_g6468.t1, acastellanii_g6469.t1	vverm_g2944.t1
OG0003317	acastellanii_g6470.t1, acastellanii_g6470.t2	vverm_g8635.t1
OG0003318	acastellanii_g5915.t1, acastellanii_g6485.t1	vverm_g12171.t2, vverm_g12171.t1
OG0003319	acastellanii_g6491.t1, acastellanii_g6491.t2	vverm_g3697.t1
OG0003320	acastellanii_g6563.t1, acastellanii_g6563.t2	vverm_g14816.t1
OG0003321	acastellanii_g6571.t1	vverm_g16006.t1, vverm_g3759.t1
OG0003322	acastellanii_g6577.t1	vverm_g2337.t1, vverm_g2337.t2
OG0003323	acastellanii_g6580.t1	vverm_g2987.t1, vverm_g14966.t1
OG0003324	acastellanii_g6592.t1	vverm_g10303.t1, vverm_g10303.t2
OG0003325	acastellanii_g6625.t1, acastellanii_g6625.t2	vverm_g468.t1
OG0003327	acastellanii_g6663.t1	vverm_g2501.t1
OG0003329	acastellanii_g5969.t1	vverm_g6652.t1
OG0003330	acastellanii_g5970.t1, acastellanii_g5083.t1	vverm_g14987.t1
OG0003331	acastellanii_g5886.t2, acastellanii_g5886.t1	vverm_g13956.t1
OG0003332	acastellanii_g5820.t1	vverm_g16178.t1
OG0003333	acastellanii_g5830.t1, acastellanii_g5830.t2	vverm_g5264.t1
OG0003334	acastellanii_g5862.t1, acastellanii_g5864.t1	vverm_g6970.t1, vverm_g6970.t2
OG0003335	acastellanii_g5865.t1, acastellanii_g5865.t2	vverm_g8132.t1
OG0003336	acastellanii_g5868.t2, acastellanii_g5868.t1	vverm_g1283.t1
OG0003337	acastellanii_g5699.t1, acastellanii_g3752.t1	vverm_g12689.t1
OG0003338	acastellanii_g5707.t1	vverm_g11718.t1, vverm_g789.t1
OG0003339	acastellanii_g5770.t1	vverm_g4264.t1
OG0003340	acastellanii_g5775.t1, acastellanii_g5775.t2	vverm_g46.t1
OG0003341	acastellanii_g5786.t1	vverm_g4309.t1
OG0003342	acastellanii_g5686.t1	vverm_g4156.t1
OG0003343	acastellanii_g5513.t1	vverm_g4150.t1
OG0003344	acastellanii_g5537.t1, acastellanii_g5537.t2	vverm_g9136.t1
OG0003347	acastellanii_g5595.t2, acastellanii_g5595.t1	vverm_g7767.t1
OG0003348	acastellanii_g5605.t1	vverm_g12869.t1
OG0003349	acastellanii_g5611.t1	vverm_g9372.t1
OG0003351	acastellanii_g5630.t1, acastellanii_g864.t1	vverm_g9460.t1
OG0003352	acastellanii_g5633.t1	vverm_g11350.t1, vverm_g3586.t1
OG0003353	acastellanii_g5647.t1	vverm_g9811.t2, vverm_g9811.t1
OG0003354	acastellanii_g5656.t1	vverm_g9893.t2, vverm_g9893.t1
OG0003355	acastellanii_g5674.t1	vverm_g736.t1
OG0003356	acastellanii_g3655.t1, acastellanii_g5480.t1	vverm_g1612.t1
OG0003357	acastellanii_g5459.t1, acastellanii_g212.t1	vverm_g14596.t1
OG0003358	acastellanii_g5460.t1	vverm_g2558.t1
OG0003359	acastellanii_g5462.t2, acastellanii_g5462.t1	vverm_g11002.t1
OG0003360	acastellanii_g5452.t1	vverm_g4823.t1, vverm_g4823.t2, vverm_g12586.t1
OG0003361	acastellanii_g5436.t1	vverm_g1364.t1
OG0003362	acastellanii_g5439.t1	vverm_g8192.t1
OG0003363	acastellanii_g5448.t1	vverm_g7681.t1
OG0003364	acastellanii_g5408.t1, acastellanii_g5408.t2	vverm_g10316.t3, vverm_g10316.t1
OG0003365	acastellanii_g5397.t2, acastellanii_g5397.t1	vverm_g15535.t1
OG0003366	acastellanii_g5398.t1	vverm_g12898.t1
OG0003367	acastellanii_g5245.t1	vverm_g4154.t1
OG0003368	acastellanii_g5266.t1	vverm_g40.t1
OG0003369	acastellanii_g5293.t1	vverm_g14159.t1, vverm_g14159.t2
OG0003370	acastellanii_g4650.t2, acastellanii_g4650.t1, acastellanii_g5309.t1	vverm_g3356.t1
OG0003371	acastellanii_g5348.t1	vverm_g9609.t1, vverm_g9609.t2
OG0003373	acastellanii_g5232.t1, acastellanii_g4762.t1	vverm_g143.t1
OG0003374	acastellanii_g5213.t1	vverm_g3189.t1, vverm_g7984.t1
OG0003375	acastellanii_g5110.t1	vverm_g15971.t1
OG0003376	acastellanii_g4913.t1, acastellanii_g5135.t1	vverm_g1204.t1
OG0003377	acastellanii_g5137.t1	vverm_g2387.t1, vverm_g1251.t1
OG0003378	acastellanii_g5154.t1	vverm_g4286.t1, vverm_g16825.t1, vverm_g5048.t1, vverm_g13894.t1, vverm_g6745.t1
OG0003379	acastellanii_g5159.t1	vverm_g4213.t2, vverm_g4213.t1
OG0003380	acastellanii_g5168.t2, acastellanii_g5168.t1	vverm_g13367.t1
OG0003381	acastellanii_g5183.t1	vverm_g16630.t1, vverm_g12709.t1
OG0003382	acastellanii_g5184.t1	vverm_g13420.t1
OG0003383	acastellanii_g5186.t1, acastellanii_g5186.t2	vverm_g13378.t1
OG0003384	acastellanii_g5187.t1, acastellanii_g5187.t2	vverm_g13377.t1
OG0003385	acastellanii_g5084.t1	vverm_g14221.t1, vverm_g5897.t1, vverm_g14042.t1
OG0003386	acastellanii_g4919.t1	vverm_g3958.t1
OG0003387	acastellanii_g4854.t1	vverm_g12681.t1
OG0003388	acastellanii_g4873.t1	vverm_g11230.t1
OG0003389	acastellanii_g4882.t2, acastellanii_g4882.t1	vverm_g8202.t1
OG0003390	acastellanii_g4912.t1, acastellanii_g606.t1	vverm_g12573.t1
OG0003391	acastellanii_g4795.t1	vverm_g785.t1, vverm_g11722.t1
OG0003392	acastellanii_g4810.t1	vverm_g3625.t1
OG0003393	acastellanii_g4811.t2, acastellanii_g4811.t1	vverm_g3143.t1
OG0003394	acastellanii_g4812.t1	vverm_g12734.t1
OG0003395	acastellanii_g4663.t2, acastellanii_g4663.t1	vverm_g7707.t1
OG0003396	acastellanii_g4693.t1, acastellanii_g4693.t2	vverm_g11292.t1
OG0003397	acastellanii_g4714.t1	vverm_g8658.t2, vverm_g8658.t1
OG0003398	acastellanii_g4724.t1	vverm_g14801.t1, vverm_g14801.t2
OG0003399	acastellanii_g4741.t1	vverm_g8547.t1
OG0003400	acastellanii_g4750.t1, acastellanii_g2689.t1, acastellanii_g4751.t1, acastellanii_g2688.t1	vverm_g467.t1
OG0003401	acastellanii_g4542.t1	vverm_g657.t1
OG0003402	acastellanii_g4573.t1, acastellanii_g4573.t2	vverm_g3731.t1
OG0003403	acastellanii_g4575.t1	vverm_g2259.t2, vverm_g2259.t1
OG0003404	acastellanii_g4588.t1	vverm_g1213.t1
OG0003405	acastellanii_g4510.t2, acastellanii_g3177.t1	vverm_g4157.t1
OG0003406	acastellanii_g4481.t1	vverm_g2615.t1
OG0003407	acastellanii_g4468.t1	vverm_g10609.t1
OG0003408	acastellanii_g4391.t1, acastellanii_g576.t1	vverm_g11964.t1
OG0003409	acastellanii_g4393.t1, acastellanii_g4393.t2	vverm_g7988.t1
OG0003410	acastellanii_g4414.t1	vverm_g2317.t1
OG0003411	acastellanii_g4417.t1, acastellanii_g4417.t2	vverm_g5750.t1
OG0003412	acastellanii_g4443.t1	vverm_g647.t1
OG0003413	acastellanii_g4464.t2, acastellanii_g4464.t1	vverm_g1344.t1
OG0003414	acastellanii_g4369.t1	vverm_g2836.t1, vverm_g14638.t1
OG0003415	acastellanii_g4019.t1, acastellanii_g4019.t2	vverm_g8522.t1
OG0003417	acastellanii_g4030.t1	vverm_g2304.t1
OG0003419	acastellanii_g4045.t1, acastellanii_g4045.t2	vverm_g6556.t1
OG0003420	acastellanii_g4054.t1, acastellanii_g4052.t1	vverm_g11253.t1
OG0003421	acastellanii_g4081.t2, acastellanii_g4081.t1	vverm_g11184.t1
OG0003422	acastellanii_g4124.t1	vverm_g15505.t1
OG0003423	acastellanii_g4148.t1	vverm_g13693.t1
OG0003424	acastellanii_g4153.t1	vverm_g11260.t1
OG0003425	acastellanii_g4156.t3, acastellanii_g3647.t1	vverm_g4436.t1
OG0003426	acastellanii_g4170.t1	vverm_g5143.t1, vverm_g16286.t1
OG0003427	acastellanii_g4172.t1	vverm_g2329.t1, vverm_g2328.t1
OG0003428	acastellanii_g4173.t1	vverm_g2799.t1
OG0003429	acastellanii_g4185.t1	vverm_g11257.t1, vverm_g11257.t2
OG0003430	acastellanii_g4198.t2, acastellanii_g4198.t1	vverm_g8709.t1
OG0003431	acastellanii_g4215.t1, acastellanii_g4215.t2	vverm_g11404.t1, vverm_g11404.t2
OG0003432	acastellanii_g4223.t2, acastellanii_g4223.t1	vverm_g4405.t1
OG0003433	acastellanii_g4231.t1	vverm_g3242.t1, vverm_g3242.t2
OG0003434	acastellanii_g4232.t1	vverm_g12899.t2, vverm_g12899.t1
OG0003435	acastellanii_g4237.t1	vverm_g3302.t1, vverm_g3302.t2
OG0003436	acastellanii_g4255.t1	vverm_g596.t1
OG0003437	acastellanii_g4271.t1	vverm_g1673.t1
OG0003438	acastellanii_g4286.t1	vverm_g4091.t1, vverm_g4091.t2
OG0003439	acastellanii_g4290.t2, acastellanii_g4290.t1	vverm_g3194.t1
OG0003440	acastellanii_g4345.t1	vverm_g1954.t1
OG0003441	acastellanii_g3973.t1	vverm_g15595.t1, vverm_g483.t1
OG0003442	acastellanii_g3982.t1	vverm_g12460.t1
OG0003443	acastellanii_g3985.t1, acastellanii_g3985.t2	vverm_g3904.t1
OG0003444	acastellanii_g3943.t1	vverm_g1742.t1, vverm_g1156.t1
OG0003445	acastellanii_g3950.t1	vverm_g11885.t1, vverm_g8775.t1
OG0003446	acastellanii_g3880.t1	vverm_g13985.t1
OG0003447	acastellanii_g3884.t1	vverm_g2460.t2, vverm_g2460.t1
OG0003448	acastellanii_g3893.t2, acastellanii_g3893.t1	vverm_g15706.t1
OG0003449	acastellanii_g3900.t2, acastellanii_g3900.t1	vverm_g7355.t1
OG0003450	acastellanii_g3901.t2, acastellanii_g3901.t1	vverm_g3557.t1
OG0003451	acastellanii_g3903.t1	vverm_g7354.t1, vverm_g7354.t2
OG0003452	acastellanii_g3904.t1	vverm_g7941.t1, vverm_g11506.t1
OG0003453	acastellanii_g3762.t1	vverm_g3689.t1
OG0003454	acastellanii_g3766.t2, acastellanii_g3766.t1	vverm_g15808.t1
OG0003455	acastellanii_g3791.t1	vverm_g3278.t1
OG0003456	acastellanii_g3822.t3	vverm_g9171.t1
OG0003457	acastellanii_g3826.t1	vverm_g8310.t1
OG0003458	acastellanii_g3829.t1, acastellanii_g3829.t2	vverm_g8659.t1
OG0003459	acastellanii_g3846.t2, acastellanii_g3846.t1	vverm_g486.t1
OG0003460	acastellanii_g3854.t2, acastellanii_g3854.t1	vverm_g155.t1
OG0003461	acastellanii_g3855.t1	vverm_g2453.t2, vverm_g2453.t1
OG0003462	acastellanii_g3642.t1	vverm_g340.t1, vverm_g340.t2
OG0003463	acastellanii_g3645.t1	vverm_g11064.t1
OG0003464	acastellanii_g3657.t1	vverm_g12363.t1
OG0003465	acastellanii_g3636.t1, acastellanii_g3636.t2	vverm_g6811.t1
OG0003466	acastellanii_g3607.t1	vverm_g11373.t1, vverm_g11574.t1, vverm_g16093.t1, vverm_g11595.t1, vverm_g11883.t1
OG0003467	acastellanii_g3504.t1	vverm_g13995.t1
OG0003468	acastellanii_g3506.t1	vverm_g621.t1, vverm_g621.t2
OG0003469	acastellanii_g3508.t1	vverm_g2555.t1
OG0003470	acastellanii_g3531.t1	vverm_g12894.t1
OG0003471	acastellanii_g3551.t1, acastellanii_g3551.t2	vverm_g5246.t1
OG0003472	acastellanii_g3556.t1, acastellanii_g3560.t1	vverm_g12933.t1
OG0003473	acastellanii_g3574.t1	vverm_g3846.t1, vverm_g3846.t2
OG0003474	acastellanii_g3575.t1, acastellanii_g3575.t2	vverm_g14901.t1
OG0003475	acastellanii_g3451.t1, acastellanii_g3451.t2	vverm_g10499.t1
OG0003476	acastellanii_g3476.t1	vverm_g15014.t2, vverm_g15014.t1
OG0003477	acastellanii_g3486.t1	vverm_g12173.t1
OG0003478	acastellanii_g3490.t1, acastellanii_g412.t1	vverm_g7703.t1
OG0003479	acastellanii_g1094.t1, acastellanii_g3495.t1	vverm_g8774.t1
OG0003480	acastellanii_g3342.t1	vverm_g8952.t1
OG0003481	acastellanii_g3376.t1	vverm_g4579.t1, vverm_g10658.t1
OG0003482	acastellanii_g3393.t1	vverm_g10274.t1
OG0003483	acastellanii_g3321.t1	vverm_g10675.t2, vverm_g10675.t1
OG0003484	acastellanii_g3320.t2, acastellanii_g3320.t1	vverm_g5568.t1
OG0003485	acastellanii_g3308.t2, acastellanii_g3308.t1	vverm_g16233.t1
OG0003486	acastellanii_g3267.t1	vverm_g5623.t1, vverm_g5623.t2
OG0003487	acastellanii_g3271.t1	vverm_g4146.t1
OG0003488	acastellanii_g3278.t1	vverm_g10050.t3, vverm_g10050.t1
OG0003489	acastellanii_g3284.t1	vverm_g1502.t1, vverm_g1502.t2
OG0003490	acastellanii_g3291.t1, acastellanii_g3291.t2	vverm_g16314.t1
OG0003491	acastellanii_g3222.t1	vverm_g3064.t1
OG0003492	acastellanii_g2958.t1	vverm_g695.t1
OG0003493	acastellanii_g2959.t1, acastellanii_g2959.t2	vverm_g8505.t1
OG0003494	acastellanii_g3001.t1	vverm_g10803.t1
OG0003495	acastellanii_g3020.t1	vverm_g8303.t1, vverm_g12328.t1, vverm_g8226.t1
OG0003496	acastellanii_g3050.t1, acastellanii_g3050.t2	vverm_g638.t1
OG0003497	acastellanii_g3051.t1	vverm_g642.t1
OG0003499	acastellanii_g3074.t1	vverm_g3745.t1
OG0003500	acastellanii_g3083.t1	vverm_g11911.t1, vverm_g384.t2, vverm_g384.t1
OG0003501	acastellanii_g3092.t1	vverm_g689.t2, vverm_g689.t1
OG0003502	acastellanii_g3097.t1	vverm_g12333.t1, vverm_g12583.t2, vverm_g12583.t1, vverm_g8045.t1, vverm_g1790.t1
OG0003503	acastellanii_g3103.t1	vverm_g10273.t1
OG0003504	acastellanii_g3105.t2, acastellanii_g3105.t1	vverm_g11074.t1
OG0003505	acastellanii_g3114.t2, acastellanii_g3114.t1	vverm_g3281.t1, vverm_g3281.t2
OG0003506	acastellanii_g3135.t2, acastellanii_g3135.t1	vverm_g7127.t1
OG0003507	acastellanii_g3137.t1	vverm_g5239.t2, vverm_g5239.t1
OG0003508	acastellanii_g3161.t1	vverm_g13623.t1, vverm_g12124.t1, vverm_g12124.t2
OG0003509	acastellanii_g3162.t1	vverm_g8411.t1
OG0003510	acastellanii_g3170.t1	vverm_g4998.t1, vverm_g350.t1
OG0003511	acastellanii_g3172.t1	vverm_g8430.t1
OG0003512	acastellanii_g3178.t1	vverm_g9237.t1, vverm_g15916.t1, vverm_g15916.t2, vverm_g9534.t2, vverm_g9534.t1
OG0003513	acastellanii_g2861.t1	vverm_g16652.t1
OG0003514	acastellanii_g2869.t1	vverm_g4227.t1
OG0003515	acastellanii_g2905.t1, acastellanii_g2905.t2	vverm_g6783.t1
OG0003516	acastellanii_g2912.t1	vverm_g5330.t1, vverm_g13426.t1
OG0003517	acastellanii_g2916.t2, acastellanii_g2916.t1	vverm_g3795.t1, vverm_g13491.t1
OG0003518	acastellanii_g2946.t1, acastellanii_g2946.t2	vverm_g15668.t1
OG0003519	acastellanii_g2844.t1, acastellanii_g1292.t1, acastellanii_g1292.t2	vverm_g857.t2
OG0003520	acastellanii_g2446.t1, acastellanii_g2802.t1	vverm_g13794.t1
OG0003521	acastellanii_g2787.t2, acastellanii_g2787.t1	vverm_g2702.t1
OG0003522	acastellanii_g2789.t1	vverm_g12859.t1
OG0003523	acastellanii_g2709.t1	vverm_g2031.t1
OG0003524	acastellanii_g2735.t2, acastellanii_g2735.t1	vverm_g13796.t1
OG0003525	acastellanii_g2756.t1, acastellanii_g2756.t3	vverm_g958.t1
OG0003526	acastellanii_g2756.t2	vverm_g15964.t1
OG0003527	acastellanii_g2770.t1	vverm_g7746.t1
OG0003528	acastellanii_g2693.t1	vverm_g7983.t1
OG0003529	acastellanii_g2660.t1	vverm_g13805.t1
OG0003530	acastellanii_g2661.t1	vverm_g15389.t1
OG0003531	acastellanii_g2438.t1	vverm_g9433.t1
OG0003532	acastellanii_g2471.t1, acastellanii_g2471.t2	vverm_g4018.t1
OG0003533	acastellanii_g2490.t1	vverm_g1551.t1
OG0003534	acastellanii_g2504.t1, acastellanii_g1246.t1	vverm_g8024.t1
OG0003535	acastellanii_g2506.t1, acastellanii_g1247.t1	vverm_g13768.t1
OG0003536	acastellanii_g1435.t1, acastellanii_g2522.t1, acastellanii_g1250.t1, acastellanii_g1250.t2	vverm_g13788.t1
OG0003537	acastellanii_g2533.t1, acastellanii_g2533.t2	vverm_g8687.t1
OG0003538	acastellanii_g2553.t1	vverm_g6118.t1
OG0003539	acastellanii_g2556.t1	vverm_g12871.t1
OG0003540	acastellanii_g2629.t1, acastellanii_g2626.t1	vverm_g14498.t1, vverm_g10634.t1
OG0003541	acastellanii_g1103.t1, acastellanii_g2394.t1	vverm_g983.t1
OG0003542	acastellanii_g2374.t1, acastellanii_g2374.t2	vverm_g12237.t1
OG0003543	acastellanii_g2326.t1	vverm_g12165.t2, vverm_g12165.t1
OG0003544	acastellanii_g2302.t1, acastellanii_g2302.t2	vverm_g9451.t1
OG0003545	acastellanii_g2285.t1	vverm_g6236.t1
OG0003546	acastellanii_g1784.t2, acastellanii_g1784.t1	vverm_g4374.t1
OG0003547	acastellanii_g1786.t1	vverm_g473.t1
OG0003548	acastellanii_g1860.t1, acastellanii_g1847.t2, acastellanii_g1847.t1	vverm_g4968.t1
OG0003549	acastellanii_g1872.t1	vverm_g13918.t1, vverm_g13918.t2
OG0003550	acastellanii_g1907.t2, acastellanii_g1907.t1	vverm_g6697.t2, vverm_g6697.t1
OG0003551	acastellanii_g1923.t1	vverm_g1325.t1
OG0003552	acastellanii_g1924.t1	vverm_g10102.t1, vverm_g14449.t2, vverm_g14449.t1
OG0003553	acastellanii_g1925.t1	vverm_g14284.t3, vverm_g14284.t1, vverm_g14284.t2
OG0003554	acastellanii_g1933.t1	vverm_g7528.t1, vverm_g7680.t1
OG0003555	acastellanii_g1940.t1	vverm_g15422.t2, vverm_g15422.t1
OG0003557	acastellanii_g1969.t1	vverm_g8015.t1
OG0003558	acastellanii_g2006.t1	vverm_g1035.t1, vverm_g998.t2, vverm_g998.t1
OG0003559	acastellanii_g2010.t1	vverm_g4111.t1
OG0003560	acastellanii_g2039.t2, acastellanii_g2039.t1	vverm_g4626.t1
OG0003561	acastellanii_g2040.t2, acastellanii_g2040.t1	vverm_g8012.t1
OG0003562	acastellanii_g2046.t1	vverm_g15529.t2, vverm_g15529.t1
OG0003563	acastellanii_g2053.t1	vverm_g14591.t1, vverm_g887.t2, vverm_g887.t1, vverm_g887.t3
OG0003564	acastellanii_g2056.t1	vverm_g15384.t1, vverm_g4846.t1
OG0003565	acastellanii_g2078.t1	vverm_g6327.t1
OG0003566	acastellanii_g2084.t1, acastellanii_g2084.t2	vverm_g128.t1
OG0003568	acastellanii_g2164.t1	vverm_g14443.t1
OG0003569	acastellanii_g2175.t1	vverm_g10215.t2, vverm_g10215.t1
OG0003570	acastellanii_g2192.t2, acastellanii_g2192.t1	vverm_g7302.t1
OG0003571	acastellanii_g2211.t1	vverm_g15511.t1, vverm_g11205.t2, vverm_g11205.t1
OG0003572	acastellanii_g2245.t1	vverm_g11489.t2, vverm_g11489.t1
OG0003573	acastellanii_g1597.t1, acastellanii_g2274.t1	vverm_g9766.t1
OG0003574	acastellanii_g2281.t1	vverm_g5864.t1, vverm_g14075.t1
OG0003575	acastellanii_g1763.t1	vverm_g11433.t1, vverm_g11433.t2
OG0003576	acastellanii_g1743.t1, acastellanii_g1743.t2	vverm_g5402.t1
OG0003577	acastellanii_g1750.t1	vverm_g3195.t2
OG0003578	acastellanii_g1694.t1, acastellanii_g906.t1	vverm_g15294.t1
OG0003579	acastellanii_g1612.t2, acastellanii_g1612.t1	vverm_g9129.t1
OG0003580	acastellanii_g1474.t2, acastellanii_g1474.t1	vverm_g8146.t1
OG0003581	acastellanii_g1508.t1, acastellanii_g1507.t1	vverm_g1933.t1
OG0003582	acastellanii_g1520.t2, acastellanii_g1520.t1	vverm_g8863.t1
OG0003583	acastellanii_g1555.t1	vverm_g16542.t1, vverm_g16542.t2
OG0003584	acastellanii_g1456.t1, acastellanii_g1456.t2	vverm_g3726.t1
OG0003585	acastellanii_g1395.t1, acastellanii_g586.t1	vverm_g14830.t1
OG0003586	acastellanii_g1390.t1	vverm_g5576.t1, vverm_g5576.t2
OG0003587	acastellanii_g1323.t1, acastellanii_g1323.t2	vverm_g12968.t1
OG0003588	acastellanii_g231.t1, acastellanii_g1341.t1	vverm_g10116.t1
OG0003589	acastellanii_g1366.t1	vverm_g8960.t1
OG0003590	acastellanii_g1312.t1	vverm_g3756.t1, vverm_g3756.t2
OG0003591	acastellanii_g1281.t1	vverm_g12177.t1, vverm_g12177.t2
OG0003592	acastellanii_g1294.t2, acastellanii_g1294.t1	vverm_g10134.t1, vverm_g10134.t2
OG0003593	acastellanii_g1210.t1	vverm_g7227.t1, vverm_g3793.t1, vverm_g13493.t1, vverm_g13032.t1
OG0003594	acastellanii_g1218.t1	vverm_g16715.t1, vverm_g7550.t1
OG0003595	acastellanii_g1198.t1	vverm_g91.t2, vverm_g91.t1
OG0003596	acastellanii_g1199.t1	vverm_g13968.t1, vverm_g14558.t1
OG0003597	acastellanii_g1200.t2, acastellanii_g1200.t1	vverm_g2202.t1
OG0003598	acastellanii_g1114.t1	vverm_g3196.t1
OG0003599	acastellanii_g1125.t1	vverm_g11287.t1, vverm_g11283.t1
OG0003600	acastellanii_g1141.t1	vverm_g12384.t2, vverm_g12384.t1
OG0003601	acastellanii_g1147.t1	vverm_g12143.t1
OG0003602	acastellanii_g1165.t1	vverm_g7989.t2, vverm_g7989.t1
OG0003603	acastellanii_g1064.t1	vverm_g2183.t1
OG0003604	acastellanii_g1081.t1	vverm_g12.t1, vverm_g6617.t1, vverm_g6617.t2
OG0003605	acastellanii_g938.t1	vverm_g13644.t1
OG0003606	acastellanii_g944.t1, acastellanii_g944.t2	vverm_g8670.t1
OG0003607	acastellanii_g951.t1	vverm_g1939.t2, vverm_g1939.t1
OG0003609	acastellanii_g727.t1	vverm_g1874.t2, vverm_g1874.t1
OG0003610	acastellanii_g757.t1	vverm_g126.t3, vverm_g126.t1
OG0003611	acastellanii_g759.t1, acastellanii_g758.t1	vverm_g63.t1
OG0003612	acastellanii_g766.t1	vverm_g14864.t1
OG0003613	acastellanii_g773.t1	vverm_g15961.t1
OG0003614	acastellanii_g793.t1	vverm_g10854.t2, vverm_g10854.t1
OG0003615	acastellanii_g795.t2, acastellanii_g795.t1	vverm_g11297.t1
OG0003616	acastellanii_g796.t1	vverm_g15859.t1, vverm_g5443.t1
OG0003617	acastellanii_g802.t1	vverm_g16536.t1, vverm_g16536.t2
OG0003618	acastellanii_g812.t1	vverm_g6539.t1, vverm_g6539.t2
OG0003619	acastellanii_g814.t1, acastellanii_g814.t2	vverm_g11245.t1
OG0003620	acastellanii_g825.t1, acastellanii_g825.t2	vverm_g6080.t1
OG0003621	acastellanii_g840.t1	vverm_g13352.t1
OG0003622	acastellanii_g866.t1	vverm_g8381.t1
OG0003623	acastellanii_g887.t1	vverm_g6339.t1
OG0003624	acastellanii_g908.t1	vverm_g563.t1
OG0003625	acastellanii_g614.t1	vverm_g936.t1, vverm_g936.t2
OG0003626	acastellanii_g582.t2, acastellanii_g582.t1, acastellanii_g602.t1	vverm_g15330.t1
OG0003627	acastellanii_g601.t1	vverm_g207.t1
OG0003628	acastellanii_g494.t1	vverm_g12429.t2, vverm_g12429.t1
OG0003629	acastellanii_g495.t2, acastellanii_g495.t1	vverm_g11803.t1
OG0003630	acastellanii_g506.t1, acastellanii_g506.t2	vverm_g10088.t1
