Orthogroup	acastellanii_braker	vvermcdc19_braker
OG0001496	acastellanii_g10271.t1, acastellanii_g6482.t1, acastellanii_g6482.t2	vverm_g4409.t1
OG0001497	acastellanii_g8696.t1, acastellanii_g10308.t2, acastellanii_g10308.t1	vverm_g14647.t2, vverm_g14647.t1
OG0001498	acastellanii_g10318.t1	vverm_g9349.t1, vverm_g5099.t1
OG0001499	acastellanii_g10350.t1, acastellanii_g9856.t1	vverm_g13391.t1, vverm_g13390.t1
OG0001500	acastellanii_g10395.t1	vverm_g533.t2, vverm_g533.t1
OG0001501	acastellanii_g10402.t1	vverm_g6843.t1, vverm_g1885.t1, vverm_g6295.t1
OG0001502	acastellanii_g10080.t1	vverm_g12200.t2, vverm_g12200.t1
OG0001503	acastellanii_g9875.t1, acastellanii_g10112.t1	vverm_g8200.t1, vverm_g1713.t1, vverm_g4202.t1
OG0001504	acastellanii_g10144.t1, acastellanii_g10144.t2	vverm_g13538.t1, vverm_g451.t1, vverm_g1045.t1
OG0001505	acastellanii_g10172.t1	vverm_g14065.t2, vverm_g5874.t2, vverm_g5874.t1, vverm_g14065.t1
OG0001506	acastellanii_g5599.t1, acastellanii_g10191.t1	vverm_g6619.t1, vverm_g10.t1, vverm_g10.t2
OG0001507	acastellanii_g10217.t1	vverm_g835.t2, vverm_g835.t1
OG0001508	acastellanii_g5562.t3, acastellanii_g5562.t1, acastellanii_g5562.t2, acastellanii_g5565.t1, acastellanii_g10220.t1	vverm_g6478.t1, vverm_g5502.t1, vverm_g7907.t1
OG0001509	acastellanii_g9978.t1, acastellanii_g9977.t1, acastellanii_g4840.t1, acastellanii_g4840.t2	vverm_g1278.t1
OG0001510	acastellanii_g9679.t1	vverm_g1606.t1, vverm_g5313.t1
OG0001511	acastellanii_g9686.t1	vverm_g10322.t1
OG0001512	acastellanii_g9748.t1	vverm_g3104.t1, vverm_g3104.t2
OG0001513	acastellanii_g9758.t1	vverm_g480.t2, vverm_g480.t1
OG0001514	acastellanii_g9761.t1	vverm_g14268.t2, vverm_g14268.t1
OG0001515	acastellanii_g9763.t1	vverm_g7356.t1
OG0001515	acastellanii_g1166.t1	vverm_g7360.t1
OG0001516	acastellanii_g9770.t1	vverm_g9265.t1, vverm_g14546.t1
OG0001516	acastellanii_g2960.t1	vverm_g13950.t1
OG0001517	acastellanii_g9781.t1, acastellanii_g9785.t1	vverm_g10856.t1, vverm_g6463.t1
OG0001518	acastellanii_g9852.t1, acastellanii_g9852.t2, acastellanii_g9852.t3	vverm_g14806.t1, vverm_g12936.t1
OG0001519	acastellanii_g9874.t1	vverm_g12423.t1
OG0001520	acastellanii_g9885.t1	vverm_g10865.t1, vverm_g9203.t1, vverm_g2.t1
OG0001521	acastellanii_g9947.t1, acastellanii_g9947.t2	vverm_g14426.t1
OG0001522	acastellanii_g9363.t1, acastellanii_g9363.t2	vverm_g15938.t1, vverm_g5054.t1
OG0001523	acastellanii_g9392.t1	vverm_g11921.t1, vverm_g5154.t1
OG0001524	acastellanii_g9404.t1	vverm_g12398.t1
OG0001525	acastellanii_g9452.t1, acastellanii_g9452.t2	vverm_g842.t1
OG0001525	acastellanii_g4189.t1	vverm_g843.t1
OG0001526	acastellanii_g9472.t1	vverm_g8004.t1
OG0001527	acastellanii_g9491.t3, acastellanii_g9491.t2, acastellanii_g9491.t1	vverm_g14869.t2, vverm_g14869.t1
OG0001528	acastellanii_g9513.t1	vverm_g10892.t1, vverm_g10893.t1
OG0001529	acastellanii_g9305.t2, acastellanii_g9305.t1	vverm_g3753.t1, vverm_g15759.t2, vverm_g15759.t1, vverm_g15759.t3
OG0001530	acastellanii_g9306.t1	vverm_g1943.t1
OG0001531	acastellanii_g9282.t1	vverm_g16506.t1, vverm_g12035.t1
OG0001532	acastellanii_g9272.t1, acastellanii_g9272.t2	vverm_g12099.t1
OG0001533	acastellanii_g9257.t3, acastellanii_g9257.t2, acastellanii_g9257.t1	vverm_g9809.t1
OG0001534	acastellanii_g9233.t1	vverm_g1537.t1, vverm_g484.t1, vverm_g485.t2, vverm_g485.t1
OG0001535	acastellanii_g9187.t1	vverm_g14288.t1, vverm_g14288.t2
OG0001536	acastellanii_g5976.t1	vverm_g5274.t2, vverm_g5274.t1
OG0001537	acastellanii_g8737.t1, acastellanii_g8737.t2	vverm_g12403.t1
OG0001538	acastellanii_g8746.t1, acastellanii_g3190.t1	vverm_g7345.t1, vverm_g855.t1, vverm_g855.t2
OG0001539	acastellanii_g8764.t1	vverm_g3551.t1
OG0001540	acastellanii_g8783.t1	vverm_g15664.t2, vverm_g15664.t1
OG0001542	acastellanii_g8806.t1, acastellanii_g8806.t2	vverm_g10527.t1, vverm_g10527.t2
OG0001543	acastellanii_g8825.t1	vverm_g10070.t1
OG0001544	acastellanii_g8850.t1, acastellanii_g851.t1, acastellanii_g117.t1, acastellanii_g4074.t1, acastellanii_g4065.t1, acastellanii_g7451.t1, acastellanii_g8848.t1	vverm_g12052.t5
OG0001545	acastellanii_g8860.t1	vverm_g15352.t1, vverm_g15263.t1
OG0001546	acastellanii_g3821.t1, acastellanii_g8890.t1	vverm_g6784.t1
OG0001547	acastellanii_g8897.t1, acastellanii_g8897.t2, acastellanii_g8897.t3	vverm_g5012.t1
OG0001548	acastellanii_g8937.t1	vverm_g4767.t2, vverm_g4767.t1
OG0001549	acastellanii_g8950.t1, acastellanii_g4735.t1	vverm_g2708.t1
OG0001550	acastellanii_g9000.t1	vverm_g8567.t1, vverm_g8567.t2
OG0001552	acastellanii_g7198.t1, acastellanii_g8641.t2, acastellanii_g8641.t1	vverm_g9626.t1
OG0001553	acastellanii_g3055.t1	vverm_g12723.t2, vverm_g12723.t1
OG0001553	acastellanii_g8661.t1	vverm_g2422.t1
OG0001554	acastellanii_g8467.t1	vverm_g14777.t2
OG0001555	acastellanii_g8508.t1	vverm_g14938.t3
OG0001555	acastellanii_g4244.t1	vverm_g4057.t1, vverm_g13582.t2, vverm_g13582.t1, vverm_g14938.t2, vverm_g14938.t1
OG0001557	acastellanii_g8021.t1	vverm_g720.t1, vverm_g16942.t1
OG0001558	acastellanii_g8037.t1, acastellanii_g8037.t2, acastellanii_g8034.t1, acastellanii_g2505.t1, acastellanii_g8032.t1, acastellanii_g8031.t1	vverm_g1515.t1
OG0001559	acastellanii_g8064.t2, acastellanii_g8064.t1	vverm_g15348.t2, vverm_g15348.t1
OG0001560	acastellanii_g8086.t1, acastellanii_g8086.t2	vverm_g14645.t1
OG0001561	acastellanii_g3920.t1, acastellanii_g7185.t1, acastellanii_g7185.t2, acastellanii_g8171.t1	vverm_g16681.t1
OG0001562	acastellanii_g8187.t1	vverm_g14658.t1
OG0001563	acastellanii_g8217.t1	vverm_g15329.t2, vverm_g15329.t1
OG0001564	acastellanii_g8338.t1, acastellanii_g7519.t1	vverm_g12792.t1, vverm_g12792.t2
OG0001565	acastellanii_g5791.t1, acastellanii_g8377.t1, acastellanii_g4007.t1	vverm_g14675.t1, vverm_g6844.t1, vverm_g1062.t1, vverm_g1062.t2
OG0001566	acastellanii_g7981.t1, acastellanii_g7981.t2	vverm_g3005.t1
OG0001568	acastellanii_g7941.t1, acastellanii_g7939.t2, acastellanii_g7939.t1	vverm_g12266.t1
OG0001569	acastellanii_g7758.t1, acastellanii_g7758.t2	vverm_g11446.t1
OG0001570	acastellanii_g7833.t2, acastellanii_g7833.t1	vverm_g9370.t1
OG0001571	acastellanii_g7858.t1	vverm_g14772.t1, vverm_g5715.t1
OG0001572	acastellanii_g7881.t1, acastellanii_g7883.t1, acastellanii_g7883.t2	vverm_g328.t1
OG0001573	acastellanii_g7884.t1	vverm_g4700.t1, vverm_g11182.t1, vverm_g268.t1
OG0001574	acastellanii_g7892.t3, acastellanii_g7892.t1, acastellanii_g5632.t1	vverm_g14835.t1
OG0001575	acastellanii_g4836.t1, acastellanii_g4997.t1, acastellanii_g7716.t1	vverm_g3608.t1
OG0001576	acastellanii_g1899.t1, acastellanii_g7704.t3, acastellanii_g7704.t1	vverm_g6279.t1
OG0001577	acastellanii_g7652.t1	vverm_g13741.t1, vverm_g13741.t2, vverm_g13741.t3
OG0001578	acastellanii_g7676.t1	vverm_g15545.t1
OG0001579	acastellanii_g7636.t1	vverm_g397.t1
OG0001580	acastellanii_g7550.t1	vverm_g7670.t1, vverm_g7670.t2, vverm_g10380.t1, vverm_g7672.t2, vverm_g7672.t1, vverm_g7671.t2, vverm_g7671.t1
OG0001581	acastellanii_g315.t1, acastellanii_g7557.t1	vverm_g12021.t1, vverm_g12021.t2
OG0001582	acastellanii_g7500.t1	vverm_g3752.t1
OG0001583	acastellanii_g4422.t2, acastellanii_g1922.t1	vverm_g15426.t1
OG0001584	acastellanii_g7509.t1	vverm_g15465.t1, vverm_g15461.t1
OG0001585	acastellanii_g7471.t3	vverm_g230.t1, vverm_g14980.t1
OG0001586	acastellanii_g7489.t1, acastellanii_g3247.t1, acastellanii_g3246.t1	vverm_g7616.t1
OG0001587	acastellanii_g7359.t2, acastellanii_g7359.t3, acastellanii_g7359.t1	vverm_g12223.t1
OG0001589	acastellanii_g7239.t1, acastellanii_g2027.t1	vverm_g15077.t2, vverm_g15077.t1
OG0001590	acastellanii_g7121.t1, acastellanii_g6994.t1	vverm_g7034.t1
OG0001591	acastellanii_g7015.t1	vverm_g16451.t1, vverm_g16451.t2
OG0001592	acastellanii_g7021.t1	vverm_g11555.t1, vverm_g16385.t1
OG0001593	acastellanii_g7093.t1	vverm_g12683.t1
OG0001594	acastellanii_g7102.t1, acastellanii_g7102.t2	vverm_g7035.t1, vverm_g7035.t2
OG0001595	acastellanii_g7111.t2, acastellanii_g7111.t1	vverm_g6990.t1
OG0001596	acastellanii_g7144.t1, acastellanii_g7143.t1	vverm_g3018.t1
OG0001597	acastellanii_g6506.t1, acastellanii_g7206.t1	vverm_g643.t1
OG0001598	acastellanii_g6974.t1, acastellanii_g371.t1	vverm_g8374.t1, vverm_g8374.t2
OG0001599	acastellanii_g6803.t1	vverm_g8967.t1
OG0001600	acastellanii_g6896.t1	vverm_g11708.t1, vverm_g11708.t2, vverm_g4283.t1
OG0001601	acastellanii_g6907.t1	vverm_g3279.t1, vverm_g13722.t2, vverm_g13722.t1
OG0001602	acastellanii_g6729.t1, acastellanii_g3726.t1	vverm_g5207.t1
OG0001603	acastellanii_g6762.t1, acastellanii_g6763.t1, acastellanii_g6763.t2, acastellanii_g4982.t1	vverm_g2573.t1
OG0001604	acastellanii_g6700.t1	vverm_g5873.t1, vverm_g14066.t2, vverm_g14066.t1
OG0001605	acastellanii_g6025.t1, acastellanii_g362.t1, acastellanii_g362.t2, acastellanii_g751.t1	vverm_g8209.t1
OG0001606	acastellanii_g6039.t1	vverm_g13807.t1
OG0001607	acastellanii_g6048.t1	vverm_g6788.t1, vverm_g6788.t2
OG0001608	acastellanii_g6126.t2, acastellanii_g6126.t1	vverm_g2817.t1, vverm_g2817.t2
OG0001609	acastellanii_g6127.t1	vverm_g566.t1
OG0001610	acastellanii_g6150.t1	vverm_g10282.t1
OG0001611	acastellanii_g6166.t1	vverm_g12389.t1, vverm_g14863.t1
OG0001612	acastellanii_g6258.t1	vverm_g14976.t1, vverm_g4323.t1
OG0001613	acastellanii_g6328.t1	vverm_g12114.t1, vverm_g3047.t1, vverm_g6408.t1, vverm_g1134.t1, vverm_g2234.t1
OG0001614	acastellanii_g6398.t1	vverm_g1912.t1
OG0001615	acastellanii_g6462.t1, acastellanii_g6462.t2	vverm_g8204.t1, vverm_g5755.t1
OG0001616	acastellanii_g6503.t2, acastellanii_g6503.t1	vverm_g9180.t1
OG0001617	acastellanii_g6518.t1	vverm_g9301.t1, vverm_g8780.t1
OG0001618	acastellanii_g503.t1, acastellanii_g5101.t1, acastellanii_g5953.t1	vverm_g16345.t2, vverm_g16345.t1
OG0001619	acastellanii_g5890.t1	vverm_g9711.t3, vverm_g9711.t1, vverm_g2682.t1, vverm_g2682.t3
OG0001620	acastellanii_g162.t1, acastellanii_g5917.t1	vverm_g11320.t1
OG0001621	acastellanii_g2104.t1, acastellanii_g5694.t1	vverm_g945.t2, vverm_g945.t1
OG0001622	acastellanii_g5712.t1, acastellanii_g5712.t2	vverm_g14440.t1
OG0001623	acastellanii_g5634.t2, acastellanii_g5634.t1	vverm_g3575.t1, vverm_g3575.t2
OG0001624	acastellanii_g2486.t1, acastellanii_g5503.t1	vverm_g8462.t2, vverm_g8462.t1
OG0001625	acastellanii_g5484.t1	vverm_g15814.t1, vverm_g15815.t1, vverm_g16030.t1, vverm_g3870.t1
OG0001626	acastellanii_g5492.t2, acastellanii_g5492.t1	vverm_g11008.t1, vverm_g11023.t1
OG0001627	acastellanii_g5446.t2, acastellanii_g5446.t1	vverm_g6493.t1, vverm_g6493.t2, vverm_g6493.t3, vverm_g4827.t1, vverm_g16558.t1
OG0001628	acastellanii_g5391.t1	vverm_g10328.t2, vverm_g10454.t1
OG0001629	acastellanii_g5386.t1, acastellanii_g5386.t2	vverm_g9873.t1
OG0001631	acastellanii_g5233.t1, acastellanii_g4763.t1	vverm_g392.t1, vverm_g392.t2
OG0001632	acastellanii_g5014.t1	vverm_g4428.t3, vverm_g4428.t2, vverm_g4428.t1
OG0001633	acastellanii_g4282.t1, acastellanii_g4885.t2, acastellanii_g4885.t1	vverm_g12640.t1, vverm_g12640.t2
OG0001634	acastellanii_g4888.t1	vverm_g10334.t2, vverm_g10334.t3, vverm_g10334.t1
OG0001635	acastellanii_g4889.t1	vverm_g16819.t1, vverm_g9080.t1, vverm_g4.t2, vverm_g9205.t1, vverm_g4.t1, vverm_g6350.t1, vverm_g16915.t1
OG0001636	acastellanii_g4906.t1	vverm_g15663.t1
OG0001637	acastellanii_g4914.t1, acastellanii_g4915.t1, acastellanii_g605.t1, acastellanii_g605.t2	vverm_g12582.t1
OG0001638	acastellanii_g1275.t1, acastellanii_g4701.t1, acastellanii_g1276.t1	vverm_g16281.t1
OG0001639	acastellanii_g4579.t1	vverm_g1833.t1, vverm_g6537.t1, vverm_g2533.t2, vverm_g2533.t1
OG0001640	acastellanii_g4410.t2, acastellanii_g4410.t1, acastellanii_g1999.t1	vverm_g1450.t1, vverm_g7535.t1, vverm_g6230.t1
OG0001641	acastellanii_g4419.t1, acastellanii_g4419.t2	vverm_g9067.t1, vverm_g14504.t1
OG0001642	acastellanii_g4433.t1, acastellanii_g4433.t3, acastellanii_g4433.t2	vverm_g9925.t2, vverm_g9925.t1
OG0001643	acastellanii_g4437.t1	vverm_g9437.t1
OG0001644	acastellanii_g219.t1, acastellanii_g4137.t1, acastellanii_g221.t1	vverm_g11176.t1
OG0001645	acastellanii_g4218.t1	vverm_g4572.t1, vverm_g4572.t2
OG0001647	acastellanii_g4236.t1	vverm_g104.t1
OG0001648	acastellanii_g4270.t1	vverm_g12194.t1, vverm_g16605.t1
OG0001649	acastellanii_g4311.t1, acastellanii_g4311.t2, acastellanii_g4308.t1	vverm_g16838.t1
OG0001650	acastellanii_g4317.t1	vverm_g7156.t1, vverm_g7146.t1
OG0001651	acastellanii_g4329.t1	vverm_g13814.t2, vverm_g13814.t1
OG0001652	acastellanii_g3770.t1	vverm_g2545.t1
OG0001653	acastellanii_g3787.t1	vverm_g11919.t1, vverm_g550.t1, vverm_g9842.t1, vverm_g11592.t1, vverm_g1543.t1, vverm_g4575.t1, vverm_g10868.t1
OG0001654	acastellanii_g3852.t1	vverm_g12599.t2, vverm_g12599.t1, vverm_g1931.t2, vverm_g1931.t1
OG0001655	acastellanii_g3652.t1	vverm_g1664.t1, vverm_g1664.t2
OG0001656	acastellanii_g3666.t1, acastellanii_g2574.t1, acastellanii_g2255.t1	vverm_g12947.t1, vverm_g9992.t1
OG0001657	acastellanii_g3627.t1	vverm_g13597.t1, vverm_g2261.t1
OG0001658	acastellanii_g3628.t1	vverm_g9589.t3, vverm_g9589.t2, vverm_g9589.t1
OG0001659	acastellanii_g3521.t1, acastellanii_g3521.t2	vverm_g15542.t1
OG0001660	acastellanii_g3545.t2, acastellanii_g3545.t1	vverm_g11100.t1, vverm_g9100.t1
OG0001661	acastellanii_g1375.t1, acastellanii_g3431.t1	vverm_g5262.t1
OG0001662	acastellanii_g1092.t1, acastellanii_g1092.t2, acastellanii_g3497.t1	vverm_g13031.t1
OG0001663	acastellanii_g3343.t1, acastellanii_g3343.t3, acastellanii_g3343.t2	vverm_g8955.t1
OG0001664	acastellanii_g3369.t1, acastellanii_g2248.t1	vverm_g8692.t1, vverm_g8692.t2
OG0001665	acastellanii_g3306.t1	vverm_g5908.t3, vverm_g5908.t1, vverm_g5908.t2, vverm_g14031.t1
OG0001666	acastellanii_g3311.t2, acastellanii_g3311.t1, acastellanii_g3311.t3	vverm_g4487.t1
OG0001667	acastellanii_g3249.t1, acastellanii_g2383.t1	vverm_g4850.t1
OG0001669	acastellanii_g3036.t1, acastellanii_g3037.t1	vverm_g14243.t1, vverm_g16177.t1, vverm_g16177.t2
OG0001670	acastellanii_g3062.t1	vverm_g5259.t1, vverm_g2913.t1
OG0001671	acastellanii_g3132.t1	vverm_g13154.t1, vverm_g12519.t1, vverm_g13154.t2
OG0001672	acastellanii_g3174.t1	vverm_g13708.t1, vverm_g14324.t1, vverm_g5416.t1
OG0001673	acastellanii_g2907.t1	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1
OG0001674	acastellanii_g2724.t1	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2
OG0001675	acastellanii_g2741.t1	vverm_g4958.t2, vverm_g4958.t1, vverm_g4957.t1, vverm_g3045.t1, vverm_g10887.t1, vverm_g4958.t3
OG0001676	acastellanii_g2676.t1	vverm_g4852.t1
OG0001677	acastellanii_g2633.t1, acastellanii_g2633.t2	vverm_g1524.t1
OG0001678	acastellanii_g2284.t1, acastellanii_g2284.t2	vverm_g8011.t1
OG0001679	acastellanii_g1788.t1	vverm_g11280.t1
OG0001680	acastellanii_g1808.t1	vverm_g15299.t1, vverm_g15299.t2
OG0001681	acastellanii_g1949.t1, acastellanii_g1949.t2	vverm_g13369.t1
OG0001682	acastellanii_g2045.t1	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2
OG0001683	acastellanii_g2047.t1	vverm_g6333.t1, vverm_g6329.t1
OG0001684	acastellanii_g2139.t1	vverm_g3055.t1, vverm_g4507.t1
OG0001685	acastellanii_g2218.t1	vverm_g5193.t1
OG0001685	acastellanii_g410.t1	vverm_g5191.t1
OG0001686	acastellanii_g2239.t1	vverm_g8647.t1, vverm_g4174.t1
OG0001687	acastellanii_g2262.t2, acastellanii_g2262.t1	vverm_g5254.t1, vverm_g16238.t1
OG0001688	acastellanii_g1772.t2, acastellanii_g1772.t1	vverm_g5566.t2, vverm_g5566.t1
OG0001689	acastellanii_g1706.t2, acastellanii_g209.t1, acastellanii_g1706.t1	vverm_g11638.t1
OG0001690	acastellanii_g1651.t1	vverm_g5165.t2, vverm_g5165.t1
OG0001691	acastellanii_g1455.t1	vverm_g1289.t1
OG0001692	acastellanii_g1403.t2, acastellanii_g1403.t1	vverm_g15861.t1
OG0001693	acastellanii_g1132.t1	vverm_g6427.t2, vverm_g6427.t1, vverm_g4385.t1
OG0001694	acastellanii_g1142.t1	vverm_g7688.t1
OG0001695	acastellanii_g1146.t1, acastellanii_g136.t1, acastellanii_g134.t1	vverm_g12772.t1, vverm_g1530.t1
OG0001696	acastellanii_g1153.t1	vverm_g10218.t1, vverm_g12061.t1, vverm_g12958.t1
OG0001697	acastellanii_g1169.t1	vverm_g14916.t1
OG0001698	acastellanii_g1066.t1	vverm_g10938.t1
OG0001699	acastellanii_g699.t1	vverm_g2991.t1
OG0001700	acastellanii_g752.t1	vverm_g12703.t1
OG0001701	acastellanii_g778.t2, acastellanii_g778.t1	vverm_g4421.t1
OG0001702	acastellanii_g808.t3, acastellanii_g808.t1, acastellanii_g808.t2	vverm_g15710.t2, vverm_g15710.t1
OG0001703	acastellanii_g897.t1	vverm_g1924.t1
OG0001704	acastellanii_g133.t1, acastellanii_g904.t1	vverm_g11689.t1, vverm_g5926.t1, vverm_g14349.t1, vverm_g15574.t1
OG0001705	acastellanii_g613.t1	vverm_g3195.t3, vverm_g3195.t1
OG0001706	acastellanii_g483.t2, acastellanii_g483.t1	vverm_g12397.t1
OG0001707	acastellanii_g507.t2, acastellanii_g507.t1	vverm_g16836.t1
OG0001708	acastellanii_g457.t1	vverm_g1195.t1
OG0001709	acastellanii_g266.t1, acastellanii_g266.t2	vverm_g8165.t1, vverm_g7718.t1
OG0001711	acastellanii_g156.t1	vverm_g16103.t1, vverm_g9832.t1, vverm_g11605.t1, vverm_g6446.t1
OG0001712	acastellanii_g36.t1	vverm_g9585.t2, vverm_g9585.t1
OG0001850	acastellanii_g14227.t2, acastellanii_g14227.t1	vverm_g2790.t1
OG0001851	acastellanii_g3468.t1, acastellanii_g3468.t2, acastellanii_g14194.t1, acastellanii_g14196.t1	vverm_g8828.t1
OG0001852	acastellanii_g3176.t1, acastellanii_g14177.t1, acastellanii_g14177.t2	vverm_g2550.t1
OG0001855	acastellanii_g2233.t1, acastellanii_g14095.t1, acastellanii_g959.t1	vverm_g6072.t1
OG0001856	acastellanii_g13561.t1, acastellanii_g13561.t2	vverm_g8676.t1, vverm_g8676.t2
OG0001857	acastellanii_g13602.t1	vverm_g6228.t2, vverm_g6228.t1
OG0001858	acastellanii_g13619.t1, acastellanii_g4567.t1	vverm_g6558.t1, vverm_g15266.t1
OG0001859	acastellanii_g13652.t1	vverm_g6450.t1
OG0001860	acastellanii_g13768.t1, acastellanii_g13671.t1	vverm_g7691.t2, vverm_g7691.t1
OG0001861	acastellanii_g13679.t2, acastellanii_g13679.t1	vverm_g10515.t1
OG0001862	acastellanii_g13680.t1	vverm_g10478.t3, vverm_g10478.t2, vverm_g10478.t1
OG0001863	acastellanii_g13710.t3, acastellanii_g13710.t2, acastellanii_g13710.t1	vverm_g6275.t1
OG0001864	acastellanii_g165.t1, acastellanii_g13718.t1	vverm_g8386.t1
OG0001865	acastellanii_g13727.t1	vverm_g11597.t1, vverm_g16095.t1, vverm_g9840.t1
OG0001866	acastellanii_g13749.t1	vverm_g16550.t2, vverm_g16550.t1
OG0001867	acastellanii_g13786.t1	vverm_g1616.t1
OG0001868	acastellanii_g13810.t1	vverm_g1703.t1
OG0001869	acastellanii_g4159.t1, acastellanii_g6414.t1, acastellanii_g13822.t1	vverm_g1666.t1
OG0001870	acastellanii_g13840.t1, acastellanii_g13840.t2	vverm_g13366.t1
OG0001874	acastellanii_g13894.t1	vverm_g1641.t1
OG0001875	acastellanii_g13902.t1	vverm_g1734.t1
OG0001876	acastellanii_g13933.t2, acastellanii_g13933.t1, acastellanii_g10105.t1	vverm_g2770.t1
OG0001877	acastellanii_g13934.t1	vverm_g1664.t3
OG0001878	acastellanii_g13935.t3, acastellanii_g13935.t1, acastellanii_g13935.t2	vverm_g1650.t1
OG0001879	acastellanii_g13939.t1	vverm_g1634.t1
OG0001880	acastellanii_g13944.t1	vverm_g11246.t1, vverm_g16933.t1
OG0001881	acastellanii_g13956.t1	vverm_g4234.t1
OG0001882	acastellanii_g13958.t1	vverm_g1576.t1
OG0001883	acastellanii_g13962.t1	vverm_g8530.t1
OG0001884	acastellanii_g13994.t1	vverm_g1715.t1
OG0001885	acastellanii_g13995.t1	vverm_g1618.t2, vverm_g1618.t1
OG0001886	acastellanii_g14052.t1, acastellanii_g9768.t1	vverm_g9800.t1
OG0001887	acastellanii_g1249.t1, acastellanii_g2508.t1, acastellanii_g14060.t1, acastellanii_g5731.t1, acastellanii_g5731.t2	vverm_g6711.t1
OG0001888	acastellanii_g13517.t2, acastellanii_g13517.t1	vverm_g8557.t2, vverm_g8557.t1
OG0001889	acastellanii_g13522.t1	vverm_g11482.t1, vverm_g11482.t2
OG0001890	acastellanii_g13528.t1	vverm_g7748.t1, vverm_g7748.t2
OG0001891	acastellanii_g13530.t1	vverm_g13411.t1, vverm_g13401.t1
OG0001892	acastellanii_g13541.t1, acastellanii_g13541.t2	vverm_g2437.t1, vverm_g2437.t2
OG0001895	acastellanii_g13481.t1, acastellanii_g13481.t2	vverm_g2201.t1
OG0001896	acastellanii_g4921.t1	vverm_g13946.t1
OG0001896	acastellanii_g13463.t1	vverm_g16521.t1
OG0001897	acastellanii_g13098.t1	vverm_g8795.t1
OG0001898	acastellanii_g13106.t1	vverm_g12661.t1
OG0001899	acastellanii_g13119.t2, acastellanii_g13119.t1	vverm_g13371.t1
OG0001900	acastellanii_g13122.t1	vverm_g8903.t2, vverm_g8903.t1
OG0001901	acastellanii_g13139.t1	vverm_g4479.t1
OG0001901	acastellanii_g471.t1	vverm_g3766.t2, vverm_g3766.t1
OG0001902	acastellanii_g13158.t1, acastellanii_g4323.t1	vverm_g4523.t1
OG0001903	acastellanii_g13175.t1, acastellanii_g13175.t2, acastellanii_g4950.t1	vverm_g6184.t1
OG0001905	acastellanii_g13263.t1	vverm_g3498.t1, vverm_g3498.t2, vverm_g16240.t1, vverm_g5560.t1
OG0001906	acastellanii_g13279.t2, acastellanii_g13279.t1	vverm_g15755.t3, vverm_g15755.t2
OG0001908	acastellanii_g4406.t1, acastellanii_g13285.t1	vverm_g3715.t1, vverm_g8302.t1
OG0001909	acastellanii_g13293.t1, acastellanii_g13293.t2, acastellanii_g9459.t1	vverm_g5390.t1
OG0001910	acastellanii_g13294.t1	vverm_g8731.t1
OG0001912	acastellanii_g13347.t2, acastellanii_g13347.t1	vverm_g8383.t1, vverm_g14514.t1
OG0001913	acastellanii_g10075.t1, acastellanii_g13378.t2, acastellanii_g13378.t1	vverm_g716.t1
OG0001915	acastellanii_g11837.t1, acastellanii_g13450.t1	vverm_g16826.t1, vverm_g16826.t2
OG0001916	acastellanii_g5133.t1, acastellanii_g14260.t1	vverm_g2407.t1, vverm_g15728.t1
OG0001918	acastellanii_g978.t1, acastellanii_g7409.t1, acastellanii_g12961.t1	vverm_g11687.t1
OG0001920	acastellanii_g9278.t1, acastellanii_g12951.t1, acastellanii_g7285.t1	vverm_g2552.t2, vverm_g2552.t1
OG0001922	acastellanii_g7924.t1, acastellanii_g12926.t1	vverm_g3153.t1
OG0001923	acastellanii_g12890.t1, acastellanii_g12890.t2	vverm_g1362.t1
OG0001924	acastellanii_g3335.t1, acastellanii_g12895.t1	vverm_g14421.t1, vverm_g8847.t1
OG0001925	acastellanii_g12900.t1	vverm_g7370.t2, vverm_g7370.t1
OG0001926	acastellanii_g4216.t1, acastellanii_g12905.t1	vverm_g14789.t1
OG0001927	acastellanii_g8575.t1, acastellanii_g12911.t2, acastellanii_g12911.t1	vverm_g13341.t1
OG0001928	acastellanii_g12869.t1	vverm_g12702.t1
OG0001929	acastellanii_g12852.t1, acastellanii_g12852.t2	vverm_g8704.t1, vverm_g8704.t2
OG0001930	acastellanii_g90.t1, acastellanii_g12847.t1, acastellanii_g88.t1	vverm_g8535.t1
