Orthogroup	Duplications (all)	Duplications (50% support)
OG0004181	0	0
OG0004182	1	1
OG0004183	3	3
OG0004184	0	0
OG0004185	0	0
OG0004186	1	1
OG0004187	1	1
OG0004188	1	1
OG0004189	0	0
OG0004190	0	0
OG0004191	4	4
OG0004192	0	0
OG0004193	0	0
OG0004194	0	0
OG0004195	1	1
OG0004196	0	0
OG0004197	4	4
OG0004198	0	0
OG0004199	1	1
OG0004200	0	0
OG0004201	1	1
OG0004202	0	0
OG0004203	0	0
OG0004204	0	0
OG0004205	0	0
OG0004206	1	1
OG0004207	0	0
OG0004208	0	0
OG0004209	0	0
OG0004210	0	0
OG0004211	0	0
OG0004212	0	0
OG0004213	0	0
OG0004214	0	0
OG0004215	1	1
OG0004216	0	0
OG0004217	3	3
OG0004218	1	1
OG0004219	0	0
OG0004220	0	0
OG0004221	0	0
OG0004222	0	0
OG0004223	1	1
OG0004224	0	0
OG0004225	0	0
OG0004226	0	0
OG0004227	0	0
OG0004228	1	1
OG0004229	2	2
OG0004230	0	0
OG0004231	0	0
OG0004232	0	0
OG0004233	3	3
OG0004234	4	4
OG0004235	0	0
OG0004236	2	2
OG0004237	4	4
OG0004238	0	0
OG0004239	0	0
OG0004240	1	1
OG0004241	0	0
OG0004242	3	3
OG0004243	1	1
OG0004244	0	0
OG0004245	0	0
OG0004246	1	1
OG0004247	3	3
OG0004248	0	0
OG0004249	4	4
OG0004250	1	1
OG0004251	0	0
OG0004252	0	0
OG0004253	0	0
OG0004254	0	0
OG0004255	0	0
OG0004256	0	0
OG0004257	0	0
OG0004258	1	1
OG0004259	0	0
OG0004260	2	2
OG0004261	0	0
OG0004262	1	1
OG0004263	0	0
OG0004264	1	1
OG0004265	0	0
OG0004266	0	0
OG0004267	2	2
OG0004268	2	2
OG0004269	2	2
OG0004270	0	0
OG0004271	3	3
OG0004272	0	0
OG0004273	0	0
OG0004274	0	0
OG0004275	0	0
OG0004276	1	1
OG0004277	0	0
OG0004278	0	0
OG0004279	0	0
OG0004280	0	0
OG0004281	0	0
OG0004282	2	2
OG0004283	1	1
OG0004284	2	2
OG0004285	0	0
OG0004286	0	0
OG0004287	0	0
OG0004288	1	1
OG0004289	0	0
OG0004290	0	0
OG0004291	0	0
OG0004292	0	0
OG0004293	0	0
OG0004294	0	0
OG0004295	0	0
OG0004296	0	0
OG0004297	1	1
OG0004298	0	0
OG0004299	0	0
OG0004300	0	0
OG0004301	0	0
OG0004302	0	0
OG0004303	0	0
OG0004304	0	0
OG0004305	0	0
OG0004306	3	3
OG0004307	1	1
OG0004308	1	1
OG0004309	0	0
OG0004310	0	0
OG0004311	0	0
OG0004312	0	0
OG0004313	1	1
OG0004314	0	0
OG0004315	0	0
OG0004316	0	0
OG0004317	2	2
OG0004318	0	0
OG0004319	0	0
OG0004320	2	2
OG0004321	0	0
OG0004322	0	0
OG0004323	1	1
OG0004324	0	0
OG0004325	0	0
OG0004326	1	1
OG0004327	0	0
OG0004328	2	2
OG0004329	4	4
OG0004330	2	2
OG0004331	1	1
OG0004332	1	1
OG0004333	0	0
OG0004334	2	2
OG0004335	0	0
OG0004336	2	2
OG0004337	0	0
OG0004338	0	0
OG0004339	1	1
OG0004340	0	0
OG0004341	0	0
OG0004342	0	0
OG0004343	0	0
OG0004344	0	0
OG0004345	2	2
OG0004346	0	0
OG0004347	1	1
OG0004348	0	0
OG0004349	0	0
OG0004350	0	0
OG0004351	0	0
OG0004352	1	1
OG0004353	0	0
OG0004354	1	1
OG0004355	1	1
OG0004356	0	0
OG0004357	0	0
OG0004358	1	1
OG0004359	1	1
OG0004360	0	0
OG0004361	0	0
OG0004362	1	1
OG0004363	3	3
OG0004364	0	0
OG0004365	0	0
OG0004366	0	0
OG0004367	1	1
OG0004368	0	0
OG0004369	0	0
OG0004370	0	0
OG0004371	0	0
OG0004372	0	0
OG0004373	2	2
OG0004374	0	0
OG0004375	4	4
OG0004376	3	3
OG0004377	0	0
OG0004378	1	1
OG0004379	2	2
OG0004380	1	1
OG0004381	1	1
OG0004382	0	0
OG0004383	0	0
OG0004384	0	0
OG0004385	0	0
OG0004386	0	0
OG0004387	4	4
OG0004388	0	0
OG0004389	4	4
OG0004390	0	0
OG0004391	1	1
OG0004392	0	0
OG0004393	0	0
OG0004394	0	0
OG0004395	0	0
OG0004396	0	0
OG0004397	0	0
OG0004398	0	0
OG0004399	0	0
OG0004400	3	3
OG0004401	0	0
OG0004402	1	1
OG0004403	0	0
OG0004404	0	0
OG0004405	0	0
OG0004406	1	1
OG0004407	0	0
OG0004408	2	2
OG0004409	1	1
OG0004410	1	1
OG0004411	4	4
OG0004412	0	0
OG0004413	1	1
OG0004414	4	4
OG0004415	4	4
OG0004416	0	0
OG0004417	1	1
OG0004418	0	0
OG0004419	1	1
OG0004420	0	0
OG0004421	1	1
OG0004422	0	0
OG0004423	0	0
OG0004424	0	0
OG0004425	0	0
OG0004426	1	1
OG0004427	4	4
OG0004428	1	1
OG0004429	0	0
OG0004430	4	4
OG0004431	2	2
OG0004432	0	0
OG0004433	0	0
OG0004434	2	2
OG0004435	1	1
OG0004436	1	1
OG0004437	0	0
OG0004438	0	0
OG0004439	1	1
OG0004440	0	0
OG0004441	0	0
OG0004442	0	0
OG0004443	4	4
OG0004444	1	1
OG0004445	2	2
OG0004446	0	0
OG0004447	2	2
OG0004448	0	0
OG0004449	1	1
OG0004450	0	0
OG0004451	4	4
OG0004452	0	0
OG0004453	2	2
OG0004454	0	0
OG0004455	0	0
OG0004456	2	2
OG0004457	0	0
OG0004458	0	0
OG0004459	0	0
OG0004460	2	2
OG0004461	0	0
OG0004462	0	0
OG0004463	1	1
OG0004464	2	2
OG0004465	4	4
OG0004466	0	0
OG0004467	4	4
OG0004468	1	1
OG0004469	0	0
OG0004470	0	0
OG0004471	0	0
OG0004472	0	0
OG0004473	1	1
OG0004474	0	0
OG0004475	0	0
OG0004476	0	0
OG0004477	0	0
OG0004478	1	1
OG0004479	0	0
OG0004480	1	1
OG0004481	0	0
OG0004482	1	1
OG0004483	1	1
OG0004484	1	1
OG0004485	1	1
OG0004486	0	0
OG0004487	0	0
OG0004488	0	0
OG0004489	1	1
OG0004490	4	4
OG0004491	2	2
OG0004492	0	0
OG0004493	1	1
OG0004494	1	1
OG0004495	1	1
OG0004496	0	0
OG0004497	1	1
OG0004498	0	0
OG0004499	1	1
OG0004500	0	0
OG0004501	0	0
OG0004502	0	0
OG0004503	0	0
OG0004504	0	0
OG0004505	1	1
OG0004506	0	0
OG0004507	0	0
OG0004508	0	0
OG0004509	0	0
OG0004510	0	0
OG0004511	0	0
OG0004512	0	0
OG0004513	0	0
OG0004514	0	0
OG0004515	0	0
OG0004516	0	0
OG0004517	4	4
OG0004518	1	1
OG0004519	2	2
OG0004520	0	0
OG0004521	0	0
OG0004522	1	1
OG0004523	0	0
OG0004524	0	0
OG0004525	3	3
OG0004526	0	0
OG0004527	1	1
OG0004528	1	1
OG0004529	0	0
OG0004530	0	0
OG0004531	2	2
OG0004532	3	3
OG0004533	0	0
OG0004534	0	0
OG0004535	0	0
OG0004536	0	0
OG0004537	3	3
OG0004538	0	0
OG0004539	3	3
OG0004540	2	2
OG0004541	0	0
OG0004542	0	0
OG0004543	1	1
OG0004544	0	0
OG0004545	1	1
OG0004546	0	0
OG0004547	0	0
OG0004548	1	1
OG0004549	0	0
OG0004550	0	0
OG0004551	0	0
OG0004552	3	3
OG0004553	0	0
OG0004554	0	0
OG0004555	1	1
OG0004556	0	0
OG0004557	0	0
OG0004558	1	1
OG0004559	0	0
OG0004560	3	3
OG0004561	0	0
OG0004562	0	0
OG0004563	0	0
OG0004564	0	0
OG0004565	1	1
OG0004566	0	0
OG0004567	1	1
OG0004568	0	0
OG0004569	0	0
OG0004570	0	0
OG0004571	0	0
OG0004572	3	3
OG0004573	2	2
OG0004574	0	0
OG0004575	0	0
OG0004576	0	0
OG0004577	1	1
OG0004578	2	2
OG0004579	1	1
OG0004580	0	0
OG0004581	3	3
OG0004582	1	1
OG0004583	0	0
OG0004584	1	1
OG0004585	2	2
OG0004586	0	0
OG0004587	1	1
OG0004588	0	0
OG0004589	0	0
OG0004590	0	0
OG0004591	0	0
OG0004592	0	0
OG0004593	1	1
OG0004594	0	0
OG0004595	1	1
OG0004596	0	0
OG0004597	0	0
OG0004598	0	0
OG0004599	2	2
OG0004600	0	0
OG0004601	0	0
OG0004602	0	0
OG0004603	0	0
OG0004604	2	2
OG0004605	0	0
OG0004606	2	2
OG0004607	4	4
OG0004608	0	0
OG0004609	0	0
OG0004610	0	0
OG0004611	1	1
OG0004612	2	2
OG0004613	0	0
OG0004614	1	1
OG0004615	0	0
OG0004616	0	0
OG0004617	0	0
OG0004618	4	4
OG0004619	4	4
OG0004620	1	1
OG0004621	0	0
OG0004622	0	0
OG0004623	0	0
OG0004624	0	0
OG0004625	0	0
OG0004626	4	4
OG0004627	0	0
OG0004628	0	0
OG0004629	1	1
OG0004630	1	1
OG0004631	0	0
OG0004632	0	0
OG0004633	0	0
OG0004634	0	0
OG0004635	0	0
OG0004636	0	0
OG0004637	0	0
OG0004638	0	0
OG0004639	1	1
OG0004640	0	0
OG0004641	4	4
OG0004642	4	4
OG0004643	2	2
OG0004644	0	0
OG0004645	0	0
OG0004646	0	0
OG0004647	0	0
OG0004648	0	0
OG0004649	0	0
OG0004650	2	2
OG0004651	0	0
OG0004652	0	0
OG0004653	0	0
OG0004654	0	0
OG0004655	1	1
OG0004656	1	1
OG0004657	0	0
OG0004658	0	0
OG0004659	0	0
OG0004660	0	0
OG0004661	0	0
OG0004662	0	0
OG0004663	0	0
OG0004664	1	1
OG0004665	1	1
OG0004666	3	3
OG0004667	0	0
OG0004668	0	0
OG0004669	2	2
OG0004670	4	4
OG0004671	4	4
OG0004672	0	0
OG0004673	0	0
OG0004674	0	0
OG0004675	0	0
OG0004676	0	0
OG0004677	0	0
OG0004678	1	1
OG0004679	0	0
OG0004680	0	0
OG0004681	0	0
OG0004682	0	0
OG0004683	0	0
OG0004684	0	0
OG0004685	2	2
OG0004686	0	0
OG0004687	3	3
OG0004688	4	4
OG0004689	3	3
OG0004690	0	0
OG0004691	0	0
OG0004692	0	0
OG0004693	0	0
OG0004694	0	0
OG0004695	4	4
OG0004696	2	2
OG0004697	0	0
OG0004698	3	3
OG0004699	0	0
OG0004700	0	0
OG0004701	0	0
OG0004702	0	0
OG0004703	0	0
OG0004704	0	0
OG0004705	0	0
OG0004706	2	2
OG0004707	4	4
OG0004708	0	0
OG0004709	0	0
OG0004710	1	1
OG0004711	1	1
OG0004712	0	0
OG0004713	0	0
OG0004714	0	0
OG0004715	0	0
OG0004716	0	0
OG0004717	0	0
OG0004718	0	0
OG0004719	0	0
OG0004720	0	0
OG0004721	0	0
OG0004722	0	0
OG0004723	1	1
OG0004724	0	0
OG0004725	0	0
OG0004726	0	0
OG0004727	0	0
OG0004728	0	0
OG0004729	0	0
OG0004730	0	0
OG0004731	0	0
OG0004732	0	0
OG0004733	0	0
OG0004734	0	0
OG0004735	0	0
OG0004736	0	0
OG0004737	0	0
OG0004738	0	0
OG0004739	0	0
OG0004740	0	0
OG0004741	0	0
OG0004742	1	1
OG0004743	0	0
OG0004744	2	2
OG0004745	0	0
OG0004746	1	1
OG0004747	0	0
OG0004748	0	0
OG0004749	1	1
OG0004750	0	0
OG0004751	0	0
OG0004752	0	0
OG0004753	1	1
OG0004754	1	1
OG0004755	0	0
OG0004756	1	1
OG0004757	1	1
OG0004758	0	0
OG0004759	1	1
OG0004760	3	3
OG0004761	0	0
OG0004762	0	0
OG0004763	0	0
OG0004764	3	3
OG0004765	0	0
OG0004766	0	0
OG0004767	0	0
OG0004768	2	2
OG0004769	0	0
OG0004770	4	4
OG0004771	1	1
OG0004772	0	0
OG0004773	0	0
OG0004774	2	2
OG0004775	1	1
OG0004776	1	1
OG0004777	0	0
OG0004778	0	0
OG0004779	0	0
OG0004780	4	4
OG0004781	0	0
OG0004782	1	1
OG0004783	1	1
OG0004784	0	0
OG0004785	1	1
OG0004786	1	1
OG0004787	0	0
OG0004788	1	1
OG0004789	4	4
OG0004790	1	1
OG0004791	1	1
OG0004792	1	1
OG0004793	1	1
OG0004794	0	0
OG0004795	0	0
OG0004796	1	1
OG0004797	0	0
OG0004798	1	1
OG0004799	0	0
OG0004800	0	0
OG0004801	1	1
OG0004802	0	0
OG0004803	0	0
OG0004804	0	0
OG0004805	0	0
OG0004806	3	3
OG0004807	0	0
OG0004808	0	0
OG0004809	3	3
OG0004810	1	1
OG0004811	0	0
OG0004812	0	0
OG0004813	0	0
OG0004814	0	0
OG0004815	0	0
OG0004816	0	0
OG0004817	0	0
OG0004818	0	0
OG0004819	0	0
OG0004820	0	0
OG0004821	1	1
OG0004822	0	0
OG0004823	0	0
OG0004824	0	0
OG0004825	3	3
OG0004826	1	1
OG0004827	0	0
OG0004828	0	0
OG0004829	4	4
OG0004830	0	0
OG0004831	0	0
OG0004832	0	0
OG0004833	0	0
OG0004834	0	0
OG0004835	0	0
OG0004836	0	0
OG0004837	0	0
OG0004838	0	0
OG0004839	0	0
OG0004840	0	0
OG0004841	3	3
OG0004842	2	2
OG0004843	0	0
OG0004844	0	0
OG0004845	0	0
OG0004846	4	4
OG0004847	1	1
OG0004848	1	1
OG0004849	2	2
OG0004850	1	1
OG0004851	0	0
OG0004852	0	0
OG0004853	0	0
OG0004854	1	1
OG0004855	1	1
OG0004856	0	0
OG0004857	3	3
OG0004858	1	1
OG0004859	0	0
OG0004860	0	0
OG0004861	0	0
OG0004862	0	0
OG0004863	0	0
OG0004864	0	0
OG0004865	0	0
OG0004866	0	0
OG0004867	0	0
OG0004868	2	2
OG0004869	1	1
OG0004870	0	0
OG0004871	1	1
OG0004872	0	0
OG0004873	0	0
OG0004874	0	0
OG0004875	0	0
OG0004876	0	0
OG0004877	1	1
OG0004878	0	0
OG0004879	1	1
OG0004880	0	0
OG0004881	3	3
OG0004882	0	0
OG0004883	1	1
OG0004884	1	1
OG0004885	1	1
OG0004886	0	0
OG0004887	4	4
OG0004888	2	2
OG0004889	0	0
OG0004890	0	0
OG0004891	0	0
OG0004892	0	0
OG0004893	0	0
OG0004894	0	0
OG0004895	0	0
OG0004896	0	0
OG0004897	0	0
OG0004898	1	1
OG0004899	0	0
OG0004900	0	0
OG0004901	0	0
OG0004902	0	0
OG0004903	0	0
OG0004904	0	0
OG0004905	0	0
OG0004906	0	0
OG0004907	0	0
OG0004908	0	0
OG0004909	0	0
OG0004910	0	0
OG0004911	1	1
OG0004912	0	0
OG0004913	1	1
OG0004914	1	1
OG0004915	2	2
OG0004916	0	0
OG0004917	0	0
OG0004918	0	0
OG0004919	0	0
OG0004920	0	0
OG0004921	0	0
OG0004922	1	1
OG0004923	1	1
OG0004924	1	1
OG0004925	0	0
OG0004926	1	1
OG0004927	0	0
OG0004928	0	0
OG0004929	0	0
OG0004930	1	1
OG0004931	0	0
OG0004932	1	1
OG0004933	0	0
OG0004934	1	1
OG0004935	3	3
OG0004936	1	1
OG0004937	0	0
OG0004938	0	0
OG0004939	0	0
OG0004940	0	0
OG0004941	1	1
OG0004942	0	0
OG0004943	1	1
OG0004944	0	0
OG0004945	0	0
OG0004946	3	3
OG0004947	0	0
OG0004948	2	2
OG0004949	0	0
OG0004950	0	0
OG0004951	2	2
OG0004952	0	0
OG0004953	0	0
OG0004954	0	0
OG0004955	0	0
OG0004956	1	1
OG0004957	1	1
OG0004958	0	0
OG0004959	0	0
OG0004960	1	1
OG0004961	0	0
OG0004962	1	1
OG0004963	1	1
OG0004964	1	1
OG0004965	3	3
OG0004966	4	4
OG0004967	0	0
OG0004968	1	1
OG0004969	0	0
OG0004970	0	0
OG0004971	2	2
OG0004972	0	0
OG0004973	0	0
OG0004974	2	2
OG0004975	0	0
OG0004976	0	0
OG0004977	0	0
OG0004978	0	0
OG0004979	1	1
OG0004980	0	0
OG0004981	0	0
OG0004982	0	0
OG0004983	0	0
OG0004984	0	0
OG0004985	0	0
OG0004986	0	0
OG0004987	1	1
OG0004988	0	0
OG0004989	0	0
OG0004990	0	0
OG0004991	0	0
OG0004992	0	0
OG0004993	1	1
OG0004994	0	0
OG0004995	0	0
OG0004996	0	0
OG0004997	0	0
OG0004998	0	0
OG0004999	0	0
OG0005000	1	1
OG0005001	0	0
OG0005002	3	3
OG0005003	1	1
OG0005004	0	0
OG0005005	1	1
OG0005006	1	1
OG0005007	0	0
OG0005008	0	0
OG0005009	0	0
OG0005010	1	1
OG0005011	0	0
OG0005012	0	0
OG0005013	0	0
OG0005014	0	0
OG0005015	0	0
OG0005016	0	0
OG0005017	0	0
OG0005018	4	4
OG0005019	0	0
OG0005020	0	0
OG0005021	0	0
OG0005022	0	0
OG0005023	0	0
OG0005024	0	0
OG0005025	0	0
OG0005026	2	2
OG0005027	0	0
OG0005028	1	1
OG0005029	3	3
OG0005030	3	3
OG0005031	1	1
OG0005032	0	0
OG0005033	0	0
OG0005034	0	0
OG0005035	0	0
OG0005036	0	0
OG0005037	2	2
OG0005038	0	0
OG0005039	0	0
OG0005040	0	0
OG0005041	0	0
OG0005042	0	0
OG0005043	1	1
OG0005044	1	1
OG0005045	1	1
OG0005046	3	3
OG0005047	0	0
OG0005048	1	1
OG0005049	1	1
OG0005050	0	0
OG0005051	0	0
OG0005052	0	0
OG0005053	0	0
OG0005054	0	0
OG0005055	0	0
OG0005056	0	0
OG0005057	0	0
OG0005058	2	2
OG0005059	0	0
OG0005060	0	0
OG0005061	0	0
OG0005062	1	1
OG0005063	0	0
OG0005064	0	0
OG0005065	0	0
OG0005066	0	0
OG0005067	0	0
OG0005068	0	0
OG0005069	0	0
OG0005070	0	0
OG0005071	1	1
OG0005072	0	0
OG0005073	0	0
OG0005074	4	4
OG0005075	0	0
OG0005076	1	1
OG0005077	1	1
OG0005078	0	0
OG0005079	1	1
OG0005080	0	0
OG0005081	0	0
OG0005082	0	0
OG0005083	0	0
OG0005084	1	1
OG0005085	1	1
OG0005086	1	1
OG0005087	1	1
OG0005088	0	0
OG0005089	0	0
OG0005090	0	0
OG0005091	0	0
OG0005092	1	1
OG0005093	1	1
OG0005094	0	0
OG0005095	0	0
OG0005096	1	1
OG0005097	0	0
OG0005098	1	1
OG0005099	0	0
OG0005100	3	3
OG0005101	0	0
OG0005102	0	0
OG0005103	1	1
OG0005104	1	1
OG0005105	0	0
OG0005106	1	1
OG0005107	0	0
OG0005108	0	0
OG0005109	0	0
OG0005110	1	1
OG0005111	0	0
OG0005112	0	0
OG0005113	0	0
OG0005114	4	4
OG0005115	0	0
OG0005116	0	0
OG0005117	0	0
OG0005118	0	0
OG0005119	0	0
OG0005120	0	0
OG0005121	0	0
OG0005122	0	0
OG0005123	0	0
OG0005124	0	0
OG0005125	1	1
OG0005126	1	1
OG0005127	0	0
OG0005128	0	0
OG0005129	0	0
OG0005130	0	0
OG0005131	1	1
OG0005132	1	1
OG0005133	0	0
OG0005134	0	0
OG0005135	0	0
OG0005136	1	1
OG0005137	2	2
OG0005138	0	0
OG0005139	1	1
OG0005140	0	0
OG0005141	0	0
OG0005142	0	0
OG0005143	0	0
OG0005144	0	0
OG0005145	0	0
OG0005146	0	0
OG0005147	1	1
OG0005148	0	0
OG0005149	0	0
OG0005150	0	0
OG0005151	0	0
OG0005152	1	1
OG0005153	1	1
OG0005154	1	1
OG0005155	0	0
OG0005156	0	0
OG0005157	1	1
OG0005158	1	1
OG0005159	0	0
OG0005160	0	0
OG0005161	1	1
OG0005162	1	1
OG0005163	0	0
OG0005164	0	0
OG0005165	0	0
OG0005166	0	0
OG0005167	1	1
OG0005168	0	0
OG0005169	0	0
OG0005170	1	1
OG0005171	0	0
OG0005172	0	0
OG0005173	0	0
OG0005174	0	0
OG0005175	0	0
OG0005176	0	0
OG0005177	0	0
OG0005178	0	0
OG0005179	0	0
OG0005180	0	0
OG0005181	0	0
OG0005182	0	0
OG0005183	1	1
OG0005184	3	3
OG0005185	0	0
OG0005186	0	0
OG0005187	1	1
OG0005188	0	0
OG0005189	0	0
OG0005190	1	1
OG0005191	1	1
OG0005192	1	1
OG0005193	0	0
OG0005194	1	1
OG0005195	0	0
OG0005196	0	0
OG0005197	0	0
OG0005198	1	1
OG0005199	0	0
OG0005200	2	2
OG0005201	0	0
OG0005202	0	0
OG0005203	0	0
OG0005204	0	0
OG0005205	0	0
OG0005206	1	1
OG0005207	0	0
OG0005208	1	1
OG0005209	0	0
OG0005210	1	1
OG0005211	0	0
OG0005212	0	0
OG0005213	0	0
OG0005214	0	0
OG0005215	0	0
OG0005216	1	1
OG0005217	0	0
OG0005218	0	0
OG0005219	0	0
OG0005220	1	1
OG0005221	1	1
OG0005222	0	0
OG0005223	1	1
OG0005224	2	2
OG0005225	0	0
OG0005226	0	0
OG0005227	0	0
OG0005228	0	0
OG0005229	0	0
OG0005230	0	0
OG0005231	0	0
OG0005232	0	0
OG0005233	0	0
OG0005234	0	0
OG0005235	1	1
OG0005236	0	0
OG0005237	0	0
OG0005238	0	0
OG0005239	2	2
OG0005240	0	0
OG0005241	3	3
OG0005242	0	0
OG0005243	0	0
OG0005244	1	1
OG0005245	1	1
OG0005246	0	0
OG0005247	0	0
OG0005248	0	0
OG0005249	0	0
OG0005250	0	0
OG0005251	0	0
OG0005252	0	0
OG0005253	1	1
OG0005254	0	0
OG0005255	0	0
OG0005256	1	1
OG0005257	1	1
OG0005258	1	1
OG0005259	0	0
OG0005260	0	0
OG0005261	1	1
OG0005262	0	0
OG0005263	1	1
OG0005264	0	0
OG0005265	0	0
OG0005266	0	0
OG0005267	1	1
OG0005268	0	0
OG0005269	0	0
OG0005270	2	2
OG0005271	0	0
OG0005272	3	3
OG0005273	3	3
OG0005274	0	0
OG0005275	1	1
OG0005276	0	0
OG0005277	0	0
OG0005278	0	0
OG0005279	0	0
OG0005280	0	0
OG0005281	0	0
OG0005282	0	0
OG0005283	0	0
OG0005284	0	0
OG0005285	0	0
OG0005286	0	0
OG0005287	0	0
OG0005288	0	0
OG0005289	3	3
OG0005290	1	1
OG0005291	1	1
OG0005292	1	1
OG0005293	2	2
OG0005294	2	2
OG0005295	2	2
OG0005296	1	1
OG0005297	2	2
OG0005298	2	2
OG0005299	3	3
OG0005300	1	1
OG0005301	2	2
OG0005302	3	3
OG0005303	3	3
OG0005304	2	2
OG0005305	2	2
OG0005306	2	2
OG0005307	2	2
OG0005308	3	3
OG0005309	1	1
OG0005310	2	2
OG0005311	1	1
OG0005312	1	1
OG0005313	2	2
OG0005314	1	1
OG0005315	3	3
OG0005316	1	1
OG0005317	2	2
OG0005318	1	1
OG0005319	2	2
OG0005320	3	3
OG0005321	2	2
OG0005322	4	4
OG0005323	3	3
OG0005324	3	3
OG0005325	2	2
OG0005326	4	4
OG0005327	2	2
OG0005328	2	2
OG0005329	3	3
OG0005330	3	3
OG0005331	1	1
OG0005332	3	3
OG0005333	2	2
OG0005334	1	1
OG0005335	2	2
OG0005336	1	1
OG0005337	2	2
OG0005338	3	3
OG0005339	1	1
OG0005340	2	2
OG0005341	2	2
OG0005342	2	2
OG0005343	1	1
OG0005344	3	3
OG0005345	3	3
OG0005346	3	3
OG0005347	3	3
OG0005348	3	3
OG0005349	2	2
OG0005350	2	2
OG0005351	3	3
OG0005352	2	2
OG0005353	4	4
OG0005354	2	2
OG0005355	3	3
OG0005356	2	2
OG0005357	1	1
OG0005358	3	3
OG0005359	2	2
OG0005360	3	3
OG0005361	2	2
OG0005362	3	3
OG0005363	3	3
OG0005364	2	2
OG0005365	3	3
OG0005366	1	1
OG0005367	3	3
OG0005368	2	2
OG0005369	1	1
OG0005370	2	2
OG0005371	2	2
OG0005372	2	2
OG0005373	1	1
OG0005374	1	1
OG0005375	1	1
OG0005376	2	2
OG0005377	2	2
OG0005378	1	1
OG0005379	1	1
OG0005380	1	1
OG0005381	1	1
OG0005382	1	1
OG0005383	3	3
OG0005384	2	2
OG0005385	2	2
OG0005386	2	2
OG0005387	1	1
OG0005388	3	3
OG0005389	2	2
OG0005390	3	3
OG0005391	1	1
OG0005392	3	3
OG0005393	2	2
OG0005394	3	3
OG0005395	3	3
OG0005396	3	3
OG0005397	2	2
OG0005398	3	3
OG0005399	2	2
OG0005400	2	2
OG0005401	3	3
OG0005402	3	3
OG0005403	1	1
OG0005404	1	1
OG0005405	1	1
OG0005406	1	1
OG0005407	3	3
OG0005408	2	2
OG0005409	2	2
OG0005410	3	3
OG0005411	4	4
OG0005412	2	2
OG0005413	2	2
OG0005414	2	2
OG0005415	2	2
OG0005416	2	2
OG0005417	3	3
OG0005418	2	2
OG0005419	2	2
OG0005420	3	3
OG0005421	3	3
OG0005422	3	3
OG0005423	2	2
OG0005424	2	2
OG0005425	3	3
OG0005426	1	1
OG0005427	2	2
OG0005428	2	2
OG0005429	3	3
OG0005430	3	3
OG0005431	2	2
OG0005432	3	3
OG0005433	2	2
OG0005434	2	2
OG0005435	2	2
OG0005436	3	3
OG0005437	4	4
OG0005438	2	2
OG0005439	3	3
OG0005440	1	1
OG0005441	2	2
OG0005442	1	1
OG0005443	1	1
OG0005444	3	3
OG0005445	2	2
OG0005446	1	1
OG0005447	2	2
OG0005448	1	1
OG0005449	1	1
OG0005450	1	1
OG0005451	1	1
OG0005452	3	3
OG0005453	2	2
OG0005454	3	3
OG0005455	2	2
OG0005456	3	3
OG0005457	3	3
OG0005458	3	3
OG0005459	2	2
OG0005460	1	1
OG0005461	2	2
OG0005462	2	2
OG0005463	2	2
OG0005464	3	3
OG0005465	2	2
OG0005466	2	2
OG0005467	2	2
OG0005468	2	2
OG0005469	3	3
OG0005470	3	3
OG0005471	2	2
OG0005472	2	2
OG0005473	2	2
OG0005474	2	2
OG0005475	2	2
OG0005476	2	2
OG0005477	2	2
OG0005478	2	2
OG0005479	2	2
OG0005480	1	1
OG0005481	2	2
OG0005482	2	2
OG0005483	1	1
OG0005484	2	2
OG0005485	1	1
OG0005486	4	4
OG0005487	2	2
OG0005488	3	3
OG0005489	1	1
OG0005490	2	2
OG0005491	1	1
OG0005492	1	1
OG0005493	1	1
OG0005494	1	1
OG0005495	3	3
OG0005496	1	1
OG0005497	2	2
OG0005498	3	3
OG0005499	2	2
OG0005500	3	3
OG0005501	2	2
OG0005502	2	2
OG0005503	2	2
OG0005504	2	2
OG0005505	1	1
OG0005506	2	2
OG0005507	2	2
OG0005508	1	1
OG0005509	2	2
OG0005510	3	3
OG0005511	1	1
OG0005512	3	3
OG0005513	1	1
OG0005514	2	2
OG0005515	2	2
OG0005516	1	1
OG0005517	3	3
OG0005518	3	3
OG0005519	1	1
OG0005520	2	2
OG0005521	3	3
OG0005522	2	2
OG0005523	2	2
OG0005524	1	1
OG0005525	1	1
OG0005526	1	1
OG0005527	2	2
OG0005528	1	1
OG0005529	1	1
OG0005530	2	2
OG0005531	1	1
OG0005532	2	2
OG0005533	2	2
OG0005534	1	1
OG0005535	3	3
OG0005536	3	3
OG0005537	2	2
OG0005538	1	1
OG0005539	2	2
OG0005540	1	1
OG0005541	2	2
OG0005542	2	2
OG0005543	1	1
OG0005544	2	2
OG0005545	1	1
OG0005546	1	1
OG0005547	2	2
OG0005548	3	3
OG0005549	1	1
OG0005550	1	1
OG0005551	1	1
OG0005552	3	3
OG0005553	2	2
OG0005554	3	3
OG0005555	3	3
OG0005556	1	1
OG0005557	2	2
OG0005558	2	2
OG0005559	1	1
OG0005560	1	1
OG0005561	2	2
OG0005562	3	3
OG0005563	3	3
OG0005564	2	2
OG0005565	2	2
OG0005566	3	3
OG0005567	3	3
OG0005568	3	3
OG0005569	3	3
OG0005570	3	3
OG0005571	2	2
OG0005572	3	3
OG0005573	3	3
OG0005574	2	2
OG0005575	2	2
OG0005576	3	3
OG0005577	2	2
