Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker	Total
OG0016373	0	1	1	0	0	2
OG0016374	0	1	1	0	0	2
OG0016375	0	1	1	0	0	2
OG0016376	0	1	0	0	1	2
OG0016377	0	2	0	0	0	2
OG0016378	0	2	0	0	0	2
OG0016379	0	1	1	0	0	2
OG0016380	0	1	1	0	0	2
OG0016381	0	1	1	0	0	2
OG0016382	0	1	1	0	0	2
OG0016383	0	1	1	0	0	2
OG0016384	0	1	1	0	0	2
OG0016385	0	1	1	0	0	2
OG0016386	0	1	1	0	0	2
OG0016387	0	1	1	0	0	2
OG0016388	0	1	1	0	0	2
OG0016389	0	1	1	0	0	2
OG0016390	0	1	1	0	0	2
OG0016391	0	1	1	0	0	2
OG0016392	0	1	1	0	0	2
OG0016393	0	1	1	0	0	2
OG0016394	0	1	1	0	0	2
OG0016395	0	1	1	0	0	2
OG0016396	0	1	1	0	0	2
OG0016397	0	1	1	0	0	2
OG0016398	0	1	1	0	0	2
OG0016399	0	1	1	0	0	2
OG0016400	0	1	1	0	0	2
OG0016401	0	1	1	0	0	2
OG0016402	0	1	1	0	0	2
OG0016403	0	1	1	0	0	2
OG0016404	0	1	1	0	0	2
OG0016405	0	1	1	0	0	2
OG0016406	0	1	1	0	0	2
OG0016407	0	1	1	0	0	2
OG0016408	0	1	1	0	0	2
OG0016409	0	1	1	0	0	2
OG0016410	0	1	1	0	0	2
OG0016411	0	1	1	0	0	2
OG0016412	0	1	1	0	0	2
OG0016413	0	1	1	0	0	2
OG0016414	0	1	1	0	0	2
OG0016415	0	1	1	0	0	2
OG0016416	0	1	1	0	0	2
OG0016417	0	1	1	0	0	2
OG0016418	0	1	1	0	0	2
OG0016419	0	1	1	0	0	2
OG0016420	0	1	1	0	0	2
OG0016421	0	1	1	0	0	2
OG0016422	0	1	1	0	0	2
OG0016423	0	1	1	0	0	2
OG0016424	0	1	1	0	0	2
OG0016425	0	1	1	0	0	2
OG0016426	0	1	1	0	0	2
OG0016427	0	1	1	0	0	2
OG0016428	0	1	1	0	0	2
OG0016429	0	1	1	0	0	2
OG0016430	0	1	1	0	0	2
OG0016431	0	1	1	0	0	2
OG0016432	0	1	1	0	0	2
OG0016433	0	1	1	0	0	2
OG0016434	0	1	1	0	0	2
OG0016435	0	1	1	0	0	2
OG0016436	0	1	1	0	0	2
OG0016437	0	1	1	0	0	2
OG0016438	0	1	1	0	0	2
OG0016439	0	1	1	0	0	2
OG0016440	0	1	1	0	0	2
OG0016441	0	1	1	0	0	2
OG0016442	0	1	1	0	0	2
OG0016443	0	1	1	0	0	2
OG0016444	0	1	1	0	0	2
OG0016445	0	1	1	0	0	2
OG0016446	0	1	1	0	0	2
OG0016447	0	1	1	0	0	2
OG0016448	0	1	1	0	0	2
OG0016449	0	1	1	0	0	2
OG0016450	0	1	1	0	0	2
OG0016451	0	1	1	0	0	2
OG0016452	0	1	1	0	0	2
OG0016453	0	1	1	0	0	2
OG0016454	0	1	1	0	0	2
OG0016455	0	1	1	0	0	2
OG0016456	0	1	1	0	0	2
OG0016457	0	1	1	0	0	2
OG0016458	0	1	1	0	0	2
OG0016459	0	1	1	0	0	2
OG0016460	0	1	1	0	0	2
OG0016461	0	1	1	0	0	2
OG0016462	0	1	1	0	0	2
OG0016463	0	1	1	0	0	2
OG0016464	0	1	1	0	0	2
OG0016465	0	1	1	0	0	2
OG0016466	0	1	1	0	0	2
OG0016467	0	1	1	0	0	2
OG0016468	0	1	1	0	0	2
OG0016469	0	1	1	0	0	2
OG0016470	0	1	1	0	0	2
OG0016471	0	1	1	0	0	2
OG0016472	0	1	1	0	0	2
OG0016473	0	1	1	0	0	2
OG0016474	0	1	1	0	0	2
OG0016475	0	1	1	0	0	2
OG0016476	0	1	1	0	0	2
OG0016477	0	1	1	0	0	2
OG0016478	0	1	1	0	0	2
OG0016479	0	1	1	0	0	2
OG0016480	0	1	1	0	0	2
OG0016481	0	1	1	0	0	2
OG0016482	0	1	1	0	0	2
OG0016483	0	1	1	0	0	2
OG0016484	0	1	1	0	0	2
OG0016485	0	1	1	0	0	2
OG0016486	0	1	1	0	0	2
OG0016487	0	1	1	0	0	2
OG0016488	0	1	1	0	0	2
OG0016489	0	1	1	0	0	2
OG0016490	0	1	1	0	0	2
OG0016491	0	1	1	0	0	2
OG0016492	0	1	1	0	0	2
OG0016493	0	1	1	0	0	2
OG0016494	0	1	1	0	0	2
OG0016495	0	1	1	0	0	2
OG0016496	0	1	1	0	0	2
OG0016497	0	1	1	0	0	2
OG0016498	0	1	1	0	0	2
OG0016499	0	1	1	0	0	2
OG0016500	0	1	1	0	0	2
OG0016501	0	1	1	0	0	2
OG0016502	0	1	1	0	0	2
OG0016503	0	1	1	0	0	2
OG0016504	0	1	1	0	0	2
OG0016505	0	1	1	0	0	2
OG0016506	0	1	1	0	0	2
OG0016507	0	1	1	0	0	2
OG0016508	0	1	1	0	0	2
OG0016509	0	1	1	0	0	2
OG0016510	0	1	1	0	0	2
OG0016511	0	1	1	0	0	2
OG0016512	0	1	1	0	0	2
OG0016513	0	1	1	0	0	2
OG0016514	0	1	1	0	0	2
OG0016515	0	1	1	0	0	2
OG0016516	0	1	1	0	0	2
OG0016517	0	1	1	0	0	2
OG0016518	0	1	1	0	0	2
OG0016519	0	1	1	0	0	2
OG0016520	0	1	1	0	0	2
OG0016521	0	1	1	0	0	2
OG0016522	0	1	1	0	0	2
OG0016523	0	1	1	0	0	2
OG0016524	0	1	1	0	0	2
OG0016525	0	1	1	0	0	2
OG0016526	0	1	1	0	0	2
OG0016527	0	1	1	0	0	2
OG0016528	0	1	1	0	0	2
OG0016529	0	1	1	0	0	2
OG0016530	0	1	1	0	0	2
OG0016531	0	1	1	0	0	2
OG0016532	0	1	1	0	0	2
OG0016533	0	1	1	0	0	2
OG0016534	0	1	1	0	0	2
OG0016535	0	1	1	0	0	2
OG0016536	0	1	1	0	0	2
OG0016537	0	1	1	0	0	2
OG0016538	0	1	1	0	0	2
OG0016539	0	1	1	0	0	2
OG0016540	0	1	1	0	0	2
OG0016541	0	1	1	0	0	2
OG0016542	0	1	1	0	0	2
OG0016543	0	1	1	0	0	2
OG0016544	0	1	1	0	0	2
OG0016545	0	1	1	0	0	2
OG0016546	0	1	1	0	0	2
OG0016547	0	1	1	0	0	2
OG0016548	0	1	1	0	0	2
OG0016549	0	1	1	0	0	2
OG0016550	0	1	1	0	0	2
OG0016551	0	1	1	0	0	2
OG0016552	0	1	1	0	0	2
OG0016553	0	1	1	0	0	2
OG0016554	0	1	1	0	0	2
OG0016555	0	1	1	0	0	2
OG0016556	0	1	1	0	0	2
OG0016557	0	1	1	0	0	2
OG0016558	0	1	1	0	0	2
OG0016559	0	1	1	0	0	2
OG0016560	0	1	1	0	0	2
OG0016561	0	1	1	0	0	2
OG0016562	0	1	1	0	0	2
OG0016563	0	1	1	0	0	2
OG0016564	0	1	1	0	0	2
OG0016565	0	1	1	0	0	2
OG0016566	0	1	1	0	0	2
OG0016567	0	1	1	0	0	2
OG0016568	0	1	1	0	0	2
OG0016569	0	1	1	0	0	2
OG0016570	0	1	1	0	0	2
OG0016571	0	1	1	0	0	2
OG0016572	0	1	1	0	0	2
OG0016573	0	1	1	0	0	2
OG0016574	0	1	1	0	0	2
OG0016575	0	1	1	0	0	2
OG0016576	0	1	1	0	0	2
OG0016577	0	1	1	0	0	2
OG0016578	0	1	1	0	0	2
OG0016579	0	1	1	0	0	2
OG0016580	0	1	1	0	0	2
OG0016581	0	1	1	0	0	2
OG0016582	0	1	1	0	0	2
OG0016583	0	1	1	0	0	2
OG0016584	0	1	1	0	0	2
OG0016585	0	1	1	0	0	2
OG0016586	0	1	1	0	0	2
OG0016587	0	1	1	0	0	2
OG0016588	0	1	1	0	0	2
OG0016589	0	2	0	0	0	2
OG0016590	0	1	1	0	0	2
OG0016591	0	1	1	0	0	2
OG0016592	0	1	1	0	0	2
OG0016593	0	1	1	0	0	2
OG0016594	0	1	1	0	0	2
OG0016595	0	1	1	0	0	2
OG0016596	0	1	1	0	0	2
OG0016597	0	1	1	0	0	2
OG0016598	0	1	1	0	0	2
OG0016599	0	1	1	0	0	2
OG0016600	0	1	1	0	0	2
OG0016601	0	1	1	0	0	2
OG0016602	0	1	1	0	0	2
OG0016603	0	1	1	0	0	2
OG0016604	0	1	1	0	0	2
OG0016605	0	1	1	0	0	2
OG0016606	0	1	1	0	0	2
OG0016607	0	1	1	0	0	2
OG0016608	0	1	1	0	0	2
OG0016609	0	1	1	0	0	2
OG0016610	0	1	1	0	0	2
OG0016611	0	1	1	0	0	2
OG0016612	0	1	1	0	0	2
OG0016613	0	1	1	0	0	2
OG0016614	0	1	1	0	0	2
OG0016615	0	1	1	0	0	2
OG0016616	0	1	1	0	0	2
OG0016617	0	1	1	0	0	2
OG0016618	0	1	1	0	0	2
OG0016619	0	1	1	0	0	2
OG0016620	0	1	1	0	0	2
OG0016621	0	1	1	0	0	2
OG0016622	0	1	1	0	0	2
OG0016623	0	1	1	0	0	2
OG0016624	0	1	1	0	0	2
OG0016625	0	1	1	0	0	2
OG0016626	0	1	1	0	0	2
OG0016627	0	1	1	0	0	2
OG0016628	0	1	1	0	0	2
OG0016629	0	1	1	0	0	2
OG0016630	0	1	1	0	0	2
OG0016631	0	1	1	0	0	2
OG0016632	0	1	1	0	0	2
OG0016633	0	1	1	0	0	2
OG0016634	0	1	1	0	0	2
OG0016635	0	1	1	0	0	2
OG0016636	0	1	1	0	0	2
OG0016637	0	1	1	0	0	2
OG0016638	0	1	1	0	0	2
OG0016639	0	1	1	0	0	2
OG0016640	0	1	1	0	0	2
OG0016641	0	1	1	0	0	2
OG0016642	0	1	1	0	0	2
OG0016643	0	1	1	0	0	2
OG0016644	0	1	1	0	0	2
OG0016645	0	1	1	0	0	2
OG0016646	0	1	1	0	0	2
OG0016647	0	1	1	0	0	2
OG0016648	0	1	1	0	0	2
OG0016649	0	1	1	0	0	2
OG0016650	0	1	1	0	0	2
OG0016651	0	1	1	0	0	2
OG0016652	0	1	1	0	0	2
OG0016653	0	1	1	0	0	2
OG0016654	0	1	1	0	0	2
OG0016655	0	1	1	0	0	2
OG0016656	0	1	0	0	1	2
OG0016657	0	2	0	0	0	2
OG0016658	0	2	0	0	0	2
OG0016659	0	1	0	0	1	2
OG0016660	0	1	0	1	0	2
OG0016661	0	1	0	0	1	2
OG0016662	0	1	0	0	1	2
OG0016663	0	2	0	0	0	2
OG0016664	0	1	1	0	0	2
OG0016665	0	1	1	0	0	2
OG0016666	0	1	1	0	0	2
OG0016667	0	1	1	0	0	2
OG0016668	0	1	1	0	0	2
OG0016669	0	1	1	0	0	2
OG0016670	0	1	1	0	0	2
OG0016671	0	1	1	0	0	2
OG0016672	0	1	1	0	0	2
OG0016673	0	1	1	0	0	2
OG0016674	0	1	1	0	0	2
OG0016675	0	1	1	0	0	2
OG0016676	0	1	1	0	0	2
OG0016677	0	1	1	0	0	2
OG0016678	0	1	1	0	0	2
OG0016679	0	1	1	0	0	2
OG0016680	0	1	1	0	0	2
OG0016681	0	1	1	0	0	2
OG0016682	0	1	1	0	0	2
OG0016683	0	1	1	0	0	2
OG0016684	0	1	1	0	0	2
OG0016685	0	1	1	0	0	2
OG0016686	0	1	1	0	0	2
OG0016687	0	1	1	0	0	2
OG0016688	0	1	1	0	0	2
OG0016689	0	1	1	0	0	2
OG0016690	0	1	1	0	0	2
OG0016691	0	1	1	0	0	2
OG0016692	0	1	1	0	0	2
OG0016693	0	1	1	0	0	2
OG0016694	0	1	1	0	0	2
OG0016695	0	1	1	0	0	2
OG0016696	0	2	0	0	0	2
OG0016697	0	1	1	0	0	2
OG0016698	0	1	1	0	0	2
OG0016699	0	1	1	0	0	2
OG0016700	0	1	1	0	0	2
OG0016701	0	1	1	0	0	2
OG0016702	0	1	1	0	0	2
OG0016703	0	1	1	0	0	2
OG0016704	0	1	1	0	0	2
OG0016705	0	1	1	0	0	2
OG0016706	0	2	0	0	0	2
OG0016707	0	1	1	0	0	2
OG0016708	0	1	1	0	0	2
OG0016709	0	1	1	0	0	2
OG0016710	0	1	1	0	0	2
OG0016711	0	1	1	0	0	2
OG0016712	0	1	1	0	0	2
OG0016713	0	1	1	0	0	2
OG0016714	0	1	1	0	0	2
OG0016715	0	1	1	0	0	2
OG0016716	0	1	1	0	0	2
OG0016717	0	1	1	0	0	2
OG0016718	0	1	1	0	0	2
OG0016719	0	2	0	0	0	2
OG0016720	0	1	0	0	1	2
OG0016721	0	1	1	0	0	2
OG0016722	0	2	0	0	0	2
OG0016723	0	1	1	0	0	2
OG0016724	0	1	1	0	0	2
OG0016725	0	1	1	0	0	2
OG0016726	0	1	1	0	0	2
OG0016727	0	1	1	0	0	2
OG0016728	0	1	1	0	0	2
OG0016729	0	2	0	0	0	2
OG0016730	0	1	1	0	0	2
OG0016731	0	1	1	0	0	2
OG0016732	0	1	1	0	0	2
OG0016733	0	1	1	0	0	2
OG0016734	0	1	1	0	0	2
OG0016735	0	1	1	0	0	2
OG0016736	0	1	1	0	0	2
OG0016737	0	1	1	0	0	2
OG0016738	0	1	1	0	0	2
OG0016739	0	1	1	0	0	2
OG0016740	0	1	1	0	0	2
OG0016741	0	1	1	0	0	2
OG0016742	0	1	1	0	0	2
OG0016743	0	1	1	0	0	2
OG0016744	0	1	1	0	0	2
OG0016745	0	1	1	0	0	2
OG0016746	0	1	1	0	0	2
OG0016747	0	1	1	0	0	2
OG0016748	0	2	0	0	0	2
OG0016749	0	1	1	0	0	2
OG0016750	0	1	1	0	0	2
OG0016751	0	1	1	0	0	2
OG0016752	0	1	1	0	0	2
OG0016753	0	1	1	0	0	2
OG0016754	0	1	1	0	0	2
OG0016755	0	1	1	0	0	2
OG0016756	0	1	1	0	0	2
OG0016757	0	1	1	0	0	2
OG0016758	0	1	0	0	1	2
OG0016759	0	1	1	0	0	2
OG0016760	0	1	1	0	0	2
OG0016761	0	1	1	0	0	2
OG0016762	0	1	1	0	0	2
OG0016763	0	1	1	0	0	2
OG0016764	0	1	1	0	0	2
OG0016765	0	1	1	0	0	2
OG0016766	0	1	1	0	0	2
OG0016767	0	1	1	0	0	2
OG0016768	0	1	1	0	0	2
OG0016769	0	1	1	0	0	2
OG0016770	0	1	1	0	0	2
OG0016771	0	1	1	0	0	2
OG0016772	0	1	1	0	0	2
OG0016773	0	1	1	0	0	2
OG0016774	0	1	1	0	0	2
OG0016775	0	1	1	0	0	2
OG0016776	0	1	1	0	0	2
OG0016777	0	1	1	0	0	2
OG0016778	0	1	1	0	0	2
OG0016779	0	1	1	0	0	2
OG0016780	0	1	1	0	0	2
OG0016781	0	1	1	0	0	2
OG0016782	0	1	1	0	0	2
OG0016783	0	1	1	0	0	2
OG0016784	0	1	1	0	0	2
OG0016785	0	1	1	0	0	2
OG0016786	0	1	1	0	0	2
OG0016787	0	1	1	0	0	2
OG0016788	0	1	1	0	0	2
OG0016789	0	1	1	0	0	2
OG0016790	0	1	1	0	0	2
OG0016791	0	1	1	0	0	2
OG0016792	0	1	1	0	0	2
OG0016793	0	1	1	0	0	2
OG0016794	0	1	1	0	0	2
OG0016795	0	1	1	0	0	2
OG0016796	0	1	1	0	0	2
OG0016797	0	1	1	0	0	2
OG0016798	0	1	1	0	0	2
OG0016799	0	1	1	0	0	2
OG0016800	0	1	1	0	0	2
OG0016801	0	1	1	0	0	2
OG0016802	0	1	1	0	0	2
OG0016803	0	1	1	0	0	2
OG0016804	0	1	1	0	0	2
OG0016805	0	1	1	0	0	2
OG0016806	0	1	1	0	0	2
OG0016807	0	1	1	0	0	2
OG0016808	0	1	1	0	0	2
OG0016809	0	1	1	0	0	2
OG0016810	0	1	1	0	0	2
OG0016811	0	1	1	0	0	2
OG0016812	0	1	1	0	0	2
OG0016813	0	1	1	0	0	2
OG0016814	0	1	1	0	0	2
OG0016815	0	1	1	0	0	2
OG0016816	0	1	1	0	0	2
OG0016817	0	1	1	0	0	2
OG0016818	0	1	1	0	0	2
OG0016819	0	1	1	0	0	2
OG0016820	0	1	1	0	0	2
OG0016821	0	1	1	0	0	2
OG0016822	0	1	1	0	0	2
OG0016823	0	1	1	0	0	2
OG0016824	0	1	1	0	0	2
OG0016825	0	1	1	0	0	2
OG0016826	0	1	1	0	0	2
OG0016827	0	1	1	0	0	2
OG0016828	0	1	1	0	0	2
OG0016829	0	1	1	0	0	2
OG0016830	0	2	0	0	0	2
OG0016831	0	1	1	0	0	2
OG0016832	0	1	1	0	0	2
OG0016833	0	1	1	0	0	2
OG0016834	0	1	1	0	0	2
OG0016835	0	1	1	0	0	2
OG0016836	0	1	1	0	0	2
OG0016837	0	1	1	0	0	2
OG0016838	0	1	1	0	0	2
OG0016839	0	1	1	0	0	2
OG0016840	0	1	1	0	0	2
OG0016841	0	1	1	0	0	2
OG0016842	0	1	1	0	0	2
OG0016843	0	1	1	0	0	2
OG0016844	0	1	1	0	0	2
OG0016845	0	1	1	0	0	2
OG0016846	0	1	1	0	0	2
OG0016847	0	1	1	0	0	2
OG0016848	0	1	1	0	0	2
OG0016849	0	1	1	0	0	2
OG0016850	0	1	1	0	0	2
OG0016851	0	1	1	0	0	2
OG0016852	0	1	1	0	0	2
OG0016853	0	1	1	0	0	2
OG0016854	0	1	1	0	0	2
OG0016855	0	1	1	0	0	2
OG0016856	0	1	1	0	0	2
OG0016857	0	1	1	0	0	2
OG0016858	0	1	1	0	0	2
OG0016859	0	1	1	0	0	2
OG0016860	0	1	1	0	0	2
OG0016861	0	1	1	0	0	2
OG0016862	0	1	1	0	0	2
OG0016863	0	1	1	0	0	2
OG0016864	0	1	1	0	0	2
OG0016865	0	1	1	0	0	2
OG0016866	0	1	0	0	1	2
OG0016867	0	1	1	0	0	2
OG0016868	0	1	1	0	0	2
OG0016869	0	1	1	0	0	2
OG0016870	0	1	1	0	0	2
OG0016871	0	1	1	0	0	2
OG0016872	0	1	1	0	0	2
OG0016873	0	1	1	0	0	2
OG0016874	0	1	1	0	0	2
OG0016875	0	1	1	0	0	2
OG0016876	0	1	1	0	0	2
OG0016877	0	1	1	0	0	2
OG0016878	0	1	1	0	0	2
OG0016879	0	1	1	0	0	2
OG0016880	0	1	1	0	0	2
OG0016881	0	2	0	0	0	2
OG0016882	0	1	1	0	0	2
OG0016883	0	1	1	0	0	2
OG0016884	0	1	1	0	0	2
OG0016885	0	1	1	0	0	2
OG0016886	0	1	1	0	0	2
OG0016887	0	1	1	0	0	2
OG0016888	0	1	1	0	0	2
OG0016889	0	1	1	0	0	2
OG0016890	0	1	1	0	0	2
OG0016891	0	1	1	0	0	2
OG0016892	0	2	0	0	0	2
OG0016893	0	1	1	0	0	2
OG0016894	0	1	1	0	0	2
OG0016895	0	1	1	0	0	2
OG0016896	0	1	1	0	0	2
OG0016897	0	1	1	0	0	2
OG0016898	0	1	1	0	0	2
OG0016899	0	1	1	0	0	2
OG0016900	0	1	1	0	0	2
OG0016901	0	1	1	0	0	2
OG0016902	0	1	1	0	0	2
OG0016903	0	1	1	0	0	2
OG0016904	0	1	1	0	0	2
OG0016905	0	1	1	0	0	2
OG0016906	0	1	1	0	0	2
OG0016907	0	1	1	0	0	2
OG0016908	0	1	1	0	0	2
OG0016909	0	1	1	0	0	2
OG0016910	0	1	1	0	0	2
OG0016911	0	1	1	0	0	2
OG0016912	0	1	1	0	0	2
OG0016913	0	1	1	0	0	2
OG0016914	0	1	1	0	0	2
OG0016915	0	1	1	0	0	2
OG0016916	0	1	1	0	0	2
OG0016917	0	1	1	0	0	2
OG0016918	0	1	1	0	0	2
OG0016919	0	1	1	0	0	2
OG0016920	0	1	1	0	0	2
OG0016921	0	1	1	0	0	2
OG0016922	0	1	1	0	0	2
OG0016923	0	1	1	0	0	2
OG0016924	0	1	1	0	0	2
OG0016925	0	1	1	0	0	2
OG0016926	0	1	1	0	0	2
OG0016927	0	1	1	0	0	2
OG0016928	0	1	1	0	0	2
OG0016929	0	1	1	0	0	2
OG0016930	0	1	1	0	0	2
OG0016931	0	1	1	0	0	2
OG0016932	0	1	1	0	0	2
OG0016933	0	1	1	0	0	2
OG0016934	0	1	1	0	0	2
OG0016935	0	1	1	0	0	2
OG0016936	0	1	1	0	0	2
OG0016937	0	1	1	0	0	2
OG0016938	0	1	1	0	0	2
OG0016939	0	1	1	0	0	2
OG0016940	0	1	1	0	0	2
OG0016941	0	1	1	0	0	2
OG0016942	0	1	1	0	0	2
OG0016943	0	1	1	0	0	2
OG0016944	0	1	1	0	0	2
OG0016945	0	1	1	0	0	2
OG0016946	0	1	1	0	0	2
OG0016947	0	1	1	0	0	2
OG0016948	0	1	1	0	0	2
OG0016949	0	1	1	0	0	2
OG0016950	0	1	1	0	0	2
OG0016951	0	1	1	0	0	2
OG0016952	0	1	1	0	0	2
OG0016953	0	1	1	0	0	2
OG0016954	0	1	1	0	0	2
OG0016955	0	1	1	0	0	2
OG0016956	0	1	1	0	0	2
OG0016957	0	1	1	0	0	2
OG0016958	0	1	1	0	0	2
OG0016959	0	1	1	0	0	2
OG0016960	0	1	1	0	0	2
OG0016961	0	1	1	0	0	2
OG0016962	0	1	1	0	0	2
OG0016963	0	1	1	0	0	2
OG0016964	0	1	1	0	0	2
OG0016965	0	1	1	0	0	2
OG0016966	0	1	1	0	0	2
OG0016967	0	1	1	0	0	2
OG0016968	0	1	1	0	0	2
OG0016969	0	1	1	0	0	2
OG0016970	0	1	1	0	0	2
OG0016971	0	1	1	0	0	2
OG0016972	0	1	1	0	0	2
OG0016973	0	1	1	0	0	2
OG0016974	0	1	1	0	0	2
OG0016975	0	1	1	0	0	2
OG0016976	0	1	1	0	0	2
OG0016977	0	1	1	0	0	2
OG0016978	0	1	1	0	0	2
OG0016979	0	1	1	0	0	2
OG0016980	0	1	1	0	0	2
OG0016981	0	1	1	0	0	2
OG0016982	0	1	1	0	0	2
OG0016983	0	1	1	0	0	2
OG0016984	0	1	1	0	0	2
OG0016985	0	1	1	0	0	2
OG0016986	0	1	1	0	0	2
OG0016987	0	2	0	0	0	2
OG0016988	0	1	1	0	0	2
OG0016989	0	1	1	0	0	2
OG0016990	0	1	1	0	0	2
OG0016991	0	1	1	0	0	2
OG0016992	0	1	1	0	0	2
OG0016993	0	1	1	0	0	2
OG0016994	0	1	1	0	0	2
OG0016995	0	1	1	0	0	2
OG0016996	0	1	1	0	0	2
OG0016997	0	1	1	0	0	2
OG0016998	0	1	1	0	0	2
OG0016999	0	1	1	0	0	2
OG0017000	0	1	1	0	0	2
OG0017001	0	1	1	0	0	2
OG0017002	0	1	1	0	0	2
OG0017003	0	1	1	0	0	2
OG0017004	0	1	1	0	0	2
OG0017005	0	1	1	0	0	2
OG0017006	0	1	1	0	0	2
OG0017007	0	1	1	0	0	2
OG0017008	0	1	1	0	0	2
OG0017009	0	1	1	0	0	2
OG0017010	0	1	1	0	0	2
OG0017011	0	1	1	0	0	2
OG0017012	0	1	1	0	0	2
OG0017013	0	1	1	0	0	2
OG0017014	0	1	1	0	0	2
OG0017015	0	1	1	0	0	2
OG0017016	0	1	0	0	1	2
OG0017017	0	1	1	0	0	2
OG0017018	0	1	1	0	0	2
OG0017019	0	1	1	0	0	2
OG0017020	0	1	1	0	0	2
OG0017021	0	1	1	0	0	2
OG0017022	0	1	1	0	0	2
OG0017023	0	1	1	0	0	2
OG0017024	0	1	1	0	0	2
OG0017025	0	1	1	0	0	2
OG0017026	0	1	1	0	0	2
OG0017027	0	1	1	0	0	2
OG0017028	0	2	0	0	0	2
OG0017029	0	1	0	0	1	2
OG0017030	0	1	0	0	1	2
OG0017031	0	1	1	0	0	2
OG0017032	0	1	1	0	0	2
OG0017033	0	1	1	0	0	2
OG0017034	0	1	1	0	0	2
OG0017035	0	1	1	0	0	2
OG0017036	0	1	1	0	0	2
OG0017037	0	1	1	0	0	2
OG0017038	0	1	1	0	0	2
OG0017039	0	1	1	0	0	2
OG0017040	0	1	1	0	0	2
OG0017041	0	1	1	0	0	2
OG0017042	0	1	1	0	0	2
OG0017043	0	1	1	0	0	2
OG0017044	0	1	1	0	0	2
OG0017045	0	1	0	0	1	2
OG0017046	0	1	1	0	0	2
OG0017047	0	1	1	0	0	2
OG0017048	0	1	1	0	0	2
OG0017049	0	1	1	0	0	2
OG0017050	0	1	1	0	0	2
OG0017051	0	1	1	0	0	2
OG0017052	0	1	1	0	0	2
OG0017053	0	1	1	0	0	2
OG0017054	0	1	1	0	0	2
OG0017055	0	1	1	0	0	2
OG0017056	0	1	1	0	0	2
OG0017057	0	1	1	0	0	2
OG0017058	0	1	1	0	0	2
OG0017059	0	1	1	0	0	2
OG0017060	0	1	1	0	0	2
OG0017061	0	1	1	0	0	2
OG0017062	0	1	1	0	0	2
OG0017063	0	1	1	0	0	2
OG0017064	0	1	1	0	0	2
OG0017065	0	1	1	0	0	2
OG0017066	0	1	1	0	0	2
OG0017067	0	1	1	0	0	2
OG0017068	0	1	1	0	0	2
OG0017069	0	1	1	0	0	2
OG0017070	0	1	1	0	0	2
OG0017071	0	1	1	0	0	2
OG0017072	0	1	1	0	0	2
OG0017073	0	1	1	0	0	2
OG0017074	0	1	1	0	0	2
OG0017075	0	1	1	0	0	2
OG0017076	0	1	1	0	0	2
OG0017077	0	1	1	0	0	2
OG0017078	0	1	1	0	0	2
OG0017079	0	1	1	0	0	2
OG0017080	0	1	1	0	0	2
OG0017081	0	1	1	0	0	2
OG0017082	0	1	1	0	0	2
OG0017083	0	1	1	0	0	2
OG0017084	0	1	1	0	0	2
OG0017085	0	1	1	0	0	2
OG0017086	0	1	1	0	0	2
OG0017087	0	1	1	0	0	2
OG0017088	0	1	1	0	0	2
OG0017089	0	1	1	0	0	2
OG0017090	0	1	1	0	0	2
OG0017091	0	1	1	0	0	2
OG0017092	0	1	1	0	0	2
OG0017093	0	2	0	0	0	2
OG0017094	0	1	0	0	1	2
OG0017095	0	1	1	0	0	2
OG0017096	0	1	1	0	0	2
OG0017097	0	1	1	0	0	2
OG0017098	0	1	1	0	0	2
OG0017099	0	1	1	0	0	2
OG0017100	0	1	1	0	0	2
OG0017101	0	1	1	0	0	2
OG0017102	0	1	1	0	0	2
OG0017103	0	1	1	0	0	2
OG0017104	0	1	1	0	0	2
OG0017105	0	1	1	0	0	2
OG0017106	0	1	1	0	0	2
OG0017107	0	1	1	0	0	2
OG0017108	0	1	1	0	0	2
OG0017109	0	1	1	0	0	2
OG0017110	0	2	0	0	0	2
OG0017111	0	1	1	0	0	2
OG0017112	0	1	1	0	0	2
OG0017113	0	1	1	0	0	2
OG0017114	0	1	1	0	0	2
OG0017115	0	1	1	0	0	2
OG0017116	0	1	1	0	0	2
OG0017117	0	1	1	0	0	2
OG0017118	0	1	1	0	0	2
OG0017119	0	1	1	0	0	2
OG0017120	0	1	1	0	0	2
OG0017121	0	1	1	0	0	2
OG0017122	0	1	1	0	0	2
OG0017123	0	1	1	0	0	2
OG0017124	0	1	1	0	0	2
OG0017125	0	1	1	0	0	2
OG0017126	0	1	1	0	0	2
OG0017127	0	1	1	0	0	2
OG0017128	0	1	1	0	0	2
OG0017129	0	1	1	0	0	2
OG0017130	0	1	1	0	0	2
OG0017131	0	1	1	0	0	2
OG0017132	0	1	1	0	0	2
OG0017133	0	1	1	0	0	2
OG0017134	0	1	1	0	0	2
OG0017135	0	1	1	0	0	2
OG0017136	0	1	1	0	0	2
OG0017137	0	1	1	0	0	2
OG0017138	0	1	1	0	0	2
OG0017139	0	1	1	0	0	2
OG0017140	0	1	1	0	0	2
OG0017141	0	1	1	0	0	2
OG0017142	0	1	1	0	0	2
OG0017143	0	1	1	0	0	2
OG0017144	0	1	1	0	0	2
OG0017145	0	1	1	0	0	2
OG0017146	0	1	1	0	0	2
