Orthogroup	vvermcdc19_braker	acastellanii_braker
OG0001615	vverm_g8204.t1, vverm_g5755.t1	acastellanii_g6462.t1, acastellanii_g6462.t2
OG0001616	vverm_g9180.t1	acastellanii_g6503.t2, acastellanii_g6503.t1
OG0001617	vverm_g9301.t1, vverm_g8780.t1	acastellanii_g6518.t1
OG0001618	vverm_g16345.t2, vverm_g16345.t1	acastellanii_g503.t1, acastellanii_g5101.t1, acastellanii_g5953.t1
OG0001619	vverm_g9711.t3, vverm_g9711.t1, vverm_g2682.t1, vverm_g2682.t3	acastellanii_g5890.t1
OG0001620	vverm_g11320.t1	acastellanii_g162.t1, acastellanii_g5917.t1
OG0001621	vverm_g945.t2, vverm_g945.t1	acastellanii_g2104.t1, acastellanii_g5694.t1
OG0001622	vverm_g14440.t1	acastellanii_g5712.t1, acastellanii_g5712.t2
OG0001623	vverm_g3575.t1, vverm_g3575.t2	acastellanii_g5634.t2, acastellanii_g5634.t1
OG0001624	vverm_g8462.t2, vverm_g8462.t1	acastellanii_g2486.t1, acastellanii_g5503.t1
OG0001625	vverm_g15814.t1, vverm_g15815.t1, vverm_g16030.t1, vverm_g3870.t1	acastellanii_g5484.t1
OG0001626	vverm_g11008.t1, vverm_g11023.t1	acastellanii_g5492.t2, acastellanii_g5492.t1
OG0001627	vverm_g6493.t1, vverm_g6493.t2, vverm_g6493.t3, vverm_g4827.t1, vverm_g16558.t1	acastellanii_g5446.t2, acastellanii_g5446.t1
OG0001628	vverm_g10328.t2, vverm_g10454.t1	acastellanii_g5391.t1
OG0001629	vverm_g9873.t1	acastellanii_g5386.t1, acastellanii_g5386.t2
OG0001631	vverm_g392.t1, vverm_g392.t2	acastellanii_g5233.t1, acastellanii_g4763.t1
OG0001632	vverm_g4428.t3, vverm_g4428.t2, vverm_g4428.t1	acastellanii_g5014.t1
OG0001633	vverm_g12640.t1, vverm_g12640.t2	acastellanii_g4282.t1, acastellanii_g4885.t2, acastellanii_g4885.t1
OG0001634	vverm_g10334.t2, vverm_g10334.t3, vverm_g10334.t1	acastellanii_g4888.t1
OG0001635	vverm_g16819.t1, vverm_g9080.t1, vverm_g4.t2, vverm_g9205.t1, vverm_g4.t1, vverm_g6350.t1, vverm_g16915.t1	acastellanii_g4889.t1
OG0001636	vverm_g15663.t1	acastellanii_g4906.t1
OG0001637	vverm_g12582.t1	acastellanii_g4914.t1, acastellanii_g4915.t1, acastellanii_g605.t1, acastellanii_g605.t2
OG0001638	vverm_g16281.t1	acastellanii_g1275.t1, acastellanii_g4701.t1, acastellanii_g1276.t1
OG0001639	vverm_g1833.t1, vverm_g6537.t1, vverm_g2533.t2, vverm_g2533.t1	acastellanii_g4579.t1
OG0001640	vverm_g1450.t1, vverm_g7535.t1, vverm_g6230.t1	acastellanii_g4410.t2, acastellanii_g4410.t1, acastellanii_g1999.t1
OG0001641	vverm_g9067.t1, vverm_g14504.t1	acastellanii_g4419.t1, acastellanii_g4419.t2
OG0001642	vverm_g9925.t2, vverm_g9925.t1	acastellanii_g4433.t1, acastellanii_g4433.t3, acastellanii_g4433.t2
OG0001643	vverm_g9437.t1	acastellanii_g4437.t1
OG0001644	vverm_g11176.t1	acastellanii_g219.t1, acastellanii_g4137.t1, acastellanii_g221.t1
OG0001645	vverm_g4572.t1, vverm_g4572.t2	acastellanii_g4218.t1
OG0001647	vverm_g104.t1	acastellanii_g4236.t1
OG0001648	vverm_g12194.t1, vverm_g16605.t1	acastellanii_g4270.t1
OG0001649	vverm_g16838.t1	acastellanii_g4311.t1, acastellanii_g4311.t2, acastellanii_g4308.t1
OG0001650	vverm_g7156.t1, vverm_g7146.t1	acastellanii_g4317.t1
OG0001651	vverm_g13814.t2, vverm_g13814.t1	acastellanii_g4329.t1
OG0001652	vverm_g2545.t1	acastellanii_g3770.t1
OG0001653	vverm_g11919.t1, vverm_g550.t1, vverm_g9842.t1, vverm_g11592.t1, vverm_g1543.t1, vverm_g4575.t1, vverm_g10868.t1	acastellanii_g3787.t1
OG0001654	vverm_g12599.t2, vverm_g12599.t1, vverm_g1931.t2, vverm_g1931.t1	acastellanii_g3852.t1
OG0001655	vverm_g1664.t1, vverm_g1664.t2	acastellanii_g3652.t1
OG0001656	vverm_g12947.t1, vverm_g9992.t1	acastellanii_g3666.t1, acastellanii_g2574.t1, acastellanii_g2255.t1
OG0001657	vverm_g13597.t1, vverm_g2261.t1	acastellanii_g3627.t1
OG0001658	vverm_g9589.t3, vverm_g9589.t2, vverm_g9589.t1	acastellanii_g3628.t1
OG0001659	vverm_g15542.t1	acastellanii_g3521.t1, acastellanii_g3521.t2
OG0001660	vverm_g11100.t1, vverm_g9100.t1	acastellanii_g3545.t2, acastellanii_g3545.t1
OG0001661	vverm_g5262.t1	acastellanii_g1375.t1, acastellanii_g3431.t1
OG0001662	vverm_g13031.t1	acastellanii_g1092.t1, acastellanii_g1092.t2, acastellanii_g3497.t1
OG0001663	vverm_g8955.t1	acastellanii_g3343.t1, acastellanii_g3343.t3, acastellanii_g3343.t2
OG0001664	vverm_g8692.t1, vverm_g8692.t2	acastellanii_g3369.t1, acastellanii_g2248.t1
OG0001665	vverm_g5908.t3, vverm_g5908.t1, vverm_g5908.t2, vverm_g14031.t1	acastellanii_g3306.t1
OG0001666	vverm_g4487.t1	acastellanii_g3311.t2, acastellanii_g3311.t1, acastellanii_g3311.t3
OG0001667	vverm_g4850.t1	acastellanii_g3249.t1, acastellanii_g2383.t1
OG0001669	vverm_g14243.t1, vverm_g16177.t1, vverm_g16177.t2	acastellanii_g3036.t1, acastellanii_g3037.t1
OG0001670	vverm_g5259.t1, vverm_g2913.t1	acastellanii_g3062.t1
OG0001671	vverm_g13154.t1, vverm_g12519.t1, vverm_g13154.t2	acastellanii_g3132.t1
OG0001672	vverm_g13708.t1, vverm_g14324.t1, vverm_g5416.t1	acastellanii_g3174.t1
OG0001673	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1	acastellanii_g2907.t1
OG0001674	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2	acastellanii_g2724.t1
OG0001675	vverm_g4958.t2, vverm_g4958.t1, vverm_g4957.t1, vverm_g3045.t1, vverm_g10887.t1, vverm_g4958.t3	acastellanii_g2741.t1
OG0001676	vverm_g4852.t1	acastellanii_g2676.t1
OG0001677	vverm_g1524.t1	acastellanii_g2633.t1, acastellanii_g2633.t2
OG0001678	vverm_g8011.t1	acastellanii_g2284.t1, acastellanii_g2284.t2
OG0001679	vverm_g11280.t1	acastellanii_g1788.t1
OG0001680	vverm_g15299.t1, vverm_g15299.t2	acastellanii_g1808.t1
OG0001681	vverm_g13369.t1	acastellanii_g1949.t1, acastellanii_g1949.t2
OG0001682	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2	acastellanii_g2045.t1
OG0001683	vverm_g6333.t1, vverm_g6329.t1	acastellanii_g2047.t1
OG0001684	vverm_g3055.t1, vverm_g4507.t1	acastellanii_g2139.t1
OG0001685	vverm_g5193.t1	acastellanii_g2218.t1
OG0001685	vverm_g5191.t1	acastellanii_g410.t1
OG0001686	vverm_g8647.t1, vverm_g4174.t1	acastellanii_g2239.t1
OG0001687	vverm_g5254.t1, vverm_g16238.t1	acastellanii_g2262.t2, acastellanii_g2262.t1
OG0001688	vverm_g5566.t2, vverm_g5566.t1	acastellanii_g1772.t2, acastellanii_g1772.t1
OG0001689	vverm_g11638.t1	acastellanii_g1706.t2, acastellanii_g209.t1, acastellanii_g1706.t1
OG0001690	vverm_g5165.t2, vverm_g5165.t1	acastellanii_g1651.t1
OG0001691	vverm_g1289.t1	acastellanii_g1455.t1
OG0001692	vverm_g15861.t1	acastellanii_g1403.t2, acastellanii_g1403.t1
OG0001693	vverm_g6427.t2, vverm_g6427.t1, vverm_g4385.t1	acastellanii_g1132.t1
OG0001694	vverm_g7688.t1	acastellanii_g1142.t1
OG0001695	vverm_g12772.t1, vverm_g1530.t1	acastellanii_g1146.t1, acastellanii_g136.t1, acastellanii_g134.t1
OG0001696	vverm_g10218.t1, vverm_g12061.t1, vverm_g12958.t1	acastellanii_g1153.t1
OG0001697	vverm_g14916.t1	acastellanii_g1169.t1
OG0001698	vverm_g10938.t1	acastellanii_g1066.t1
OG0001699	vverm_g2991.t1	acastellanii_g699.t1
OG0001700	vverm_g12703.t1	acastellanii_g752.t1
OG0001701	vverm_g4421.t1	acastellanii_g778.t2, acastellanii_g778.t1
OG0001702	vverm_g15710.t2, vverm_g15710.t1	acastellanii_g808.t3, acastellanii_g808.t1, acastellanii_g808.t2
OG0001703	vverm_g1924.t1	acastellanii_g897.t1
OG0001704	vverm_g11689.t1, vverm_g5926.t1, vverm_g14349.t1, vverm_g15574.t1	acastellanii_g133.t1, acastellanii_g904.t1
OG0001705	vverm_g3195.t3, vverm_g3195.t1	acastellanii_g613.t1
OG0001706	vverm_g12397.t1	acastellanii_g483.t2, acastellanii_g483.t1
OG0001707	vverm_g16836.t1	acastellanii_g507.t2, acastellanii_g507.t1
OG0001708	vverm_g1195.t1	acastellanii_g457.t1
OG0001709	vverm_g8165.t1, vverm_g7718.t1	acastellanii_g266.t1, acastellanii_g266.t2
OG0001711	vverm_g16103.t1, vverm_g9832.t1, vverm_g11605.t1, vverm_g6446.t1	acastellanii_g156.t1
OG0001712	vverm_g9585.t2, vverm_g9585.t1	acastellanii_g36.t1
OG0001850	vverm_g2790.t1	acastellanii_g14227.t2, acastellanii_g14227.t1
OG0001851	vverm_g8828.t1	acastellanii_g3468.t1, acastellanii_g3468.t2, acastellanii_g14194.t1, acastellanii_g14196.t1
OG0001852	vverm_g2550.t1	acastellanii_g3176.t1, acastellanii_g14177.t1, acastellanii_g14177.t2
OG0001855	vverm_g6072.t1	acastellanii_g2233.t1, acastellanii_g14095.t1, acastellanii_g959.t1
OG0001856	vverm_g8676.t1, vverm_g8676.t2	acastellanii_g13561.t1, acastellanii_g13561.t2
OG0001857	vverm_g6228.t2, vverm_g6228.t1	acastellanii_g13602.t1
OG0001858	vverm_g6558.t1, vverm_g15266.t1	acastellanii_g13619.t1, acastellanii_g4567.t1
OG0001859	vverm_g6450.t1	acastellanii_g13652.t1
OG0001860	vverm_g7691.t2, vverm_g7691.t1	acastellanii_g13768.t1, acastellanii_g13671.t1
OG0001861	vverm_g10515.t1	acastellanii_g13679.t2, acastellanii_g13679.t1
OG0001862	vverm_g10478.t3, vverm_g10478.t2, vverm_g10478.t1	acastellanii_g13680.t1
OG0001863	vverm_g6275.t1	acastellanii_g13710.t3, acastellanii_g13710.t2, acastellanii_g13710.t1
OG0001864	vverm_g8386.t1	acastellanii_g165.t1, acastellanii_g13718.t1
OG0001865	vverm_g11597.t1, vverm_g16095.t1, vverm_g9840.t1	acastellanii_g13727.t1
OG0001866	vverm_g16550.t2, vverm_g16550.t1	acastellanii_g13749.t1
OG0001867	vverm_g1616.t1	acastellanii_g13786.t1
OG0001868	vverm_g1703.t1	acastellanii_g13810.t1
OG0001869	vverm_g1666.t1	acastellanii_g4159.t1, acastellanii_g6414.t1, acastellanii_g13822.t1
OG0001870	vverm_g13366.t1	acastellanii_g13840.t1, acastellanii_g13840.t2
OG0001874	vverm_g1641.t1	acastellanii_g13894.t1
OG0001875	vverm_g1734.t1	acastellanii_g13902.t1
OG0001876	vverm_g2770.t1	acastellanii_g13933.t2, acastellanii_g13933.t1, acastellanii_g10105.t1
OG0001877	vverm_g1664.t3	acastellanii_g13934.t1
OG0001878	vverm_g1650.t1	acastellanii_g13935.t3, acastellanii_g13935.t1, acastellanii_g13935.t2
OG0001879	vverm_g1634.t1	acastellanii_g13939.t1
OG0001880	vverm_g11246.t1, vverm_g16933.t1	acastellanii_g13944.t1
OG0001881	vverm_g4234.t1	acastellanii_g13956.t1
OG0001882	vverm_g1576.t1	acastellanii_g13958.t1
OG0001883	vverm_g8530.t1	acastellanii_g13962.t1
OG0001884	vverm_g1715.t1	acastellanii_g13994.t1
OG0001885	vverm_g1618.t2, vverm_g1618.t1	acastellanii_g13995.t1
OG0001886	vverm_g9800.t1	acastellanii_g14052.t1, acastellanii_g9768.t1
OG0001887	vverm_g6711.t1	acastellanii_g1249.t1, acastellanii_g2508.t1, acastellanii_g14060.t1, acastellanii_g5731.t1, acastellanii_g5731.t2
OG0001888	vverm_g8557.t2, vverm_g8557.t1	acastellanii_g13517.t2, acastellanii_g13517.t1
OG0001889	vverm_g11482.t1, vverm_g11482.t2	acastellanii_g13522.t1
OG0001890	vverm_g7748.t1, vverm_g7748.t2	acastellanii_g13528.t1
OG0001891	vverm_g13411.t1, vverm_g13401.t1	acastellanii_g13530.t1
OG0001892	vverm_g2437.t1, vverm_g2437.t2	acastellanii_g13541.t1, acastellanii_g13541.t2
OG0001895	vverm_g2201.t1	acastellanii_g13481.t1, acastellanii_g13481.t2
OG0001896	vverm_g13946.t1	acastellanii_g4921.t1
OG0001896	vverm_g16521.t1	acastellanii_g13463.t1
OG0001897	vverm_g8795.t1	acastellanii_g13098.t1
OG0001898	vverm_g12661.t1	acastellanii_g13106.t1
OG0001899	vverm_g13371.t1	acastellanii_g13119.t2, acastellanii_g13119.t1
OG0001900	vverm_g8903.t2, vverm_g8903.t1	acastellanii_g13122.t1
OG0001901	vverm_g4479.t1	acastellanii_g13139.t1
OG0001901	vverm_g3766.t2, vverm_g3766.t1	acastellanii_g471.t1
OG0001902	vverm_g4523.t1	acastellanii_g13158.t1, acastellanii_g4323.t1
OG0001903	vverm_g6184.t1	acastellanii_g13175.t1, acastellanii_g13175.t2, acastellanii_g4950.t1
OG0001905	vverm_g3498.t1, vverm_g3498.t2, vverm_g16240.t1, vverm_g5560.t1	acastellanii_g13263.t1
OG0001906	vverm_g15755.t3, vverm_g15755.t2	acastellanii_g13279.t2, acastellanii_g13279.t1
OG0001908	vverm_g3715.t1, vverm_g8302.t1	acastellanii_g4406.t1, acastellanii_g13285.t1
OG0001909	vverm_g5390.t1	acastellanii_g13293.t1, acastellanii_g13293.t2, acastellanii_g9459.t1
OG0001910	vverm_g8731.t1	acastellanii_g13294.t1
OG0001912	vverm_g8383.t1, vverm_g14514.t1	acastellanii_g13347.t2, acastellanii_g13347.t1
OG0001913	vverm_g716.t1	acastellanii_g10075.t1, acastellanii_g13378.t2, acastellanii_g13378.t1
OG0001915	vverm_g16826.t1, vverm_g16826.t2	acastellanii_g11837.t1, acastellanii_g13450.t1
OG0001916	vverm_g2407.t1, vverm_g15728.t1	acastellanii_g5133.t1, acastellanii_g14260.t1
OG0001918	vverm_g11687.t1	acastellanii_g978.t1, acastellanii_g7409.t1, acastellanii_g12961.t1
OG0001920	vverm_g2552.t2, vverm_g2552.t1	acastellanii_g9278.t1, acastellanii_g12951.t1, acastellanii_g7285.t1
OG0001922	vverm_g3153.t1	acastellanii_g7924.t1, acastellanii_g12926.t1
OG0001923	vverm_g1362.t1	acastellanii_g12890.t1, acastellanii_g12890.t2
OG0001924	vverm_g14421.t1, vverm_g8847.t1	acastellanii_g3335.t1, acastellanii_g12895.t1
OG0001925	vverm_g7370.t2, vverm_g7370.t1	acastellanii_g12900.t1
OG0001926	vverm_g14789.t1	acastellanii_g4216.t1, acastellanii_g12905.t1
OG0001927	vverm_g13341.t1	acastellanii_g8575.t1, acastellanii_g12911.t2, acastellanii_g12911.t1
OG0001928	vverm_g12702.t1	acastellanii_g12869.t1
OG0001929	vverm_g8704.t1, vverm_g8704.t2	acastellanii_g12852.t1, acastellanii_g12852.t2
OG0001930	vverm_g8535.t1	acastellanii_g90.t1, acastellanii_g12847.t1, acastellanii_g88.t1
OG0001931	vverm_g15688.t2, vverm_g15688.t1	acastellanii_g12803.t1
OG0001932	vverm_g9765.t1	acastellanii_g12810.t1
OG0001933	vverm_g14006.t1	acastellanii_g12815.t1, acastellanii_g12813.t1
OG0001934	vverm_g2688.t1, vverm_g5203.t1	acastellanii_g9650.t1, acastellanii_g12771.t1
OG0001935	vverm_g4112.t1, vverm_g12490.t1	acastellanii_g12794.t1, acastellanii_g12794.t2
OG0001936	vverm_g8678.t1, vverm_g8678.t2	acastellanii_g12691.t2, acastellanii_g12691.t1
OG0001937	vverm_g323.t1	acastellanii_g9677.t1, acastellanii_g12744.t1
OG0001938	vverm_g7098.t1, vverm_g16011.t1	acastellanii_g9566.t1, acastellanii_g12756.t2, acastellanii_g12756.t1
OG0001939	vverm_g1359.t1	acastellanii_g12640.t1
OG0001940	vverm_g9466.t1	acastellanii_g12655.t1
OG0001941	vverm_g4578.t1, vverm_g12576.t3, vverm_g12043.t1, vverm_g12043.t2	acastellanii_g12668.t1
OG0001942	vverm_g6971.t1, vverm_g16341.t1	acastellanii_g12677.t1
OG0001943	vverm_g9313.t1, vverm_g3342.t1, vverm_g15827.t1	acastellanii_g12628.t1, acastellanii_g5477.t1
OG0001944	vverm_g9380.t1	acastellanii_g4143.t1, acastellanii_g4144.t1, acastellanii_g12631.t1
OG0001945	vverm_g7352.t1	acastellanii_g12615.t1
OG0001946	vverm_g14025.t1, vverm_g5914.t1	acastellanii_g12616.t1
OG0001947	vverm_g16750.t1	acastellanii_g12529.t1, acastellanii_g12528.t1
OG0001948	vverm_g13765.t1	acastellanii_g12554.t1
OG0001949	vverm_g14628.t1, vverm_g14628.t2	acastellanii_g12580.t2, acastellanii_g12580.t1
OG0001950	vverm_g310.t2, vverm_g310.t1	acastellanii_g12603.t1
OG0001951	vverm_g5694.t1, vverm_g7456.t1	acastellanii_g12610.t2, acastellanii_g12610.t1
OG0001952	vverm_g8616.t1, vverm_g8630.t1	acastellanii_g12442.t1
OG0001953	vverm_g13635.t1	acastellanii_g12445.t1
OG0001954	vverm_g12814.t1, vverm_g13981.t1	acastellanii_g12499.t2, acastellanii_g12499.t1
OG0001955	vverm_g5234.t3	acastellanii_g12510.t1
OG0001956	vverm_g260.t1	acastellanii_g12356.t1
OG0001957	vverm_g4750.t1	acastellanii_g11072.t1, acastellanii_g12312.t1
OG0001958	vverm_g11956.t1	acastellanii_g12317.t1, acastellanii_g11068.t1
OG0001960	vverm_g11289.t1	acastellanii_g10332.t1, acastellanii_g12325.t1, acastellanii_g11062.t1
OG0001961	vverm_g7260.t1	acastellanii_g476.t1, acastellanii_g476.t2, acastellanii_g11816.t1
OG0001962	vverm_g14107.t1	acastellanii_g11883.t1, acastellanii_g11817.t1
OG0001963	vverm_g7757.t1	acastellanii_g11818.t1
OG0001964	vverm_g15232.t1	acastellanii_g11840.t1
OG0001965	vverm_g16784.t2, vverm_g16784.t1, vverm_g16786.t1	acastellanii_g11885.t1, acastellanii_g2215.t1
OG0001966	vverm_g1555.t1	acastellanii_g11894.t1
OG0001967	vverm_g10140.t2, vverm_g10140.t1	acastellanii_g11904.t1, acastellanii_g3908.t1, acastellanii_g3905.t1
OG0001968	vverm_g8916.t2, vverm_g8916.t1	acastellanii_g11943.t1
OG0001969	vverm_g1105.t3, vverm_g1105.t2, vverm_g1105.t1	acastellanii_g11946.t1
OG0001970	vverm_g7699.t1, vverm_g7699.t2	acastellanii_g12055.t1
OG0001971	vverm_g1529.t1	acastellanii_g12056.t1, acastellanii_g12056.t2
OG0001972	vverm_g11990.t1	acastellanii_g12060.t1
OG0001973	vverm_g15992.t1	acastellanii_g12082.t2, acastellanii_g12082.t1
OG0001974	vverm_g11288.t1	acastellanii_g12095.t1
OG0001975	vverm_g1630.t2	acastellanii_g12107.t1
OG0001976	vverm_g13987.t2, vverm_g13987.t1	acastellanii_g12131.t1, acastellanii_g12131.t2
OG0001977	vverm_g5184.t1	acastellanii_g12146.t1, acastellanii_g10082.t1
OG0001978	vverm_g14548.t1	acastellanii_g12150.t1
OG0001979	vverm_g162.t1	acastellanii_g6669.t1, acastellanii_g12169.t1
OG0001980	vverm_g9711.t2, vverm_g2682.t2	acastellanii_g4752.t1, acastellanii_g12200.t1
OG0001982	vverm_g14909.t1	acastellanii_g12261.t1, acastellanii_g12261.t2
OG0001983	vverm_g6566.t1	acastellanii_g12298.t1, acastellanii_g9605.t1
OG0001984	vverm_g7446.t1, vverm_g5683.t1	acastellanii_g11787.t1, acastellanii_g4263.t1
OG0001987	vverm_g2535.t1	acastellanii_g11640.t1, acastellanii_g11640.t2, acastellanii_g11640.t3
OG0001988	vverm_g10947.t1	acastellanii_g11641.t1
OG0001989	vverm_g8329.t1	acastellanii_g11642.t1
OG0001990	vverm_g8215.t3, vverm_g8215.t2, vverm_g8215.t1	acastellanii_g11653.t1
OG0001991	vverm_g2614.t2, vverm_g2614.t1	acastellanii_g11668.t1
OG0001992	vverm_g12542.t1	acastellanii_g3871.t1, acastellanii_g11681.t3, acastellanii_g11681.t1, acastellanii_g9662.t1, acastellanii_g11681.t2
OG0001994	vverm_g10690.t1	acastellanii_g10008.t1, acastellanii_g11701.t1, acastellanii_g3226.t1
OG0001995	vverm_g487.t1	acastellanii_g11710.t1
OG0001996	vverm_g12295.t1	acastellanii_g11595.t1
OG0001996	vverm_g3645.t1	acastellanii_g8364.t1
OG0001997	vverm_g13986.t1	acastellanii_g11627.t1
OG0001998	vverm_g15588.t2, vverm_g15588.t1	acastellanii_g11515.t1
OG0001999	vverm_g9495.t1	acastellanii_g11545.t1
OG0002001	vverm_g13967.t1	acastellanii_g11568.t1
OG0002002	vverm_g924.t1	acastellanii_g11395.t1, acastellanii_g3005.t1, acastellanii_g4772.t1
OG0002003	vverm_g10379.t1	acastellanii_g4778.t1, acastellanii_g4770.t1, acastellanii_g11397.t1
OG0002004	vverm_g9578.t1	acastellanii_g11432.t1
OG0002004	vverm_g9371.t1	acastellanii_g3016.t1
OG0002005	vverm_g10256.t2, vverm_g10256.t1	acastellanii_g11441.t1, acastellanii_g2247.t1
OG0002006	vverm_g3929.t1, vverm_g3131.t1	acastellanii_g11473.t2, acastellanii_g11473.t1
OG0002007	vverm_g8693.t1	acastellanii_g11378.t1
OG0002008	vverm_g12643.t1	acastellanii_g11323.t1, acastellanii_g11323.t2
OG0002009	vverm_g4860.t1, vverm_g2171.t1	acastellanii_g11279.t1
OG0002010	vverm_g5179.t1	acastellanii_g11299.t2, acastellanii_g11299.t1
OG0002011	vverm_g7023.t1, vverm_g10589.t1	acastellanii_g1.t1, acastellanii_g11301.t1
OG0002013	vverm_g11016.t1	acastellanii_g11256.t3, acastellanii_g11256.t1, acastellanii_g11256.t2
OG0002014	vverm_g16293.t1	acastellanii_g11173.t1, acastellanii_g11173.t2
OG0002015	vverm_g9618.t1	acastellanii_g11187.t1
OG0002016	vverm_g12848.t1	acastellanii_g1086.t1, acastellanii_g3501.t1, acastellanii_g7784.t1, acastellanii_g1873.t1, acastellanii_g11204.t2, acastellanii_g11204.t1
OG0002017	vverm_g13226.t1	acastellanii_g11219.t1, acastellanii_g11219.t2
OG0002018	vverm_g5336.t2, vverm_g5336.t1	acastellanii_g11223.t1, acastellanii_g2371.t1
OG0002019	vverm_g5781.t2	acastellanii_g11228.t1
OG0002020	vverm_g606.t1	acastellanii_g11229.t1
OG0002021	vverm_g616.t1, vverm_g615.t1	acastellanii_g11235.t1, acastellanii_g11235.t2
OG0002022	vverm_g7620.t1	acastellanii_g11236.t1
OG0002023	vverm_g668.t1	acastellanii_g11243.t1, acastellanii_g8963.t1
OG0002024	vverm_g640.t1	acastellanii_g11160.t1
OG0002026	vverm_g3010.t1, vverm_g3006.t1	acastellanii_g10949.t1
OG0002027	vverm_g12588.t1	acastellanii_g10952.t1
OG0002028	vverm_g11285.t1, vverm_g12909.t1, vverm_g12909.t2, vverm_g12907.t1, vverm_g12908.t1, vverm_g13004.t1	acastellanii_g10973.t1
OG0002029	vverm_g4233.t1	acastellanii_g11029.t1, acastellanii_g11027.t1
OG0002030	vverm_g4725.t1	acastellanii_g11050.t1
OG0002031	vverm_g10133.t1, vverm_g10301.t1	acastellanii_g11100.t1
OG0002032	vverm_g12292.t2, vverm_g12292.t1	acastellanii_g10914.t1
OG0002033	vverm_g5887.t1, vverm_g14050.t1	acastellanii_g10920.t1, acastellanii_g10920.t2
OG0002034	vverm_g5994.t1, vverm_g5994.t2	acastellanii_g7061.t2, acastellanii_g10859.t1, acastellanii_g7061.t1
OG0002035	vverm_g6135.t1, vverm_g3972.t1	acastellanii_g10852.t1
OG0002036	vverm_g5878.t1, vverm_g14059.t2, vverm_g14059.t1	acastellanii_g10854.t1
OG0002037	vverm_g5222.t1	acastellanii_g10720.t1, acastellanii_g4291.t1, acastellanii_g8671.t1
OG0002038	vverm_g10221.t1, vverm_g8069.t1	acastellanii_g10728.t1, acastellanii_g10728.t2, acastellanii_g7391.t1, acastellanii_g7397.t1
OG0002039	vverm_g10828.t1, vverm_g10828.t2	acastellanii_g10749.t2, acastellanii_g10749.t1
OG0002040	vverm_g154.t2, vverm_g154.t1	acastellanii_g10751.t1
OG0002041	vverm_g1894.t1	acastellanii_g10759.t1
OG0002042	vverm_g12303.t1	acastellanii_g10802.t1
OG0002043	vverm_g16417.t1	acastellanii_g7387.t1, acastellanii_g10847.t2, acastellanii_g10847.t1
OG0002044	vverm_g6420.t1	acastellanii_g10604.t1
OG0002045	vverm_g4705.t1	acastellanii_g10633.t1, acastellanii_g10633.t2
OG0002048	vverm_g10183.t1, vverm_g10183.t2	acastellanii_g7221.t1, acastellanii_g10662.t1
OG0002049	vverm_g5579.t1	acastellanii_g2238.t1, acastellanii_g10590.t1
OG0002050	vverm_g13589.t1, vverm_g13589.t2	acastellanii_g10593.t1
OG0002051	vverm_g193.t2, vverm_g193.t1	acastellanii_g10574.t1, acastellanii_g547.t1
OG0002052	vverm_g4828.t1	acastellanii_g10568.t1
OG0002053	vverm_g14937.t1, vverm_g7120.t1	acastellanii_g8411.t1, acastellanii_g568.t1, acastellanii_g10429.t2, acastellanii_g10429.t1, acastellanii_g4509.t1
OG0002054	vverm_g2239.t2, vverm_g2239.t1, vverm_g4038.t1, vverm_g3355.t1	acastellanii_g10445.t1
OG0002055	vverm_g1389.t1	acastellanii_g10458.t1
OG0002056	vverm_g10568.t1, vverm_g10749.t1, vverm_g1932.t1	acastellanii_g10464.t1
OG0002057	vverm_g13704.t1, vverm_g15812.t1	acastellanii_g2784.t1, acastellanii_g10469.t1
OG0002058	vverm_g13393.t1	acastellanii_g10471.t1, acastellanii_g10471.t3
OG0002059	vverm_g3801.t1	acastellanii_g8339.t2, acastellanii_g8339.t1, acastellanii_g10485.t1
OG0002061	vverm_g10419.t1	acastellanii_g10561.t1, acastellanii_g10561.t2, acastellanii_g5973.t2, acastellanii_g5973.t1
OG0002062	vverm_g7036.t1	acastellanii_g10263.t1, acastellanii_g1687.t2, acastellanii_g1687.t1
