Orthogroup	vvermcdc19_braker	acastellanii_braker
OG0002688	vverm_g11845.t1	acastellanii_g13639.t1
OG0002689	vverm_g4824.t1	acastellanii_g13650.t2, acastellanii_g13650.t1
OG0002690	vverm_g8495.t1	acastellanii_g13653.t1, acastellanii_g14053.t2, acastellanii_g14053.t1
OG0002691	vverm_g15727.t2	acastellanii_g13655.t1
OG0002692	vverm_g960.t1	acastellanii_g13677.t1, acastellanii_g13677.t2
OG0002693	vverm_g12491.t1, vverm_g948.t1	acastellanii_g13678.t1
OG0002694	vverm_g2271.t1	acastellanii_g13701.t1
OG0002695	vverm_g3141.t1	acastellanii_g13719.t1
OG0002696	vverm_g13404.t1	acastellanii_g13720.t1, acastellanii_g13720.t2
OG0002697	vverm_g5943.t1	acastellanii_g13723.t1
OG0002698	vverm_g2587.t1	acastellanii_g13731.t1
OG0002700	vverm_g8949.t2, vverm_g8949.t1	acastellanii_g13747.t1
OG0002701	vverm_g15336.t1	acastellanii_g13750.t2, acastellanii_g13750.t1
OG0002702	vverm_g349.t1	acastellanii_g13752.t2, acastellanii_g13752.t1
OG0002703	vverm_g12310.t1	acastellanii_g13770.t1
OG0002704	vverm_g1959.t1	acastellanii_g13771.t1, acastellanii_g13771.t2
OG0002705	vverm_g4879.t1	acastellanii_g13782.t1
OG0002707	vverm_g83.t1, vverm_g83.t2	acastellanii_g13823.t1
OG0002708	vverm_g1660.t1	acastellanii_g13839.t1
OG0002709	vverm_g15315.t1	acastellanii_g13853.t1
OG0002710	vverm_g1644.t3, vverm_g1644.t2, vverm_g1644.t1	acastellanii_g13855.t1
OG0002711	vverm_g1636.t1	acastellanii_g13860.t1
OG0002712	vverm_g1704.t1, vverm_g1704.t2	acastellanii_g13890.t1
OG0002713	vverm_g1668.t2, vverm_g1668.t1	acastellanii_g13901.t1
OG0002714	vverm_g6219.t1	acastellanii_g9584.t1, acastellanii_g9584.t2, acastellanii_g13915.t1
OG0002715	vverm_g10930.t1, vverm_g10929.t1	acastellanii_g13917.t1
OG0002716	vverm_g916.t1	acastellanii_g13932.t1, acastellanii_g13932.t2
OG0002717	vverm_g1686.t1	acastellanii_g13936.t1, acastellanii_g13936.t2
OG0002718	vverm_g1767.t1, vverm_g454.t1, vverm_g454.t2	acastellanii_g13938.t1
OG0002719	vverm_g1744.t2, vverm_g1744.t1	acastellanii_g13940.t1
OG0002720	vverm_g537.t1	acastellanii_g13947.t1
OG0002721	vverm_g3883.t1	acastellanii_g13955.t1
OG0002722	vverm_g10709.t1	acastellanii_g13970.t1, acastellanii_g12275.t1
OG0002723	vverm_g7490.t1	acastellanii_g13988.t1
OG0002724	vverm_g3765.t1	acastellanii_g14025.t1, acastellanii_g14025.t2
OG0002725	vverm_g8784.t1	acastellanii_g14028.t1
OG0002726	vverm_g3872.t1, vverm_g16028.t1	acastellanii_g2020.t1, acastellanii_g14036.t1
OG0002727	vverm_g8781.t1	acastellanii_g14037.t1
OG0002729	vverm_g5253.t1, vverm_g5253.t2	acastellanii_g14066.t1
OG0002730	vverm_g12445.t1	acastellanii_g14067.t1, acastellanii_g14067.t2
OG0002731	vverm_g1830.t1	acastellanii_g4625.t1, acastellanii_g14081.t1
OG0002732	vverm_g2464.t1	acastellanii_g3856.t2, acastellanii_g13502.t1, acastellanii_g3856.t1
OG0002733	vverm_g11973.t1	acastellanii_g13520.t1
OG0002734	vverm_g5583.t1, vverm_g5583.t2	acastellanii_g13548.t1
OG0002735	vverm_g15885.t1	acastellanii_g13496.t1, acastellanii_g11944.t1
OG0002736	vverm_g314.t1	acastellanii_g13476.t2, acastellanii_g13476.t1
OG0002737	vverm_g15966.t1	acastellanii_g13488.t2, acastellanii_g13488.t1
OG0002738	vverm_g8172.t1	acastellanii_g13469.t1
OG0002739	vverm_g8057.t1	acastellanii_g7526.t1, acastellanii_g13462.t1
OG0002740	vverm_g8944.t1, vverm_g8943.t1	acastellanii_g13064.t1
OG0002741	vverm_g15338.t1	acastellanii_g13070.t1
OG0002742	vverm_g1663.t1	acastellanii_g13076.t1
OG0002743	vverm_g8769.t1	acastellanii_g13082.t1
OG0002744	vverm_g70.t1	acastellanii_g13093.t1
OG0002745	vverm_g14665.t1	acastellanii_g13107.t1, acastellanii_g9721.t1
OG0002746	vverm_g1366.t1	acastellanii_g13115.t1, acastellanii_g13115.t2
OG0002747	vverm_g9489.t1	acastellanii_g13121.t1, acastellanii_g13121.t2
OG0002748	vverm_g2638.t1	acastellanii_g12544.t1, acastellanii_g3493.t1, acastellanii_g13124.t1
OG0002749	vverm_g4884.t1	acastellanii_g13125.t1, acastellanii_g13129.t1
OG0002750	vverm_g4713.t1	acastellanii_g13147.t1
OG0002751	vverm_g14678.t1	acastellanii_g13152.t1
OG0002752	vverm_g5961.t2, vverm_g5961.t1	acastellanii_g13173.t1
OG0002753	vverm_g4199.t1	acastellanii_g13198.t1, acastellanii_g8670.t1
OG0002754	vverm_g15240.t1	acastellanii_g13222.t2, acastellanii_g13222.t1
OG0002755	vverm_g15035.t1	acastellanii_g13243.t1
OG0002756	vverm_g238.t1	acastellanii_g13247.t2, acastellanii_g13247.t1, acastellanii_g168.t1
OG0002757	vverm_g4942.t1	acastellanii_g13251.t1
OG0002758	vverm_g186.t2, vverm_g186.t1	acastellanii_g13252.t1
OG0002759	vverm_g16206.t1	acastellanii_g13258.t1, acastellanii_g4268.t1
OG0002760	vverm_g10060.t1	acastellanii_g13269.t2, acastellanii_g13269.t1
OG0002761	vverm_g944.t1	acastellanii_g13277.t1, acastellanii_g13277.t2
OG0002762	vverm_g16679.t1	acastellanii_g13278.t1
OG0002763	vverm_g16682.t1	acastellanii_g13284.t1
OG0002764	vverm_g15845.t1	acastellanii_g13289.t2, acastellanii_g13289.t1, acastellanii_g5476.t1
OG0002765	vverm_g4987.t1	acastellanii_g13296.t1
OG0002766	vverm_g11071.t1, vverm_g11071.t2	acastellanii_g13302.t1
OG0002767	vverm_g345.t1	acastellanii_g9095.t1, acastellanii_g13314.t1
OG0002768	vverm_g16790.t1	acastellanii_g13326.t1, acastellanii_g13325.t1
OG0002769	vverm_g2780.t1	acastellanii_g13344.t1
OG0002770	vverm_g8362.t1, vverm_g8362.t2	acastellanii_g13349.t1
OG0002771	vverm_g3176.t1	acastellanii_g13356.t1
OG0002773	vverm_g10914.t1, vverm_g10990.t1	acastellanii_g13360.t1
OG0002774	vverm_g2242.t1	acastellanii_g13369.t1
OG0002774	vverm_g3359.t1	acastellanii_g6548.t1
OG0002777	vverm_g580.t1	acastellanii_g13381.t1
OG0002778	vverm_g11807.t1	acastellanii_g13393.t1
OG0002779	vverm_g5770.t1	acastellanii_g13400.t1
OG0002780	vverm_g3959.t1, vverm_g3959.t2	acastellanii_g13418.t1
OG0002781	vverm_g1625.t1	acastellanii_g13437.t1
OG0002782	vverm_g13360.t1	acastellanii_g13061.t1, acastellanii_g2493.t1
OG0002784	vverm_g3710.t1, vverm_g3710.t2	acastellanii_g13029.t1
OG0002785	vverm_g4952.t1	acastellanii_g12988.t1, acastellanii_g12988.t2
OG0002787	vverm_g92.t1	acastellanii_g12966.t1, acastellanii_g286.t1
OG0002788	vverm_g937.t1	acastellanii_g11112.t1, acastellanii_g12934.t1
OG0002789	vverm_g15649.t1	acastellanii_g11113.t1, acastellanii_g12935.t1
OG0002790	vverm_g1306.t2, vverm_g1306.t1	acastellanii_g12936.t1, acastellanii_g11114.t2
OG0002791	vverm_g12971.t1	acastellanii_g12917.t1, acastellanii_g12917.t2
OG0002792	vverm_g8339.t1	acastellanii_g12874.t1
OG0002793	vverm_g11189.t1	acastellanii_g12878.t1
OG0002794	vverm_g3142.t1	acastellanii_g12885.t2, acastellanii_g12885.t1
OG0002795	vverm_g15796.t1, vverm_g7391.t1	acastellanii_g12897.t1
OG0002796	vverm_g16748.t1	acastellanii_g3030.t1
OG0002796	vverm_g16756.t1	acastellanii_g12910.t1
OG0002798	vverm_g5611.t1	acastellanii_g1155.t1, acastellanii_g1155.t2, acastellanii_g12844.t2, acastellanii_g12844.t1
OG0002799	vverm_g15689.t1	acastellanii_g12804.t1
OG0002800	vverm_g1611.t1	acastellanii_g12827.t1, acastellanii_g12825.t1
OG0002801	vverm_g14834.t1	acastellanii_g12842.t2, acastellanii_g12842.t1
OG0002802	vverm_g16079.t1, vverm_g16079.t2	acastellanii_g12843.t1, acastellanii_g2527.t1, acastellanii_g1441.t1, acastellanii_g4692.t1
OG0002803	vverm_g6620.t1	acastellanii_g12772.t1
OG0002805	vverm_g10297.t2, vverm_g10297.t1	acastellanii_g12782.t1
OG0002807	vverm_g2103.t1, vverm_g14414.t1	acastellanii_g12710.t1
OG0002808	vverm_g8003.t1	acastellanii_g12721.t2, acastellanii_g12721.t1
OG0002809	vverm_g1629.t1	acastellanii_g12735.t1
OG0002810	vverm_g9881.t1	acastellanii_g12743.t1, acastellanii_g12743.t2
OG0002812	vverm_g6409.t1	acastellanii_g11876.t1, acastellanii_g6520.t1, acastellanii_g3072.t1, acastellanii_g12660.t1
OG0002814	vverm_g5993.t1	acastellanii_g12526.t1, acastellanii_g12526.t2
OG0002815	vverm_g2574.t1	acastellanii_g12531.t1
OG0002816	vverm_g2243.t1	acastellanii_g12536.t2, acastellanii_g12536.t1
OG0002817	vverm_g4120.t1	acastellanii_g12542.t1, acastellanii_g11788.t1, acastellanii_g4262.t1
OG0002818	vverm_g3858.t1, vverm_g16048.t1	acastellanii_g12557.t1
OG0002820	vverm_g11710.t1, vverm_g4281.t1, vverm_g4281.t2, vverm_g4281.t3	acastellanii_g12569.t1
OG0002821	vverm_g12151.t1	acastellanii_g12571.t1
OG0002822	vverm_g13477.t1	acastellanii_g12585.t2, acastellanii_g12585.t1
OG0002823	vverm_g11946.t1	acastellanii_g12593.t1
OG0002824	vverm_g11989.t1	acastellanii_g12599.t1, acastellanii_g12599.t2
OG0002825	vverm_g15957.t1	acastellanii_g12601.t1
OG0002826	vverm_g11930.t1	acastellanii_g12604.t1, acastellanii_g12604.t2
OG0002827	vverm_g4453.t1	acastellanii_g12455.t2, acastellanii_g12455.t1
OG0002828	vverm_g10093.t1	acastellanii_g12481.t1
OG0002829	vverm_g10327.t2, vverm_g10327.t1	acastellanii_g12487.t1
OG0002830	vverm_g5138.t1	acastellanii_g12502.t2, acastellanii_g12502.t1
OG0002833	vverm_g8626.t1, vverm_g8626.t2	acastellanii_g7826.t1, acastellanii_g12401.t2, acastellanii_g12401.t1
OG0002835	vverm_g15010.t1	acastellanii_g9444.t1, acastellanii_g12382.t1
OG0002837	vverm_g7534.t1	acastellanii_g12345.t1, acastellanii_g11544.t1
OG0002838	vverm_g6632.t1	acastellanii_g12330.t1
OG0002840	vverm_g12970.t1, vverm_g12970.t2	acastellanii_g12341.t1
OG0002841	vverm_g6922.t1	acastellanii_g11270.t1, acastellanii_g11815.t1
OG0002842	vverm_g15235.t1	acastellanii_g6799.t1, acastellanii_g8544.t1, acastellanii_g11828.t1
OG0002843	vverm_g7953.t2, vverm_g7953.t1	acastellanii_g11831.t1
OG0002844	vverm_g10293.t1	acastellanii_g11835.t1
OG0002845	vverm_g1950.t1	acastellanii_g11838.t1
OG0002846	vverm_g7745.t1	acastellanii_g11849.t1
OG0002847	vverm_g9376.t1	acastellanii_g11866.t1
OG0002848	vverm_g203.t1, vverm_g12147.t1	acastellanii_g11878.t1
OG0002849	vverm_g3283.t1	acastellanii_g11916.t1, acastellanii_g10049.t1
OG0002850	vverm_g13622.t1	acastellanii_g11920.t1
OG0002851	vverm_g10716.t1	acastellanii_g11930.t1
OG0002852	vverm_g15877.t1	acastellanii_g11931.t1
OG0002853	vverm_g5270.t2, vverm_g5270.t1	acastellanii_g11932.t1
OG0002854	vverm_g5447.t1, vverm_g15855.t1	acastellanii_g11935.t2, acastellanii_g11935.t1
OG0002855	vverm_g4672.t1	acastellanii_g11949.t1, acastellanii_g9120.t1
OG0002856	vverm_g4370.t1, vverm_g4370.t2	acastellanii_g12194.t1, acastellanii_g11959.t1
OG0002857	vverm_g7367.t1	acastellanii_g11961.t1
OG0002858	vverm_g15884.t1	acastellanii_g11966.t1
OG0002860	vverm_g14802.t1, vverm_g14802.t2	acastellanii_g12014.t1
OG0002861	vverm_g11939.t1	acastellanii_g12020.t1, acastellanii_g141.t1
OG0002862	vverm_g2027.t1	acastellanii_g12033.t1
OG0002863	vverm_g14792.t1	acastellanii_g12034.t1, acastellanii_g12034.t2
OG0002864	vverm_g3158.t1, vverm_g3158.t2	acastellanii_g12065.t1
OG0002867	vverm_g1087.t1, vverm_g3382.t1	acastellanii_g12084.t1
OG0002868	vverm_g10018.t2, vverm_g10018.t1	acastellanii_g12086.t1
OG0002869	vverm_g16407.t1	acastellanii_g8501.t1, acastellanii_g8501.t2, acastellanii_g12087.t1
OG0002870	vverm_g3239.t1	acastellanii_g12091.t2, acastellanii_g12091.t1
OG0002871	vverm_g1168.t1	acastellanii_g12099.t1
OG0002874	vverm_g14823.t1	acastellanii_g12145.t1
OG0002875	vverm_g14824.t1	acastellanii_g12172.t1
OG0002876	vverm_g15019.t1	acastellanii_g12176.t2, acastellanii_g12176.t1
OG0002877	vverm_g11828.t1, vverm_g11828.t2	acastellanii_g12179.t1
OG0002878	vverm_g2260.t1	acastellanii_g12208.t1
OG0002879	vverm_g12959.t1	acastellanii_g12211.t1, acastellanii_g12211.t2
OG0002880	vverm_g9951.t1	acastellanii_g12213.t1
OG0002881	vverm_g9369.t1, vverm_g8370.t1	acastellanii_g12219.t1
OG0002882	vverm_g6015.t1	acastellanii_g12233.t1
OG0002883	vverm_g3289.t1	acastellanii_g12234.t1
OG0002884	vverm_g14904.t1	acastellanii_g12252.t2, acastellanii_g12252.t1
OG0002885	vverm_g4217.t1, vverm_g4217.t2	acastellanii_g12257.t1
OG0002886	vverm_g3951.t1	acastellanii_g12258.t2, acastellanii_g12258.t1
OG0002887	vverm_g8869.t1	acastellanii_g12264.t2, acastellanii_g12264.t1
OG0002888	vverm_g9549.t1	acastellanii_g11127.t1, acastellanii_g12266.t1
OG0002889	vverm_g888.t1	acastellanii_g12273.t1, acastellanii_g12273.t2
OG0002890	vverm_g14832.t3	acastellanii_g12277.t1
OG0002891	vverm_g14809.t1	acastellanii_g12285.t1
OG0002893	vverm_g8364.t1	acastellanii_g11803.t1, acastellanii_g11803.t2
OG0002897	vverm_g3297.t1	acastellanii_g4261.t1, acastellanii_g11790.t1
OG0002898	vverm_g3174.t1	acastellanii_g11793.t1, acastellanii_g4259.t1, acastellanii_g8988.t1
OG0002899	vverm_g13521.t1	acastellanii_g11001.t1, acastellanii_g5640.t1, acastellanii_g11773.t1
OG0002900	vverm_g8239.t1, vverm_g8239.t2	acastellanii_g11763.t1
OG0002904	vverm_g11031.t1	acastellanii_g11646.t1
OG0002905	vverm_g14922.t1	acastellanii_g11648.t1
OG0002906	vverm_g10065.t1	acastellanii_g11651.t1
OG0002907	vverm_g3282.t1	acastellanii_g11654.t1
OG0002908	vverm_g12443.t1	acastellanii_g11655.t3
OG0002909	vverm_g12369.t1	acastellanii_g11659.t1, acastellanii_g11659.t2
OG0002910	vverm_g15536.t1	acastellanii_g11663.t1
OG0002911	vverm_g4099.t1	acastellanii_g11693.t1
OG0002912	vverm_g1277.t1	acastellanii_g11698.t1, acastellanii_g11698.t2
OG0002913	vverm_g5273.t1	acastellanii_g11709.t1, acastellanii_g11709.t2
OG0002914	vverm_g7728.t2, vverm_g7728.t1	acastellanii_g11718.t1
OG0002915	vverm_g12687.t1, vverm_g12687.t2	acastellanii_g11588.t2
OG0002916	vverm_g5209.t1, vverm_g15118.t1	acastellanii_g11598.t1
OG0002918	vverm_g11821.t1	acastellanii_g11496.t1, acastellanii_g11498.t1
OG0002919	vverm_g13730.t2, vverm_g13730.t1	acastellanii_g11499.t1
OG0002920	vverm_g4414.t1	acastellanii_g11512.t1
OG0002921	vverm_g10086.t1	acastellanii_g11519.t2, acastellanii_g11519.t1
OG0002922	vverm_g12106.t1	acastellanii_g11525.t1, acastellanii_g11525.t2
OG0002923	vverm_g6529.t1	acastellanii_g11528.t1
OG0002924	vverm_g3896.t1	acastellanii_g11566.t1
OG0002925	vverm_g233.t1, vverm_g233.t2	acastellanii_g3256.t1
OG0002925	vverm_g8124.t1	acastellanii_g11570.t1
OG0002926	vverm_g13691.t1	acastellanii_g11578.t1
OG0002927	vverm_g321.t1	acastellanii_g11401.t1
OG0002928	vverm_g16227.t1	acastellanii_g11413.t1
OG0002929	vverm_g4113.t1, vverm_g10605.t1	acastellanii_g11436.t1
OG0002930	vverm_g74.t1, vverm_g62.t1	acastellanii_g11445.t1
OG0002931	vverm_g5483.t1	acastellanii_g11447.t1
OG0002932	vverm_g8271.t1, vverm_g8271.t2	acastellanii_g11462.t1
OG0002933	vverm_g6919.t2, vverm_g6919.t1	acastellanii_g11468.t1
OG0002934	vverm_g2250.t1, vverm_g12227.t1	acastellanii_g11475.t1
OG0002935	vverm_g9160.t1	acastellanii_g11478.t1
OG0002936	vverm_g12852.t1	acastellanii_g11479.t1, acastellanii_g719.t1, acastellanii_g8638.t1
OG0002937	vverm_g15038.t2, vverm_g15038.t1	acastellanii_g11484.t1
OG0002938	vverm_g15317.t2, vverm_g15317.t1	acastellanii_g11488.t1
OG0002940	vverm_g15518.t1	acastellanii_g5880.t1, acastellanii_g11492.t1
OG0002941	vverm_g11907.t1	acastellanii_g5881.t1, acastellanii_g11493.t1
OG0002942	vverm_g7737.t1	acastellanii_g276.t1, acastellanii_g11386.t1
OG0002943	vverm_g4963.t1	acastellanii_g11331.t1
OG0002944	vverm_g14522.t1	acastellanii_g11340.t1
OG0002945	vverm_g6961.t1	acastellanii_g9084.t1, acastellanii_g11304.t1
OG0002946	vverm_g4808.t1, vverm_g4808.t2	acastellanii_g11255.t1
OG0002947	vverm_g7599.t1	acastellanii_g11182.t1
OG0002947	vverm_g4404.t1	acastellanii_g9805.t1
OG0002948	vverm_g14673.t1, vverm_g14673.t2	acastellanii_g11190.t1
OG0002949	vverm_g4184.t1	acastellanii_g1467.t1, acastellanii_g11210.t2, acastellanii_g11210.t1
OG0002950	vverm_g636.t1	acastellanii_g11232.t1
OG0002951	vverm_g14833.t1	acastellanii_g11239.t1, acastellanii_g11239.t2
OG0002953	vverm_g5113.t1	acastellanii_g11156.t1, acastellanii_g7428.t1
OG0002954	vverm_g11042.t1	acastellanii_g4436.t2, acastellanii_g4436.t1, acastellanii_g10945.t1
OG0002955	vverm_g6900.t1	acastellanii_g10970.t1, acastellanii_g10967.t1
OG0002956	vverm_g11720.t1, vverm_g787.t1, vverm_g5731.t1, vverm_g5260.t1, vverm_g11378.t1	acastellanii_g10986.t1
OG0002957	vverm_g10797.t2, vverm_g10797.t1	acastellanii_g10998.t1
OG0002959	vverm_g10089.t1, vverm_g10089.t2	acastellanii_g11017.t1
OG0002960	vverm_g9132.t1	acastellanii_g11043.t1
OG0002961	vverm_g5743.t3, vverm_g5743.t1, vverm_g5743.t2, vverm_g7083.t1	acastellanii_g11047.t1
OG0002962	vverm_g12624.t1	acastellanii_g11053.t1
OG0002963	vverm_g1615.t1	acastellanii_g11096.t1, acastellanii_g4528.t1, acastellanii_g10170.t1
OG0002964	vverm_g13389.t1, vverm_g13389.t2	acastellanii_g11146.t1
OG0002965	vverm_g3385.t1	acastellanii_g10899.t1, acastellanii_g2572.t1
OG0002966	vverm_g10456.t1	acastellanii_g10908.t1
OG0002968	vverm_g6193.t1	acastellanii_g10801.t1, acastellanii_g5856.t1, acastellanii_g10917.t1, acastellanii_g6457.t1
OG0002969	vverm_g964.t1	acastellanii_g10919.t1
OG0002970	vverm_g14452.t1, vverm_g14452.t2	acastellanii_g10876.t1
OG0002971	vverm_g7845.t1	acastellanii_g10858.t1, acastellanii_g7065.t1
OG0002972	vverm_g13045.t1, vverm_g13045.t2	acastellanii_g10857.t1
OG0002973	vverm_g11000.t1	acastellanii_g7393.t1, acastellanii_g10703.t1
OG0002974	vverm_g12307.t1	acastellanii_g7389.t1, acastellanii_g10709.t1
OG0002975	vverm_g15943.t1	acastellanii_g2690.t1, acastellanii_g4749.t2, acastellanii_g4749.t1, acastellanii_g10746.t1
OG0002976	vverm_g10416.t2, vverm_g10416.t1	acastellanii_g10753.t1
OG0002977	vverm_g12278.t1	acastellanii_g10756.t1, acastellanii_g10756.t2
OG0002978	vverm_g12320.t1	acastellanii_g10761.t1
OG0002979	vverm_g12299.t1	acastellanii_g10770.t1
OG0002980	vverm_g11117.t1	acastellanii_g10778.t1
OG0002981	vverm_g7185.t1, vverm_g7185.t2	acastellanii_g2606.t1, acastellanii_g10795.t2, acastellanii_g10795.t1, acastellanii_g2604.t1
OG0002982	vverm_g10909.t1, vverm_g10984.t1	acastellanii_g10796.t1
OG0002983	vverm_g13055.t2, vverm_g13079.t2, vverm_g13075.t1	acastellanii_g10805.t1, acastellanii_g3409.t1, acastellanii_g10820.t1
OG0002984	vverm_g12635.t1	acastellanii_g10814.t1, acastellanii_g6643.t1
OG0002985	vverm_g11957.t1	acastellanii_g10834.t1
OG0002986	vverm_g8993.t1	acastellanii_g10835.t1
OG0002988	vverm_g9708.t1, vverm_g2679.t1	acastellanii_g2333.t1, acastellanii_g10689.t1
OG0002989	vverm_g7632.t1, vverm_g7632.t2	acastellanii_g10672.t1
OG0002990	vverm_g6416.t1	acastellanii_g4452.t1, acastellanii_g10596.t2, acastellanii_g10596.t1, acastellanii_g4141.t1, acastellanii_g4141.t2
OG0002991	vverm_g9161.t1	acastellanii_g10608.t1
OG0002992	vverm_g14805.t1, vverm_g14805.t2	acastellanii_g10620.t1
OG0002993	vverm_g13433.t1	acastellanii_g10631.t1, acastellanii_g10628.t1
OG0002994	vverm_g8379.t1	acastellanii_g10594.t1
OG0002995	vverm_g3619.t1	acastellanii_g10567.t1
OG0002996	vverm_g11027.t1	acastellanii_g10425.t1
OG0002997	vverm_g12089.t1, vverm_g1388.t1, vverm_g1388.t2	acastellanii_g10438.t2, acastellanii_g10438.t1
OG0002998	vverm_g4734.t1	acastellanii_g10455.t1, acastellanii_g10455.t2
OG0002999	vverm_g3021.t2, vverm_g3021.t1	acastellanii_g10459.t1
OG0003000	vverm_g10280.t1	acastellanii_g10465.t1
OG0003001	vverm_g1406.t1	acastellanii_g10491.t1
OG0003002	vverm_g12321.t1	acastellanii_g10494.t1, acastellanii_g3054.t1
OG0003003	vverm_g7032.t1	acastellanii_g10512.t1
OG0003004	vverm_g2121.t1	acastellanii_g10527.t1
OG0003005	vverm_g7165.t1	acastellanii_g10260.t1, acastellanii_g1170.t1
OG0003006	vverm_g8798.t1	acastellanii_g10270.t1
OG0003007	vverm_g9444.t2, vverm_g9444.t1, vverm_g9446.t1	acastellanii_g10273.t1
OG0003008	vverm_g4743.t1	acastellanii_g10313.t1, acastellanii_g3280.t1
OG0003009	vverm_g8170.t1	acastellanii_g10321.t1
OG0003010	vverm_g14779.t2, vverm_g14779.t1	acastellanii_g10335.t1
OG0003011	vverm_g1158.t1	acastellanii_g10344.t2, acastellanii_g10344.t1
OG0003012	vverm_g3222.t1	acastellanii_g10029.t1, acastellanii_g10017.t1
OG0003013	vverm_g9814.t1, vverm_g9814.t2	acastellanii_g10025.t1
OG0003014	vverm_g3004.t1	acastellanii_g10046.t1
OG0003015	vverm_g14286.t1	acastellanii_g10047.t1, acastellanii_g10047.t2
OG0003016	vverm_g119.t2, vverm_g119.t1	acastellanii_g10059.t1
OG0003017	vverm_g4395.t1, vverm_g4395.t2	acastellanii_g10077.t1
OG0003018	vverm_g2768.t1	acastellanii_g10091.t1
OG0003019	vverm_g2801.t2, vverm_g2801.t1	acastellanii_g10094.t1
OG0003020	vverm_g3589.t1	acastellanii_g10099.t2, acastellanii_g10099.t1
OG0003021	vverm_g4897.t2, vverm_g4897.t1	acastellanii_g10104.t1
OG0003022	vverm_g2491.t1, vverm_g2491.t2	acastellanii_g10109.t1
OG0003023	vverm_g6293.t2, vverm_g6293.t1	acastellanii_g10149.t1
OG0003024	vverm_g14873.t1	acastellanii_g10151.t1, acastellanii_g10151.t2
OG0003025	vverm_g4748.t1	acastellanii_g10157.t2, acastellanii_g10157.t1
OG0003026	vverm_g11202.t1	acastellanii_g10161.t2, acastellanii_g10161.t1
OG0003027	vverm_g1215.t1	acastellanii_g10180.t1
OG0003027	vverm_g13938.t1, vverm_g8130.t1	acastellanii_g1038.t1
OG0003028	vverm_g7820.t1	acastellanii_g10200.t1
OG0003029	vverm_g9108.t1, vverm_g10312.t1	acastellanii_g10206.t1
OG0003030	vverm_g10014.t1, vverm_g10840.t1, vverm_g10003.t1, vverm_g16574.t1, vverm_g10839.t1	acastellanii_g10231.t1
OG0003031	vverm_g2789.t1	acastellanii_g10235.t1
OG0003032	vverm_g6291.t1	acastellanii_g4851.t1, acastellanii_g10246.t1
OG0003033	vverm_g15517.t1	acastellanii_g9988.t1, acastellanii_g9988.t2
OG0003034	vverm_g9605.t1	acastellanii_g9596.t1, acastellanii_g9596.t2
OG0003035	vverm_g602.t3	acastellanii_g9608.t1, acastellanii_g6100.t1
OG0003036	vverm_g11303.t1	acastellanii_g1573.t1, acastellanii_g9610.t1
OG0003037	vverm_g11668.t2, vverm_g11668.t1	acastellanii_g9621.t2, acastellanii_g9621.t1
OG0003038	vverm_g11268.t1	acastellanii_g9642.t2, acastellanii_g9642.t1
OG0003039	vverm_g3431.t1	acastellanii_g9649.t1
OG0003040	vverm_g9112.t1, vverm_g9112.t2	acastellanii_g9661.t2, acastellanii_g9661.t1
OG0003041	vverm_g7029.t1, vverm_g7029.t2	acastellanii_g9726.t1
OG0003042	vverm_g12206.t1	acastellanii_g9730.t1
OG0003043	vverm_g4540.t2, vverm_g4540.t1	acastellanii_g9731.t1
OG0003044	vverm_g2541.t1, vverm_g4698.t1	acastellanii_g9735.t1
OG0003045	vverm_g97.t1	acastellanii_g9738.t1
OG0003046	vverm_g3106.t2, vverm_g3106.t1	acastellanii_g9747.t1
OG0003047	vverm_g7778.t2, vverm_g7778.t1	acastellanii_g9750.t1
OG0003048	vverm_g7553.t2, vverm_g7553.t1, vverm_g7553.t3	acastellanii_g9775.t1
OG0003049	vverm_g12457.t3, vverm_g12457.t2, vverm_g12457.t1	acastellanii_g9811.t1, acastellanii_g2772.t1
OG0003050	vverm_g1570.t1, vverm_g1570.t2	acastellanii_g9819.t1
OG0003051	vverm_g10897.t1, vverm_g10897.t2, vverm_g6833.t1	acastellanii_g9834.t1
OG0003053	vverm_g9481.t1	acastellanii_g9846.t1, acastellanii_g9846.t2
OG0003054	vverm_g13348.t1	acastellanii_g9870.t1, acastellanii_g9870.t2
OG0003056	vverm_g13952.t1	acastellanii_g8915.t1
OG0003056	vverm_g5955.t1	acastellanii_g9906.t1
OG0003057	vverm_g8956.t1	acastellanii_g9955.t1
OG0003060	vverm_g9611.t1	acastellanii_g9349.t2, acastellanii_g9349.t1
OG0003061	vverm_g9558.t2, vverm_g9558.t1	acastellanii_g9350.t1, acastellanii_g9350.t2
OG0003062	vverm_g2281.t1	acastellanii_g9356.t1
OG0003064	vverm_g2993.t1	acastellanii_g9409.t1
OG0003065	vverm_g6428.t1, vverm_g8092.t1, vverm_g8094.t1, vverm_g6429.t1	acastellanii_g9410.t1
OG0003066	vverm_g11661.t1	acastellanii_g9414.t1, acastellanii_g9414.t2
OG0003067	vverm_g5170.t1	acastellanii_g9427.t1, acastellanii_g9427.t2
OG0003068	vverm_g10595.t1	acastellanii_g9432.t1, acastellanii_g9432.t2
OG0003069	vverm_g9042.t2, vverm_g9042.t1	acastellanii_g9435.t1
OG0003070	vverm_g9041.t1	acastellanii_g9436.t1, acastellanii_g9436.t2
OG0003071	vverm_g15475.t2, vverm_g15475.t1	acastellanii_g9443.t1
